class,DS,DU
0,4089.01,29
0,1131.69,5
5,3293.76,20
4,923.35,28
1,1956.02,13
2,1456.26,6
3,3039.24,17
0,169.25,30
5,1282.65,8
5,1422.02,9
0,1834.3,12
0,1200.87,8
6,2201.13,11
2,3879.5,18
0,1050.21,7
7,3134.98,17
7,1311.94,10
3,3256.1,17
4,2214.29,14
0,1921.22,12
7,1878.83,18
4,2384.19,19
0,1601.24,14
3,4458.11,24
4,1520.1,10
3,1663.09,17
3,633.64,5
7,900.36,8
7,580.37,3
5,919.16,5
3,1925.58,11
5,2028.53,15
0,630.21,6
5,1176.54,8
7,1665.61,10
7,410.57,3
0,614.94,5
2,1084.22,10
2,4503.86,47
3,2385.16,14
0,522.56,10
5,3744.72,23
0,3950.65,33
5,561.03,17
7,2483.21,21
5,1547.89,13
5,1828.57,9
7,919.48,18
3,1917.59,21
0,2959.31,28
7,2197.54,9
2,2060.07,13
3,900.17,6
2,227.49,26
5,909.78,8
5,2599.46,19
7,1085.22,8
2,1207.97,13
5,449.86,4
5,2053.87,21
7,1994.49,9
5,280.83,18
1,2898.7,34
7,1653.73,30
1,895.45,5
7,2338.86,16
7,1315.71,10
5,851.31,10
7,909.58,4
0,1587.49,9
7,2101.93,16
7,749.32,4
5,12454.26,71
5,1978.8,12
1,1297.06,9
5,3181.64,27
2,1885.86,5
0,2182.74,13
0,3833.97,41
7,896.59,7
7,1573.7,12
4,2037.26,13
5,794.48,6
0,4389.22,24
5,1006.89,6
2,1480.12,27
3,4492.04,19
2,1011.27,6
4,4398.06,29
3,1415.15,11
5,2352.61,11
5,784.68,9
7,2501.28,15
5,2902.62,14
3,1732.73,15
0,512.94,3
6,842.42,5
0,736.33,8
7,1409.86,13
0,7130.1,24
0,1768.5,10
7,1151.42,6
1,1020.35,6
4,285.09,7
0,678.02,6
5,1952.27,28
0,1306.42,8
5,842.39,6
4,2187.6,13
7,3287.06,25
5,928.89,8
0,851.56,6
0,1832.53,15
7,3272.31,21
4,1752.4,12
5,338.82,5
7,1146.68,7
5,2177.56,12
0,788.4,6
5,280.73,4
4,2476.47,15
5,1195.55,13
5,2216.19,12
7,3074.7,20
5,1969.81,8
3,1238.14,7
3,1916.01,19
7,1064.34,8
0,342.95,6
0,817.85,5
5,1243.53,8
7,3215.35,16
7,2302.82,24
5,1689.86,8
3,492.01,5
5,2272.83,16
6,464.66,3
7,581.13,6
4,972.85,11
1,2762.25,19
5,1070.1,7
5,1026.18,4
5,1853.22,13
2,3672.56,22
5,2087.59,8
3,755.04,16
5,6193.18,29
5,2203.83,11
0,846.97,7
4,1604.05,12
4,4712.33,25
5,1156.81,9
5,4076.5,26
0,1523.13,8
5,1200.47,13
5,1621.35,9
0,964.11,14
5,2037.85,17
0,1931.29,23
3,721.71,7
4,1890.93,13
0,837.45,6
3,1349.98,7
4,1268.89,12
0,1747.99,10
6,958.68,6
4,2918.9,23
2,1069.54,6
2,638.19,7
7,2754.17,20
3,1025.91,7
5,1130.97,12
3,3995.64,22
7,1919.83,8
3,740.85,20
3,1577.75,10
5,1137.5,11
5,241.82,3
2,1829.5,15
3,1656.27,12
3,813.32,12
5,2322.22,9
4,1602.42,11
0,4076.09,24
2,507.86,4
7,169.23,6
3,619.76,16
0,526.96,4
5,2198.5,9
5,754.24,8
5,1083.61,8
7,1827.35,9
0,4097.96,16
0,624.38,6
0,1032.52,7
0,692.3,6
0,624.38,6
5,580.34,5
3,797.29,9
5,1714.77,19
4,3203.09,32
5,1752.59,15
0,2404.88,13
5,1847.88,9
2,680.14,3
1,1480.27,8
4,2468.89,18
0,958.37,5
4,1384.5,10
5,3377.86,17
4,904.42,8
5,1681.28,5
7,561.41,4
5,1159.12,7
5,1703.91,13
7,338.91,6
3,1219.65,12
5,1819.52,11
5,1008.71,5
0,1204.32,7
4,1195.47,11
4,3335.07,17
5,4969.2,28
7,2640.8,17
7,1011.53,8
5,1663,22
7,1176.17,4
5,1533.53,8
2,1398.2,9
5,1408.73,12
7,1204.58,7
5,633.87,5
0,2709.24,11
0,3453.24,44
7,2123.49,24
7,683.22,6
4,687.25,3
4,9805.95,43
5,391.87,4
0,788.75,9
0,1136.89,7
0,464.76,3
7,852.75,8
5,1640.36,11
2,624.66,9
0,4324.18,19
1,1684.28,13
5,280.77,4
0,895.72,7
3,624.88,11
4,1956.18,14
0,3657.55,19
0,1790.1,10
0,730.54,5
5,12477.37,162
1,803.42,12
5,1475.96,11
5,2023.22,13
5,896.89,7
2,1538.84,10
4,1083.89,10
3,1054.6,6
5,738.94,6
0,1264.31,7
7,4183.26,27
7,735.36,5
1,286.44,6
5,2623.35,15
5,1713.12,58
7,2651.85,19
0,2642.98,60
5,1485.82,18
1,1473.57,10
7,1723.99,12
2,2599.46,31
7,566.02,7
0,677.34,7
5,745.37,6
5,2523.93,22
5,2675.96,21
3,5820.21,28
7,624.13,8
0,1552.57,9
3,1699.45,9
5,2035.02,14
5,1156.87,8
4,677.67,5
7,4392.7,29
2,1249.71,58
3,745.06,8
4,561.71,4
7,662.58,5
1,2593.76,14
5,1591.03,9
7,1427.59,17
5,5744.11,33
2,1536.4,11
2,1510.05,9
7,565.84,5
0,1869.84,13
5,1084.69,14
0,1796.1,9
5,2556.36,17
5,1201.1,6
2,1688.65,7
5,522.34,3
7,678.18,8
5,2158.18,14
7,2768.98,27
5,614.67,8
4,561.37,49
2,1327.09,14
2,3654.13,28
3,1127.63,22
2,1547.02,10
3,1239.65,9
4,4032.48,46
7,963.03,6
3,5849.54,48
0,4152.04,26
5,639.04,13
5,905.16,7
3,2314.19,26
0,1650.71,16
5,1786.72,16
0,1188.54,3
2,1527.63,8
3,817.95,6
4,643.77,9
7,2615.46,17
7,1435.67,10
5,2498.95,14
7,1365.49,11
5,1320.64,10
0,2085.84,18
7,963.62,7
5,1142.64,8
7,948.53,7
1,2198.26,13
7,1970.18,15
0,2342.35,13
0,519.62,5
3,3583.63,23
7,401.12,6
0,973.36,5
0,2957.91,14
2,1918.05,16
3,1138.24,8
0,1967.13,11
5,1055.21,64
0,2621.95,15
5,1358.99,14
3,2841,14
5,614.74,31
5,2685.17,15
5,740.46,7
0,1660.06,13
7,731.28,9
6,857.07,7
5,3094.18,19
2,1031.33,6
5,1357.83,9
7,777.17,7
4,1318.59,15
3,633.95,25
0,1065.18,8
2,1460.1,15
2,1803.1,13
3,513.09,4
7,2505.87,18
2,402.9,3
0,1064.35,9
4,625.02,6
0,1626.85,10
0,2104.98,10
5,1098.43,9
5,2362.04,24
0,687.02,5
0,905.48,5
7,1030.71,7
7,1842.05,16
0,856.42,7
7,1367.7,9
4,754.61,9
0,1756.21,9
7,1136.82,10
5,1199.29,10
0,2205.35,12
4,1355.42,14
5,1679.74,22
0,1974.7,30
0,1422.85,9
7,2080.09,17
0,973.29,9
0,705.7,5
5,730.63,5
6,464.45,7
4,8099.28,72
2,1462.22,6
5,1490.99,16
0,285.84,3
2,998.59,7
2,856.62,9
0,2069.63,17
3,847.44,4
5,1950.16,10
5,1128.65,13
7,730.85,7
7,726.13,5
6,1089.17,10
5,2371.99,21
3,734.55,4
7,2088.39,18
7,653.19,5
0,1127.35,8
0,2047.73,11
3,1180.87,9
3,963.9,11
7,1712.22,24
7,3289.58,18
5,1747.19,11
4,2040.47,13
5,1630.86,11
1,566.7,4
0,1252.68,11
0,1068.54,6
7,2281.51,22
7,913.75,7
4,764.52,7
4,2737.9,16
3,1377.71,11
7,1785.98,11
5,512.73,5
3,3222.68,19
6,1375.94,9
0,822.51,8
3,1674.71,12
7,2155.96,14
3,3021.3,30
5,357.53,16
5,2660.59,17
7,2333.31,18
5,4121.74,16
4,285.73,4
3,919.64,17
0,850.36,6
7,624.69,6
7,1306.29,6
1,1741.24,19
5,812.55,6
1,1020.23,11
0,870.69,3
3,561.53,4
2,1302.27,6
4,2187.65,12
5,7097.29,47
5,726.11,7
7,401.85,5
0,522.65,3
7,2391.98,17
5,3645.79,20
3,2138.48,10
0,1079.23,6
0,2326.83,14
5,566.33,5
2,169.2,105
1,2278.3,15
2,802.8,8
5,2500.57,12
0,2131.85,15
2,1771.87,9
2,1661.75,10
7,1204.36,11
3,972.55,6
0,1430.73,6
5,1259.68,10
5,736.46,6
6,2081.43,11
5,1360.61,12
5,2570.07,20
7,977.75,11
2,1278.21,9
0,1365.29,14
5,619.54,6
0,2756.5,16
5,1410.96,19
4,1144.33,6
5,280.79,4
3,3499.27,15
2,411.05,4
3,1592.68,29
7,965.96,6
7,1530.4,8
2,2387.6,12
1,299.36,4
0,1742.29,10
7,2283.06,11
7,4086.79,17
5,1321.1,10
4,1364.53,10
4,2887.01,24
0,788.92,7
3,2379.6,51
7,680.38,9
5,4469.03,45
0,1599.48,12
2,1689.06,11
5,821.33,30
5,783.93,4
5,1674.91,13
3,1978.94,11
3,1733.9,8
5,745.86,5
3,3067.93,34
7,861.2,14
0,822.33,8
0,1853.18,11
7,2138.58,13
7,860.28,7
0,798.2,6
4,682.06,7
0,842.01,6
4,1727.33,14
4,2809.52,25
5,3481.15,21
5,3391.42,19
7,1127.3,5
7,4482.97,43
0,2379.87,11
0,450.4,5
7,1249.25,8
4,1093.04,7
5,318.13,24
2,1245.15,17
3,803.33,5
7,644.14,7
5,397.22,4
7,1811.81,12
7,1065.23,5
0,856.69,12
0,1074.02,7
5,1469.84,10
3,3948.25,16
1,914.91,5
0,1848.3,15
4,1707.75,9
7,6333.05,59
5,1020.54,10
5,285.85,6
3,947.88,10
7,1016.35,10
7,3680.88,26
0,2820.73,14
0,977.33,11
5,3387.57,29
7,1191.35,5
5,3358.55,21
4,962.92,8
1,2115.89,12
5,1363.64,6
5,571.11,8
0,1321.38,10
7,1491.71,13
0,1548.5,10
3,1180.36,9
2,759.19,5
5,2682.01,17
7,1391.06,17
5,798.24,5
3,968.24,6
3,7348.25,31
7,1644.52,8
4,3710.17,26
7,570.87,4
4,750.83,10
5,1643.77,8
0,3806.83,21
0,1311.91,8
2,1050.99,8
5,2057.61,19
7,3187.74,20
5,1983.94,13
5,861.64,7
0,1079.73,11
7,1021.29,6
4,1123.38,8
2,169.55,35
7,817.33,9
4,3113.88,21
1,1836.73,14
5,1133.08,9
0,1191.96,11
3,2995.64,16
4,1044.55,5
3,3428.67,17
4,1379.27,6
7,1122.86,9
3,1321.34,8
3,856.26,5
0,740.4,3
3,309.14,4
5,6781.42,42
2,673.11,5
7,3336.53,27
5,1588.63,8
2,1349.8,9
5,1873.2,11
5,406.25,4
5,5835.39,33
5,1078.47,4
2,5042.2,29
7,995.64,8
6,169.4,3
2,905.46,5
5,1529.32,9
5,1959.55,8
0,1199.37,9
5,1491.54,11
3,1478.21,10
0,1776.03,9
2,2223.25,16
2,1838.55,19
5,963.95,14
5,2093.45,14
0,2715.04,19
7,1639.96,9
0,463.96,3
2,953.92,5
5,2530.17,13
4,1610.88,8
5,3618.63,22
1,1093.34,13
0,1311.88,8
4,1704.78,8
2,2193.3,15
0,641.22,4
4,2764.4,44
0,1568.58,8
3,633.75,5
5,517.58,3
7,986.83,7
5,977.06,7
7,1495.07,13
3,7145.03,35
0,963.59,7
7,1361.51,25
1,2153.84,34
1,9475.31,52
5,803.01,3
7,3587.99,21
3,1582.58,9
5,1181.16,17
7,2633.96,60
7,2698.41,17
3,2764.77,13
3,1196.01,8
3,1523.72,9
7,880.42,7
0,1253.1,8
0,633.58,5
7,565.65,4
2,508.26,5
2,701.2,8
2,1944.62,10
5,3512.03,25
5,4250.51,22
4,1354.21,11
7,241.3,9
3,1468,44
0,1804.6,17
0,1910.39,34
5,793.47,5
7,628.75,6
7,1398.3,9
3,285.78,4
2,962.81,11
2,1220.03,9
3,2969.2,31
1,672.8,3
7,2100.54,26
5,1706.03,16
7,575.78,4
7,4576.24,47
0,1139.08,10
4,1550.07,8
5,5673.84,40
7,1490.46,7
0,1246.01,7
5,3813.73,23
7,847.37,4
4,3672.87,18
0,1048.78,7
7,2298.99,19
7,682.85,5
4,1019.87,7
3,812.84,17
0,1832.68,15
4,789.07,6
4,2118.08,20
3,963.27,24
7,1868.07,16
7,2863.76,27
2,1015.34,9
4,227.59,6
4,2224.64,8
4,1578.58,29
7,624.74,5
7,1181.17,9
1,1727.72,26
0,1725.49,31
7,1128.08,6
4,1127.75,10
0,1367.14,10
1,2083.72,17
0,285.29,3
7,3702.28,22
7,619.01,3
5,1896.63,14
5,458.81,24
4,1749.97,14
5,7940.47,45
6,2962.88,15
0,1020.53,5
7,1398.58,9
1,391.91,39
4,1361.02,12
5,1086.57,4
5,1306.96,8
6,798.27,7
0,396.61,8
4,2155.94,23
7,682.12,3
5,1122.87,10
5,842.29,48
3,2552.81,21
0,459.33,9
7,1254.1,11
0,681.97,5
0,801,3
7,953.67,5
1,1565.06,25
7,1479.83,8
0,2655.21,11
0,794.6,5
7,2156.92,11
1,1049.72,9
5,681.98,6
5,1625.07,8
2,1726.43,9
4,2302.02,13
5,1374.73,6
7,9005.87,55
5,879.82,7
0,2994.02,18
7,619.99,4
7,1248.21,7
7,1698.11,18
7,953.87,16
0,813.15,19
0,285.72,31
4,2093.32,13
5,2700.04,13
7,2525.34,18
7,2560.87,10
3,1200.02,7
4,3866.44,20
5,507.71,5
3,1723.32,12
7,2181.82,15
7,4248.34,46
0,2867.82,37
7,2576.38,23
7,5648.35,26
5,1045.29,9
5,1626.46,11
0,643.24,9
2,1316.1,6
4,1143.05,6
3,745.14,11
5,749.83,5
2,2476.31,37
5,977.84,10
0,1301.54,10
7,2367.67,11
3,2517.1,15
4,973.23,7
0,2549.76,10
3,2032.83,14
2,3842.03,17
7,3121.17,19
7,1073,9
4,512.53,5
1,7018.22,105
7,929.51,34
7,963.46,5
4,284.87,6
4,851.25,11
5,1016.32,8
5,959.08,12
5,852.32,29
5,788.91,4
7,2544.26,19
3,353.29,4
7,5294.26,29
7,1199.83,8
5,1093.53,8
5,406.26,5
3,1245.3,6
7,2830.69,20
4,459.5,3
4,5223.09,38
5,449.8,4
4,6280.27,76
5,508.91,16
7,745.38,10
4,798.58,8
2,2731.04,19
1,3386.35,24
5,2328.73,15
0,772.98,5
7,1011.48,10
5,1351.12,10
3,2453.13,13
7,1514.84,9
7,396.79,3
3,468.85,6
4,1514.48,9
3,1997.03,20
0,2582.59,6
7,969.88,9
2,1505.27,6
4,938.68,20
0,3050.41,14
2,812.4,5
4,1414.63,8
3,918.33,6
0,691.99,6
4,2221.1,14
0,517.55,18
1,1437.93,11
0,1084.61,6
4,1425.21,10
5,2066.83,10
3,1722.33,12
5,454.28,3
0,1632.85,13
2,1766,9
4,460.52,6
7,786.68,8
0,1747.97,10
4,6037.13,31
7,1650.1,12
7,1091.21,18
3,1857.33,9
0,3319.62,21
0,1346.78,23
0,570.86,6
5,861.61,9
5,1760.94,9
7,1471.47,14
0,1642.94,10
2,1520.43,9
2,1025.8,6
0,1088.05,83
7,1270.99,14
7,2210.6,14
5,3256.89,20
0,726,5
3,1870.23,18
2,2056.34,15
4,2694.66,17
3,2604.39,11
5,1805.41,11
1,1711.99,12
1,1406.66,9
5,2870.65,17
0,2942.57,27
0,686.98,5
5,1303.69,9
3,2542.86,16
5,1079.28,6
3,895.52,5
0,2147.01,34
3,1349.12,19
5,1077.65,10
3,2120.19,17
2,623.06,6
7,1239.41,10
0,3894.15,21
2,861.4,5
7,3139.17,29
1,584.52,6
3,633.67,6
0,905.78,6
6,4831.56,36
0,1466.88,12
7,1132.4,6
7,2346.64,11
7,864.58,17
0,1625.44,11
3,748.88,8
7,4650.36,29
3,750.48,11
3,2125.42,14
7,580.03,5
0,1059.96,5
1,2622.92,14
4,1504.3,12
2,2158.39,15
0,624.66,5
3,2490.57,16
0,1660.56,21
6,787.68,7
4,1659.25,17
3,3406.4,23
0,1227.42,7
5,634.13,7
7,1083.68,5
5,866.55,7
5,1363.86,9
7,5130.78,27
7,1915.94,14
7,454.84,8
5,7753.93,67
3,2728.82,19
2,1459.01,10
2,1065.53,6
5,3383.14,23
5,1199.15,11
5,1161.27,10
7,1390.83,15
0,1284.3,7
5,1654.97,19
7,2315.73,16
0,1467.42,9
2,1065.46,7
0,571.32,9
4,2273.67,18
1,1422.17,9
7,2005.24,20
0,2459.87,20
0,634.31,3
2,501.43,23
3,338.25,26
3,4539.5,25
1,353.07,3
7,1809.72,16
0,864.41,9
5,2469.45,21
5,900.15,9
0,962.16,4
1,406.27,4
7,2512.1,15
1,1152.45,11
5,1198.45,9
0,2250.27,11
7,1313.74,7
2,2085.59,11
0,2188.02,14
7,847.17,7
3,889.8,11
0,741.19,7
3,1707.33,12
0,561.39,4
3,2593.71,23
0,2849.9,17
5,1657.93,10
4,6404.08,41
3,1515.4,15
5,923.65,7
4,10509.72,128
7,3685.36,20
3,1471,11
0,1035.3,9
4,517.71,5
0,730.8,7
5,677.64,8
3,803.49,6
5,2135.79,15
3,2215.83,17
7,1030.55,8
0,1392.53,19
2,880.1,6
3,4861.7,35
7,536.69,6
7,909.53,10
7,860.58,6
2,972.2,8
7,1580.83,15
5,2401.76,24
3,847.44,5
4,1351.09,11
0,1360.72,10
4,1423.47,8
0,2192.63,13
2,842.34,5
7,5079.23,33
5,1334.03,14
7,963.09,30
0,939.63,7
1,8938.62,43
5,867.1,9
2,745.1,4
5,1732.85,10
7,2473.24,23
0,1132.25,7
5,1955.51,15
1,1915.75,15
5,2421.26,17
2,1292.02,7
2,904.6,5
3,1087.14,8
7,1025.15,9
4,1190.32,7
7,866.78,7
7,1491.31,10
0,1989.61,15
1,1020.6,7
0,492.68,5
0,2542.27,15
0,474.31,6
0,6408.97,36
7,3397.42,26
0,1137.88,25
5,1122.84,5
0,909.65,10
0,1252.81,9
3,1660.05,10
2,1547.18,12
0,857.57,24
0,2690.75,16
4,3697.32,25
7,2242.89,19
7,1863.06,8
0,513.38,7
3,1774.55,9
3,1069.59,9
5,492.73,6
7,1648.71,10
4,2812,16
0,391.85,6
5,1201.08,7
0,3987.64,59
0,846.47,7
3,1809.47,8
7,1123.41,7
4,1655.13,15
4,1510.27,9
7,2978.45,24
7,972.14,7
0,3416.66,18
5,1138.81,10
5,599.28,6
0,3290.79,17
7,1466.48,5
5,2949.7,27
3,396.53,3
5,7984.34,48
7,3745.58,22
0,1746.9,12
5,2171.31,22
7,1410.97,7
3,1044.45,10
0,1529.41,12
7,909.39,6
7,2407.88,17
2,227.39,25
0,1635.71,11
7,2590.7,22
5,1335.9,8
0,4094.36,22
2,1481.34,11
3,1810.43,58
7,1292.73,8
3,682.87,5
1,1902.45,25
4,1568.76,10
0,2163.94,20
5,1552.79,15
1,1578.56,13
0,615.95,4
0,1079.05,7
2,3000.27,11
4,4577.43,26
4,1185.46,6
0,847.71,7
2,650.03,19
5,1425.35,9
7,125.59,53
4,1330.11,8
2,353.33,14
5,1069.45,7
0,783.89,7
7,2831.61,14
0,2599.66,16
0,3916.48,24
5,2162.75,12
5,614.45,6
0,945.15,5
7,584.27,4
0,1021.97,8
5,2437.08,51
0,2377.35,25
7,754.84,8
7,2322.84,16
1,1142.58,14
5,522.33,3
7,731.2,4
2,966.06,8
4,2128.29,11
5,1200.86,12
3,842.88,6
0,1135.15,8
2,577.17,8
5,955.22,18
3,1292.62,15
0,3433.84,28
0,3175.65,22
0,2781.23,12
5,2757.33,20
4,1586.67,9
5,850.82,6
3,2084.66,12
5,575.84,13
0,1582.46,10
5,5223.99,33
0,2375.73,12
4,1751.41,11
7,2661.25,11
7,972.31,45
2,7897.2,40
7,8996.79,59
0,1128.12,11
3,2542.85,14
2,1303.4,14
2,2517.25,15
0,4081.33,23
5,3022.57,27
5,2818.33,23
4,4809.81,27
7,6483.51,31
0,1065.03,6
5,2217.08,15
4,677.53,4
0,1155.02,10
5,4009.06,32
5,576.94,5
0,2881.53,20
3,678.21,5
5,3161.85,24
3,5502.72,45
0,4873.61,28
0,4181.28,33
7,971.84,8
0,2067.08,13
3,2598.72,15
0,2801.24,20
5,1311.76,15
0,10226.92,52
7,4715.07,36
5,2526.01,12
7,900.38,5
3,1622.11,9
0,623.76,5
3,3796.16,22
0,2022.69,17
7,11141.03,77
7,914.7,8
0,1848.23,8
0,1156.17,8
0,687.44,4
0,3150.3,20
0,2569.76,19
3,6464.73,48
0,784.25,6
5,401.94,6
7,1030.55,7
5,528.11,4
5,1603.33,26
2,3116.12,32
0,1408.55,9
7,3498.07,19
1,1573.8,9
7,8482.78,55
7,2076.02,10
3,1872.84,11
7,924.18,6
5,2336.73,44
4,1393.2,7
1,3710.98,23
0,2511.45,14
4,4592.07,39
7,8124.26,68
3,1443.03,10
7,958.11,6
1,729.87,5
1,1818.83,16
7,672.86,24
5,5685.4,63
7,696.87,7
5,1154.35,14
0,2970.13,19
5,2395.32,17
1,410.86,28
3,624.91,6
7,630.39,9
1,4667.23,24
0,803.09,4
5,1776.98,15
5,5246.18,25
5,1475.77,10
3,2438.75,16
3,704.79,10
3,2967.7,21
7,3660.59,24
7,9352.11,51
0,614.61,3
3,2313.45,16
0,1716.23,10
5,842.58,6
7,2531.75,17
4,1641.2,9
0,3368.84,30
3,2383.36,9
2,2532.85,16
3,5154.84,79
5,816.6,5
3,672.86,13
5,3864.39,26
7,2645.96,15
2,2035.71,12
5,3220.45,19
5,2911.49,30
7,1097.77,6
5,1326.15,7
7,4277.88,16
0,904.45,7
1,2395.89,9
5,1300.96,9
5,2927.71,16
0,1554.47,12
5,2397.83,25
2,1199.16,8
4,3204.34,21
2,801.18,9
3,841.91,5
5,1690.26,11
0,1896.21,6
0,4255,35
3,4419.27,29
3,4082.14,25
7,2411.57,73
5,1209.78,6
0,468.87,6
7,1640.73,12
0,827.3,4
5,2496.42,15
5,1054.58,7
0,280.82,9
0,1944.74,34
7,997.94,6
7,272.5,35
2,1588.02,10
4,2269.95,30
1,1316.45,11
4,2975.57,25
0,1078.76,11
4,1462.22,10
5,1785.17,20
0,338.8,3
0,614.86,3
1,2130.33,12
0,5272.72,44
5,1804.13,13
3,1247.66,10
1,4126.62,25
3,1129.11,9
4,672.76,4
0,1588.14,9
5,575.58,4
1,677.33,10
2,750.34,7
7,2147.89,18
3,5002.03,43
3,2363.17,13
4,1624.96,10
0,2090.44,13
3,2100.72,13
2,2099.77,26
3,1790.05,18
4,1258.72,3
3,4455.84,30
3,1430.43,41
3,1089.98,12
5,9371.36,52
0,2769.54,15
1,2078.39,12
2,2915.24,27
3,1891.64,22
3,2870.74,24
3,614.68,5
7,5013.86,37
0,1263.06,5
5,1259.08,10
1,3716.62,27
3,2294.83,18
5,1751.69,9
1,788.79,4
5,2003.2,15
0,2955.32,20
3,904.99,11
3,2793.65,17
5,1745.88,12
3,1417.42,11
7,1375.12,9
5,730.07,18
5,4960.92,32
3,1688.01,18
0,3557.24,23
3,4055.23,31
4,4361.39,29
0,1978.67,13
3,2072.09,10
0,1611.02,13
0,798.83,7
4,3791.52,37
3,1656.78,14
7,3634.12,17
3,1132.21,7
4,1497.11,14
0,624.98,8
7,1175.46,8
3,1011.43,12
0,2066.78,15
0,958.75,5
7,7501.65,42
7,1597.69,7
7,1974.51,12
4,1423.37,11
4,1820.07,17
0,1635.23,15
3,981.07,12
3,2792.86,21
5,1367.36,10
1,3144.78,17
0,169.46,14
0,982.09,7
7,566.56,4
7,5774.53,34
0,6097.44,24
5,2548.08,16
5,3118.84,21
7,1960.24,15
0,1675,12
7,1998.18,14
5,2008.55,18
5,2454.66,39
1,916.58,5
2,807.51,10
5,2012.71,24
5,1365.64,9
2,338.83,6
4,869.41,9
3,7463.42,44
1,4993.91,19
5,1317.35,13
2,2042.08,19
2,846.89,9
0,917.67,7
2,1287.8,12
0,5226.03,34
3,1254.35,10
5,4202.93,30
5,581.38,8
7,1361.43,10
2,508.44,3
7,1523.21,23
3,953.67,6
5,2120.05,12
4,6768.46,37
4,788.86,6
0,3732.79,25
5,1722.03,10
1,1287.43,6
0,1020.79,7
7,1064.76,8
7,2575.86,18
5,1421,7
7,3095.28,17
5,3585.14,20
5,1074.58,17
4,5417.53,27
2,491.47,3
5,1089.45,10
5,2048.88,20
4,1349.93,15
0,2077.35,21
2,1611.67,24
0,754.68,4
0,683.32,7
7,1350.68,6
4,1131.69,14
4,701.75,5
5,4926.53,32
3,745.69,4
0,1572.61,24
7,1398.97,6
2,788.94,4
5,464.67,4
5,2969.46,16
0,1117.07,7
0,2389.1,13
0,15345.61,26
5,1228.99,7
5,1342.94,11
3,862.02,7
5,5069.57,32
7,1464.16,12
1,5271.69,28
5,3731.01,25
4,1509.79,9
2,1350.46,7
5,1528.26,6
3,561.71,15
7,2795.68,17
4,1515.14,11
0,1822.78,14
4,3530.76,33
1,1930.88,14
1,1336.08,18
7,3095.06,27
0,7489.87,41
2,2331.65,18
5,3243.83,25
5,1553.65,13
0,2232.87,24
5,2762.39,18
5,4471.59,22
5,1600.91,14
7,1450.17,9
7,953.64,7
1,2061.93,11
3,2226.94,16
5,1132.41,8
5,1306.99,8
5,736.06,8
4,624.24,5
5,5362.11,33
0,913.99,7
3,581.2,8
5,2009.53,13
7,1321.33,8
0,1348.06,9
5,905.36,6
0,802.77,5
0,2306.37,27
1,1160.05,9
3,965.86,7
4,971.16,7
0,686.99,6
6,1621.36,6
5,1195.76,8
5,7445.59,35
5,604.04,35
0,1128.11,8
5,5461.25,40
7,4240.91,28
5,3117.73,23
0,1127.92,5
0,1540.82,12
3,4020.54,24
5,2405.86,11
4,677.47,5
7,1408.97,11
7,2263.31,17
3,411.78,9
5,5599.09,29
3,4202,29
3,701.14,5
4,1630.25,13
1,397.29,27
5,852.13,7
0,2221.59,7
1,2342.53,11
0,3751.88,24
6,2953.29,22
7,1456.6,8
3,6423.9,32
7,847.15,12
5,3125.31,20
2,1238.93,9
0,5639.07,44
2,1102.82,8
0,3974.99,19
0,2932.11,24
7,2054.58,21
5,1865.99,12
7,842.3,7
7,3584.1,31
5,1128.68,7
7,1161.3,9
5,682.24,9
7,1979.09,16
0,842.08,5
5,726.14,5
0,1654.05,8
0,941.59,13
4,1878.14,8
6,2032.36,14
0,2954.23,27
0,1570.8,19
0,1786.29,23
2,2622.18,35
5,900.19,7
5,1379.86,10
5,905,8
5,1096.74,4
0,2249.64,19
0,4698.35,22
5,4327.51,26
3,1142.46,4
2,1408.25,10
2,1559.98,8
2,1128.16,7
7,2674.49,18
0,570.88,3
5,934.14,18
3,900.95,4
3,2736.47,14
5,1062.62,13
5,1143.89,9
5,2739.14,15
3,2989.25,24
0,513.5,4
0,1093.05,11
7,1876.92,11
5,2662.3,16
5,4330.89,25
7,2094.97,11
5,2643.11,13
0,1878.22,14
2,1398.56,8
5,3679.64,18
0,1054.99,9
7,1715.7,9
3,3015.15,16
3,741.06,7
3,1912.46,22
7,2405.88,18
0,2672.76,21
0,566.69,5
5,1198.96,9
1,3439.76,21
0,1466.61,11
7,5242.43,50
2,1822.38,23
7,842.12,4
7,579.91,9
2,2933.91,14
0,1467.47,11
2,1939.2,15
7,1167.05,12
4,2973.79,23
3,1362.5,7
3,2491.56,13
0,1747.03,15
5,3582.94,18
3,339.03,3
3,1645.63,12
5,3166,23
4,634.19,6
4,1210.12,9
0,1593.91,12
1,1809.4,14
4,976.77,14
4,634.12,6
4,1582.55,9
5,797.61,8
3,4505.25,34
7,3899.61,20
5,3556.33,18
5,847.3,10
1,2688.49,22
5,862.18,5
7,228.01,3
5,2688.09,22
4,590.32,6
4,4775.39,30
7,7691.33,57
6,1187.66,7
0,411.56,5
0,783.77,5
7,449.77,13
4,2180.6,17
5,1384.8,12
4,1495.3,11
3,1783.54,21
5,2996.98,24
4,2314.95,19
3,793.6,7
4,1257.88,6
2,507.74,5
3,846.88,6
2,1665.95,10
5,3081.66,17
7,397.16,3
4,1242.42,5
5,3803.07,23
5,812.98,109
0,2579.45,23
3,1064.48,6
