class,DS,DU
7,1064.26,7
3,1950.75,17
3,2110.86,16
0,1914.09,11
6,2742.07,24
0,590.25,3
5,1186.44,9
5,2158.83,27
5,2048.47,19
0,3534.12,31
4,2420.64,22
4,648.28,4
2,963.29,11
5,846.8,8
7,2290.33,15
5,1296.99,16
5,5498.37,25
7,2458.91,15
2,992.33,6
5,5198.52,17
5,739.67,4
0,1195.17,7
4,2545.45,17
3,2927.5,18
7,1631.11,11
2,2766.82,13
5,614.81,4
3,1210.27,11
4,1253.61,9
5,2953.11,16
0,508.05,8
0,851.59,5
5,919.66,9
2,1302.6,27
4,1025.61,10
2,1373.61,14
7,1583.92,13
3,793.04,10
4,1698,13
3,1137.1,7
2,874.1,8
2,1691.9,10
3,730.81,5
3,3447.85,24
5,987.19,6
0,862.2,11
3,996.76,9
7,2617.45,17
3,1229.47,8
3,2972.18,16
7,2042.28,11
1,1857.89,21
3,4564.21,21
3,522.94,3
0,8604.48,48
4,1627.4,11
7,793.26,7
7,7732.79,97
7,1679.15,19
7,731.11,4
0,1491.19,10
3,4782.67,36
0,1582.6,8
1,1969.88,20
0,2174.1,20
5,3363.77,31
7,933.53,6
5,1485.13,14
7,3074.4,19
1,3218.61,20
0,3146.76,13
7,7686.98,51
5,1240.36,8
7,1873.17,13
3,2879.97,16
7,3383.01,28
7,5763.39,47
5,1656.14,15
3,1345.26,7
5,1460,11
7,1412.45,8
7,1793.1,9
3,2891.4,20
2,512.42,5
5,977.78,6
5,3599.7,21
7,2491.84,14
0,687.68,6
0,745.23,6
5,4814.52,27
5,10769.32,59
4,1921.53,14
5,3530.31,20
7,1239.44,10
1,3644.52,28
6,1707.91,11
2,890.06,9
0,5485.79,47
3,2721.5,28
2,1452.13,8
7,1398.2,7
5,1088.69,10
4,3535.05,20
5,2638.05,13
0,566.22,4
3,7005.66,34
2,503.41,3
7,735.44,5
5,513.62,6
7,8552.43,43
0,566.33,3
0,799.25,8
0,11679.22,57
5,1665.07,11
3,14144.89,84
4,1802.91,20
2,3796.21,31
1,1147.4,16
2,2845.12,20
5,1924.2,15
4,1515.59,8
5,5547.09,34
4,736.2,4
0,687.27,4
2,2841.98,28
3,1428.82,11
5,900.88,7
0,8300.46,54
4,1486.97,12
5,837.42,6
3,227.63,50
3,4099.08,20
4,1989.04,13
0,5434.17,37
2,2373.52,18
7,2312.85,16
3,585.74,24
7,5265.91,30
5,3507.67,26
3,2206.96,17
6,1374.07,11
6,2330.43,34
3,764.42,11
7,1707.89,8
0,958.58,5
0,638.94,5
5,4520.31,30
5,3928.07,20
0,1533.25,9
5,870.63,4
3,5120.93,31
7,4571.78,31
0,581,8
0,411.52,3
2,393.32,35
0,1462.69,34
7,4657.81,49
0,856.34,6
3,4203.33,23
5,3490.68,32
5,1399.62,8
4,1239.83,8
3,4451.25,21
0,285.85,14
5,745.29,4
4,3702.13,25
0,2942.22,17
3,1807.03,14
7,1708.08,9
7,2820.14,12
4,2177.46,21
5,2894,19
0,7110.72,65
0,3067.72,25
0,2308.91,21
5,285.46,11
7,1693.35,12
5,8921.29,52
7,1078.21,7
0,434.04,4
0,1456.57,9
0,2747.46,10
5,8986.1,64
3,2417.65,21
5,1397.85,12
7,1020.4,6
0,1156.06,5
0,2092.36,12
5,3542.63,31
0,2973.99,30
5,3037.27,18
3,4007.55,26
7,846.59,68
0,1151.63,13
3,2394.41,13
2,3698.65,21
5,725.98,5
5,13632.48,58
5,1908.04,11
5,2032.39,13
7,9765.56,68
2,3755.58,25
3,4178.77,22
0,1309.96,18
5,3346.57,34
7,969.8,7
5,3940.9,19
3,4733.65,22
3,1364.67,22
0,1237,11
2,755.66,6
5,3972.24,38
3,2500.35,16
5,2418.86,16
5,1100.61,7
4,2995.44,22
7,2791.5,17
3,810.96,8
5,1115.49,12
3,3056.89,20
7,2544.42,19
5,1296.68,8
0,1011.81,8
5,1509.84,13
7,5374.46,33
0,2846.15,11
5,3722.77,34
5,4154.31,24
5,1418.29,13
3,3291.5,28
0,1451.85,7
1,837.36,6
3,4547.73,24
5,862.17,7
5,1745.84,11
0,1224.06,7
7,778.43,10
5,3112.67,28
3,798.45,13
3,1133.43,9
1,9184.43,68
7,3589.71,24
0,4600.49,23
4,1209.52,8
4,11530.98,109
2,2870.76,21
0,920.06,9
0,4816.75,30
5,2086,12
5,2053.29,13
0,3421.08,17
3,294.93,3
3,1538.27,19
0,1144.64,10
4,1136.98,11
5,1190.83,10
5,1729.32,23
5,1316.47,9
3,1641.14,13
4,1570.03,11
3,1472.56,10
7,2744.68,22
7,10844.78,101
2,2037.2,15
0,626.28,9
7,2361.03,13
1,2478.49,17
0,914.48,8
5,852.33,4
5,2449.16,17
2,1073.46,8
7,1583.14,12
0,7875.74,50
0,1156.92,11
3,2212.24,16
0,7182.58,43
5,3204.53,16
3,2033.26,14
5,860.48,5
5,842.37,8
0,2221.76,15
5,2224.68,15
5,1917.27,14
7,847.61,8
2,5096.03,29
0,3440.18,17
7,895.31,5
5,1104.59,10
4,2715.64,31
2,3169.81,15
5,1670.67,20
0,2260.65,13
5,3590.14,17
2,1000.88,11
5,1863.69,10
2,1688.15,8
3,517.22,7
5,1149.31,13
5,3048.99,30
5,1824.76,10
2,1316.53,12
3,2537.2,22
5,1528.99,9
0,842.58,15
1,1698.93,9
7,1359.54,9
5,6784.35,46
1,5235.43,39
0,1466.55,6
7,1161.45,10
4,1774.64,10
3,1009.84,9
3,1214.8,9
5,1203.92,16
7,1176.26,6
3,1515.27,17
5,620.04,4
0,2866.65,18
7,619.68,11
3,4516.7,40
5,740.06,4
4,2476.28,21
5,968.39,9
7,2095.84,15
5,749.05,7
7,1030.77,9
3,2171.24,20
1,2634.3,14
5,1636.01,10
4,3445.72,16
7,3629.86,25
1,1060.09,8
0,1734.2,12
3,3976.44,24
3,3249.88,16
5,1441.57,12
3,6893.19,72
5,280.88,31
5,769.45,12
5,614.74,3
0,3365.41,18
6,2573.93,30
4,1093.97,7
2,2931.4,19
5,1948.72,16
5,1069.94,4
5,7415.38,55
4,5362.76,27
5,1548,11
5,953.54,5
0,1151.64,9
5,1703.87,9
5,2087.36,18
3,1247.98,8
0,3233.87,21
7,1393.9,6
5,5479.26,26
7,2940.97,20
3,1045.53,10
5,2668.57,17
5,3290.69,17
0,2311.75,21
3,1170.45,7
3,788.27,7
7,1272.38,14
5,619.61,6
0,1825.12,18
0,3889.84,59
5,2280.28,22
3,2623.81,21
0,1315.98,8
7,2017.6,13
6,14999.43,102
5,503.42,3
3,6754.21,49
0,1631.15,19
0,1035.62,7
5,5802.7,32
7,169.45,5
2,3113.82,12
7,2071.41,18
1,3477.85,20
3,916.17,17
1,1147.07,12
0,1663,11
1,16167.65,146
0,1529.19,14
5,976.9,8
0,739.96,10
7,6096.16,50
3,1316.34,8
7,2099.22,17
7,6558.05,40
5,1710.73,9
1,2761.82,12
0,3165.29,16
5,7734.94,46
7,4190.79,29
4,2250.01,13
7,5884.16,25
3,7362.36,72
2,4847.65,18
5,1948.2,18
5,2303.18,12
1,1663.66,12
5,563.57,11
2,14563.4,72
0,3524.1,19
4,1351.56,25
3,1017.03,6
5,3822.17,24
6,9130.16,52
4,5392.1,28
0,3235.76,21
3,2351.32,12
0,1596.27,15
7,1822.87,13
3,1682.95,13
2,2483.2,15
0,1868.5,13
7,3246.82,21
0,675.09,6
5,920.17,12
0,2346.84,19
4,3302,29
7,4737.1,36
5,1021.16,30
5,1663.91,24
3,1943.07,24
3,1751.02,16
0,812.51,4
3,338.91,6
1,575.93,9
5,2816.12,26
0,3277.9,17
0,508.04,6
3,2656.53,25
0,2318.71,15
3,343.85,3
3,4925.51,30
7,1016,8
5,1566.47,9
7,1919.74,10
7,571.43,7
0,4073.47,24
5,1224.77,10
0,1234.73,13
7,1417.62,11
5,1137.68,11
5,4420.37,37
5,3997.47,25
5,1688.49,20
3,1418.73,9
4,5153.77,24
5,1862.11,15
5,730.8,6
7,1122.85,11
0,2427.3,15
2,4565.39,27
3,3636.57,30
7,5190.04,32
2,842.34,30
2,464.79,9
7,1537.35,7
5,3912.66,25
0,1717.84,10
0,1183.89,8
1,6294.8,57
3,2340.07,20
0,1751.17,12
0,4376.77,31
4,2261.11,16
7,1287.63,7
5,4159.43,22
5,1089.08,13
0,4653.05,30
0,3638.44,23
0,3638.43,22
4,750,6
4,962.79,6
7,3870.8,21
7,469.25,11
5,3726.11,22
2,3543.83,24
3,3976.36,21
7,1533.88,10
0,1069.93,6
5,1764.37,12
5,566.01,5
4,2550.96,12
5,963.57,10
0,1882.27,16
5,852.76,7
5,1391.36,9
7,1481.09,14
7,1871.44,9
5,1684.79,11
0,1866.11,13
0,1576.4,10
0,789.33,6
5,2278.65,15
3,2598.68,13
7,3344.48,16
1,1878.86,15
3,1076.23,5
7,1721.78,7
5,2296.51,22
3,1350.2,9
3,1254.12,10
2,2802.12,16
0,3492.47,36
7,10662.81,66
0,847.28,6
0,1148.04,10
3,2555.68,24
2,967.7,7
2,900.42,4
6,1756.24,10
7,590.18,4
3,3401.4,18
3,2245.29,19
7,6289.17,44
5,1131.76,7
3,2390.56,13
0,4349.91,68
5,2153.23,11
0,2105.19,14
2,1122.84,15
7,2357.54,24
1,1069.86,9
4,4673.03,95
5,1146.49,8
7,788.88,6
7,2627.21,14
5,1573.44,17
4,2797.97,24
3,2540.8,18
7,3064.97,15
7,1994.36,12
4,1234.26,18
4,1403.4,9
7,2232.8,13
3,2235.35,10
0,5125.46,33
5,3044.75,20
3,411.18,4
0,1190.29,7
4,2384.93,30
5,2678.46,31
0,3867.59,22
0,1535.53,11
5,620.19,8
2,4697.34,30
2,1607.22,10
5,1751.99,17
7,1150.29,8
3,5264.12,46
7,3770.84,17
0,2560.33,17
5,1408.49,9
5,1413.18,11
2,1074.38,8
4,3048.95,21
0,2906.87,19
0,2623.53,16
2,2853.95,25
5,847.27,6
0,1423.22,13
5,499.59,4
0,1021.28,7
3,3552.4,21
7,2782.6,24
0,808.84,10
2,900.8,6
0,837.45,6
7,286.1,10
7,3761.36,27
3,3538.1,17
3,691.08,9
1,734.98,48
4,4072.84,41
0,859.8,9
3,1640.54,10
4,967.53,8
5,1006.53,9
0,5011.72,47
3,1795.68,12
4,4228.06,40
4,1752.85,21
3,1969.34,16
5,1877.47,17
4,1084.11,8
0,1461.13,6
5,2019.26,48
0,7542.9,49
5,6591.53,36
4,1712.78,15
7,3357.61,18
7,1075.39,7
7,871.2,8
0,2594.99,19
0,1601.83,9
3,1021.99,10
5,3151.28,30
7,1626.15,9
5,3345.46,25
2,1365.31,9
5,740.5,7
7,5560.09,40
2,2429.12,51
0,2192.27,11
7,2516.55,23
3,1621.73,13
7,1652.75,9
0,1122.34,24
7,1499.76,10
7,735.91,7
5,2597.98,18
0,2665.53,28
5,2593.89,15
3,285.77,14
3,566.74,6
3,3464.45,22
7,4881.65,32
5,450.41,12
3,726.08,5
7,3880.08,36
6,1312.03,7
7,895.6,8
7,8211.28,91
3,3018.68,22
4,1484.86,10
5,580.96,8
3,1968.91,18
7,1276.72,29
7,900.54,8
6,2076.46,12
3,1694.25,8
7,1191.32,12
0,736.01,4
2,1921.52,10
3,3539.49,43
5,1529.32,23
5,5475.79,30
7,803.77,6
2,905.8,3
5,2018.69,18
5,1984.98,15
3,2516.93,15
4,227.26,4
2,7237.83,56
5,2463.69,24
3,788.88,7
1,1487.02,13
4,3200.02,18
3,968.61,16
7,6650.73,25
7,812.4,4
3,4254.04,56
5,4902.33,30
5,754.42,3
5,1600.85,11
7,1488.92,11
5,343.74,9
7,2690.16,18
7,1586.78,10
5,1133.64,11
5,1428.06,8
5,1844.89,52
2,1296.61,8
0,895.57,7
5,12092.47,89
2,1425.66,10
2,1160.64,5
5,968.55,7
7,1320.03,10
7,5225.69,26
7,1025.34,7
0,9413.35,98
5,3489.79,19
5,285.95,3
5,1804.41,11
1,1979.6,12
5,7513.83,50
7,9902.32,78
4,900.58,70
0,1354.55,7
4,914.89,5
5,1472.41,14
5,2405.19,15
3,1398.64,7
3,1821.77,15
1,1842.96,20
5,685.52,12
5,2666.73,43
7,3610.78,26
4,2905.42,20
5,745.71,7
3,1497.55,11
0,2162.26,12
1,1520.13,16
7,2044.37,15
3,3807.8,16
5,2152.86,11
0,798,7
5,3733.58,22
4,1195.07,7
5,2259.26,15
0,503.45,4
3,2043.2,16
7,1998.17,9
7,1079.24,10
7,1030.17,7
7,1021.84,24
0,2250.33,15
0,2759.39,13
4,1577.12,8
0,4801.16,28
5,2550.73,17
0,5379.38,37
7,910.82,14
5,2787.92,30
3,750.24,6
0,1317.43,19
7,1484.93,11
7,522.49,5
7,6411.47,55
7,3849.6,29
0,3489.07,17
7,1739.16,15
0,2310,8
4,1973.5,17
0,5416.88,30
0,3314.88,156
0,4664.21,22
7,1533.8,18
7,7142.23,57
0,5075.14,34
7,3102.27,46
2,1871.78,10
4,847.19,18
4,1194.86,7
5,1577.57,16
0,1509.8,14
0,1080.03,21
5,3610.85,23
7,5114.03,29
5,2261.1,16
0,3888.17,26
5,1012.13,6
3,948.55,5
2,1216.11,12
3,2025.3,9
4,4345.08,28
7,392.03,8
4,958.74,15
1,1394,13
7,6726.55,108
5,2298.32,24
5,338.94,5
7,1963.92,14
0,2535.81,11
5,402.06,13
4,4416.4,38
3,2479.76,43
7,9673.72,102
4,958.66,7
1,857.29,11
0,3397.91,24
4,1386.98,11
0,561.61,3
3,1137.26,9
4,4093.53,23
0,1144.75,8
3,5378.91,31
2,639.12,37
4,1201.01,8
0,227.34,6
7,503.43,4
5,1586.5,18
0,2090.08,14
7,3702.27,17
5,928.85,9
5,1490.55,11
5,1431.08,12
7,1171.22,8
2,3890.81,20
0,6983.01,71
4,570.85,4
0,808.97,4
5,673.03,9
2,566.51,9
1,2976.87,17
7,6326.46,27
3,3738.38,42
2,1137.07,9
7,1247.67,8
5,6150.98,27
7,625.04,15
3,2190.52,11
5,580.2,4
1,1556.07,11
7,1230.37,14
5,697.63,7
0,662.28,23
2,2100.69,12
0,1475.28,22
5,2700.48,14
7,1284.04,8
0,677.46,8
5,5117.79,43
5,1503.38,14
5,517.74,16
7,1424.86,16
6,1853.41,10
0,4027.77,29
5,4757.21,23
5,2965.8,19
5,856.61,11
7,1389.47,14
5,3397.07,19
0,1763.73,14
3,6622.36,47
5,1195.45,16
7,5346.19,35
5,1347.08,14
3,1900.3,18
7,1689.06,23
5,11110.54,52
7,1246.97,17
3,2191.25,19
2,4080.47,31
1,1082.99,5
7,900.18,9
5,4861.48,32
3,3186.33,18
2,798.87,9
5,1604.64,14
2,3307.6,17
5,1209.83,10
5,2741.99,19
2,899.32,39
5,2976.5,21
5,2670.31,40
1,2679.66,27
3,1912.05,14
0,1133.17,7
2,1089.82,7
5,6423.94,44
3,1537.82,14
0,1084.9,8
3,2302.55,21
0,1253.82,18
0,2583.92,18
0,638.86,5
4,1832.8,42
0,1573.59,19
4,2143.9,20
1,2245.04,12
7,5631.93,27
0,1979.14,15
7,5106.52,25
1,633.75,5
0,338.87,8
5,517.66,3
7,978.19,7
7,750.64,7
0,1951.23,31
5,3150.62,17
5,3454.02,26
7,672.88,5
0,3473.81,26
3,803.87,11
2,799.7,8
0,575.88,3
7,1096.06,13
5,1590.58,19
3,169.65,29
0,625.04,7
0,571.32,13
7,1155.91,16
0,919.47,5
0,5057.35,26
5,8029.48,43
2,1515.15,20
0,849.9,3
0,1843.75,10
5,1060.09,6
5,915.54,20
4,753.85,5
5,1682.16,15
3,285.05,10
4,2865.38,18
3,975.37,31
7,570.77,60
4,2357.58,24
4,1771.76,11
6,2902.94,16
7,1740.11,20
5,169.47,11
3,2072.15,14
4,2176.42,12
5,5617.65,31
7,1632.67,8
2,2358.66,12
5,1510.44,10
5,1872.37,13
5,1834.5,15
3,1050.85,11
3,3203.5,48
2,1843.78,10
0,1208.89,14
3,2436.58,12
5,2623.43,18
5,2820.51,34
0,2957.26,14
7,169.45,21
0,2384.47,16
7,1216.85,15
1,4298.14,29
0,2309.45,29
5,2525.82,18
0,3786.18,33
4,4477.66,23
5,1724.17,11
3,2662.53,22
3,1214,8
6,1451.98,6
5,963.24,27
5,963.95,11
3,3844.25,21
5,875.87,6
1,2554.74,23
0,1591.08,20
5,677.87,6
0,1587.93,55
5,2793.3,14
0,4422,25
5,1024.59,26
3,3471.57,23
4,2711.36,19
2,1143.93,11
5,1282.59,17
3,4497.36,30
7,624.97,5
2,701.37,6
5,914.58,13
0,2702.46,25
3,2003.61,14
5,12484.55,73
0,508.12,5
3,4298.19,18
5,796.48,6
0,1359.58,6
5,2147.96,15
5,1488.29,33
0,1480.73,8
7,518.35,9
7,1480.42,16
4,807.72,6
3,1480.2,9
3,1824.8,22
2,1621.88,13
5,344.08,8
5,1146.86,9
5,1209.26,18
0,1016.22,7
1,2237.26,20
0,1863.52,56
0,285.76,10
0,3001.15,18
5,2423.62,29
0,1038.54,8
4,3137.51,24
0,4913.6,31
0,918.84,6
5,8322.78,91
7,561.47,4
0,1129.27,13
0,3391.09,27
7,280.65,4
2,1032.68,7
5,10659.92,44
2,6183.84,34
3,1408.91,10
0,2478.05,18
5,561.35,4
7,522.46,43
7,3861.78,17
0,762.95,8
5,1645.75,19
0,3369.2,19
5,1436.53,14
3,280.76,42
2,1941.21,20
2,3625.89,44
7,6249.33,43
2,993.74,19
3,2084.66,19
5,1176.56,25
5,1181.72,11
3,711.36,5
7,919.89,22
3,1596.58,12
0,1591.67,7
0,744.18,10
7,1393.68,8
1,851.35,6
3,561.57,6
5,2708.24,12
4,863.77,5
7,575.89,8
5,1999.85,21
7,1948.97,14
5,6085.15,44
3,1184.98,11
7,2333.55,17
7,615.29,30
5,624.58,10
6,1596.3,12
2,2294.59,27
2,3144.09,25
3,2419.51,26
7,392.09,3
4,731.07,15
2,227.57,26
2,4142.84,41
5,3220.41,25
4,3755.73,18
5,1239.42,9
0,5962.48,35
0,1252.71,14
2,744.69,14
4,3198.44,17
7,1917.47,8
7,1427.4,6
0,700.83,5
0,4601.03,29
0,1011.67,5
1,696.59,11
0,958.12,28
0,4157.18,29
3,1679.02,12
1,571.08,5
1,4551.92,30
5,847.22,8
5,3126.43,27
3,2100.79,9
0,454.87,3
2,2515.95,24
3,3357.7,40
5,1839.26,14
4,508.03,4
7,1804.81,9
0,2377.13,18
0,1012.12,7
0,1161.42,14
1,1166.38,9
0,1201.01,11
0,1548.31,10
0,1246.99,7
3,914.72,18
0,1266.95,6
3,4069.87,25
7,3954.17,24
0,4255.69,36
5,2512.33,17
7,2187.16,9
4,2011.68,16
0,1155.38,11
5,1317.28,9
7,5213.85,33
5,3161.78,28
5,2027.53,12
2,2221.47,17
3,1651.58,8
7,464.1,5
5,6721.13,39
5,1292.12,8
3,686.98,5
5,3139.32,15
0,3100.98,13
3,2899.63,17
5,2651.39,28
0,750.14,9
5,6384.77,40
3,793.99,5
1,576.38,20
0,2048.25,33
2,2149.54,46
5,2575.78,14
0,2203.71,16
2,2391.24,9
2,3972,41
4,996.75,8
3,2486.15,15
5,792.81,25
5,726.13,10
7,4942.67,71
0,4246.65,25
2,7446.77,39
7,3237.04,17
7,1195.79,5
2,2980.05,18
0,3083.78,17
5,3054.04,21
0,4378.1,21
5,1064.81,6
0,972.06,8
0,953.47,7
5,463.9,4
7,614.74,4
5,1979.71,13
5,2017.98,11
4,2732.69,17
5,4507.63,45
0,792.75,5
5,687.04,5
0,1035.22,10
3,4088.17,25
3,2728.51,13
4,2335.61,13
0,2956.43,23
4,1388.68,11
7,788.98,5
7,2473.53,19
5,1793.58,9
3,1440.07,13
2,1994.69,23
7,2525.77,28
4,677.31,5
0,5637.48,44
0,860.92,6
3,3942.92,31
0,1030.92,13
0,513.78,5
7,2825.84,13
5,1122.89,9
0,861.12,7
0,2452.33,12
2,726.03,3
4,8685.34,47
5,1064.87,7
5,4235.18,24
2,5651.21,25
5,1909.46,13
7,2110.47,10
1,1267.09,9
0,4457.72,31
5,3049.75,30
2,3126.36,17
5,634.02,5
4,914.77,15
7,974.46,8
3,1321.34,10
2,1466.19,13
5,1350.29,9
0,1036.28,7
5,3146.65,23
3,3457.66,23
7,1425.44,11
7,2182.55,17
6,508.17,5
7,2680.62,32
0,1672.07,11
0,1433,6
7,2182.55,14
7,2308.74,21
5,1284.29,12
5,1805.34,12
5,859.92,16
5,1999.05,15
0,2289.13,24
7,904.44,12
5,2154.01,15
0,1635.63,20
3,1360.43,10
5,828.69,7
0,788.33,5
2,1309.23,9
7,1799.99,11
1,2514.36,35
2,2099.26,26
0,1631.05,15
0,1267.41,8
3,1727.86,10
5,1520.7,8
4,4557.77,20
5,2183.13,17
4,1818.77,13
0,1079.93,9
5,2827.81,16
5,1520.08,9
5,513.22,18
4,10017.05,61
3,1658.88,10
5,866.66,16
0,1634.97,20
7,3871.67,18
5,1253.72,7
5,1181.29,8
5,1243.85,11
0,1423.59,10
3,1142.79,8
7,2478.2,19
0,932.91,4
4,3311.28,31
4,5380.01,31
2,1577.54,9
3,4880.07,34
5,1741.99,10
5,807.01,9
0,5036.83,37
2,1360.46,54
5,2153.41,28
3,3732.91,21
5,1960.94,12
5,1210.5,8
7,977.92,16
5,2040.11,15
3,1195.49,7
5,4230.02,35
3,1641.36,12
3,3180.38,19
5,227.4,20
1,3953.52,19
0,1210.52,9
5,735.84,5
0,1302.65,11
5,1011.35,10
0,2435.56,21
3,1529.42,9
5,6293.68,71
1,643.18,7
1,2145.47,85
1,5042.55,31
0,1500.46,11
0,2936.67,25
7,777.7,9
7,1084.07,10
7,2860.34,13
5,3983.61,52
0,968.47,6
6,1889.6,20
7,1074.93,12
0,1241.98,8
5,900.75,31
5,2641.76,20
5,2585.74,22
4,1022.33,11
4,1194.85,9
7,6297.81,71
5,3245.46,15
5,1253.7,10
7,2333.21,17
5,3798.09,40
3,2025.69,17
0,2632.97,18
4,915.1,7
5,4971.99,29
0,3420.91,89
4,2933.29,17
5,788.7,4
4,4978.62,27
3,739.3,32
0,1614.45,11
7,367.53,12
5,6159.81,41
4,6062.48,41
3,1712.53,20
0,241.75,51
0,2960.78,15
4,866.57,14
7,1075.6,9
0,227.38,3
5,3351.84,22
5,4685.59,44
3,682.86,7
5,1252.42,13
3,4574.5,30
3,736.01,6
2,691.14,4
0,1012.14,5
7,11099.91,47
7,1747.11,10
1,9613.32,48
5,2196.87,18
7,1350.02,12
5,1573.56,10
2,4592.1,20
5,3685.14,24
5,2100.97,15
7,4280.99,39
5,1626.4,8
7,1313.05,17
5,6958.78,33
0,4756.34,20
5,1741.2,15
3,294.86,33
0,971.75,16
0,1819.43,10
0,917.64,7
2,9401.94,55
0,2556.45,10
5,1886.26,14
5,2966.09,10
5,522.95,4
3,772.83,4
7,4778.36,20
0,686.67,5
5,909.82,6
7,1849.24,11
7,1934.86,12
2,692.01,19
5,677.89,5
5,1869.24,16
5,1212.93,9
5,1322.02,13
0,1072.12,11
0,4083.08,26
2,706.97,111
7,1346.1,18
5,4594,44
0,1591.02,14
5,8759.62,53
7,1194.93,15
5,6775.26,57
5,1650,15
5,1519.86,12
0,4579.8,21
7,4061.65,24
5,3229.15,19
2,1858.8,8
7,455.01,9
0,966.73,19
5,1588.12,10
3,2129.09,6
0,1940.35,12
2,2805.5,16
0,4449.88,50
5,2123.07,13
0,742.99,8
5,966.54,11
3,3999.95,23
5,25388.39,54
7,3133.6,83
5,1132.57,8
0,5166.36,30
4,2553.67,17
0,5135.94,36
5,13545.52,53
3,1151.57,7
7,396.88,3
7,3569.95,23
3,1107.41,7
3,402.08,5
7,962.87,9
7,7560.6,40
4,5399,21
1,1700.61,13
4,1246.65,12
4,1141.86,6
2,2167.79,13
0,953.51,6
7,449.96,5
5,788.25,6
5,561.28,8
7,2840.4,17
0,791.4,8
1,1606.8,7
5,1388.22,23
3,657.32,4
3,4508.94,44
0,1514.34,12
0,1618.93,11
3,899.37,5
5,2874.89,17
1,1690.31,11
3,1403.82,9
7,1490.02,7
3,1490.1,20
7,910.85,7
5,1484.74,17
3,1658.31,22
5,2869.86,16
3,817.1,4
7,750.38,7
4,1359.64,9
1,3438.81,22
3,1191.65,8
3,1736.89,9
2,1859.9,11
4,1026.76,8
7,2869.24,23
5,677.09,4
0,454.64,4
3,3607.36,24
5,2171.22,14
5,976.02,9
7,1194.54,5
7,3113.58,14
5,1815.2,10
0,1132.25,5
0,2211.96,7
7,793.3,6
3,1897.27,7
6,3116.78,44
3,2648.17,14
7,923.02,7
3,1194.83,8
3,851.49,6
3,938.18,5
0,5172.94,29
7,857.17,4
3,706.06,4
2,1415.55,9
5,1062.34,6
2,1252.96,8
7,1640.47,13
7,1291.57,6
0,1398.89,7
7,2465.89,21
3,1525.72,8
0,2825.04,11
5,2756.98,14
0,4321.09,27
5,1287.63,9
0,397.28,6
0,1297.65,7
4,1756.51,10
3,953.61,6
0,842.39,7
0,452.74,10
5,1202.95,5
5,745.15,5
2,2013.56,10
0,629.57,7
0,1501.39,8
0,1194.2,5
5,1166.28,6
3,1891.62,9
7,2946.2,19
5,5267.46,28
0,396.93,4
3,3779.58,20
7,1308.19,9
0,929.11,7
3,2472.74,11
6,842.12,4
5,3352.34,22
0,1774.57,16
0,1370.4,9
2,1345.8,9
1,1430.82,10
5,2386.33,9
1,1484.49,11
0,1034.8,7
0,1593.04,9
0,1074.93,10
7,1630.71,10
2,697.04,6
0,837.45,5
5,1345.27,9
5,1126.42,6
0,1025.07,6
6,1132.4,5
0,2071.44,7
0,1127.11,7
5,2485.79,15
5,2639.05,18
3,1010.76,5
0,3223.07,14
5,783.85,5
5,1316.45,10
5,633.19,4
6,3090.57,29
5,3132.5,22
5,1674.54,5
0,1350.89,5
7,2472.84,11
4,624.96,4
7,1083.9,8
0,1902.7,9
0,1965.83,12
5,1582.81,6
0,2260.76,13
4,1592.49,11
7,1856.58,11
4,402.05,4
4,2323.23,12
0,734.57,5
0,2632.36,13
3,1457.16,9
7,2181.23,22
5,803.4,5
0,2458.35,14
4,2802.92,11
5,2066.83,9
4,2095.93,12
3,2683.12,15
5,2569.24,17
7,1370.65,8
1,1150.57,13
5,1809.64,7
3,746.37,6
1,1142.34,7
5,1500.08,8
7,2622.39,17
0,1936.29,13
0,4362.51,26
5,3778.36,23
2,2988.76,18
7,2481.73,18
7,464.58,3
5,2312.92,15
2,4520.24,19
0,1131.79,4
3,1959.51,12
3,816.59,5
0,1370.33,14
4,2205.08,15
0,1467.61,9
3,1470.77,8
2,1347.4,8
7,1157.74,8
5,948.7,8
2,798.22,9
0,1320.89,10
7,2908.05,18
7,805.45,17
3,1635.1,8
0,1813.65,11
5,803.74,7
2,2285.85,12
1,1020.65,10
0,1674.88,7
7,783.99,6
2,3811.23,18
5,1310.82,11
0,1354.43,8
5,4373.32,26
5,4547.42,26
5,749.69,7
0,1756.12,8
1,1969.5,10
0,2636.29,20
3,1543.03,7
0,1231.41,8
7,928.73,5
2,2921.06,23
5,672.89,3
7,1674.35,11
5,1408.31,10
0,4103.1,32
1,861.54,5
0,861.59,8
5,1234.82,11
5,1800.32,9
7,919.03,7
0,4421.3,26
5,633.97,18
0,643.18,5
5,634.22,3
0,942.46,4
5,1239.44,9
5,1017.25,6
1,2520.97,18
4,2332.26,23
7,686.78,5
7,962.8,5
5,682.73,6
4,1070.45,5
0,686.81,8
3,9318.05,42
3,5454.41,20
3,1083.13,6
7,4962.94,34
0,1269.47,9
0,2986.74,20
7,913.91,6
0,1176.09,6
7,6005.17,30
4,1389.83,13
0,570.24,3
0,1305.23,7
3,1210.48,10
5,1873.85,11
0,1417.84,6
3,900.5,7
0,1476.63,9
0,677.84,4
5,2695.36,16
0,1891.48,12
0,1138.77,11
0,503.37,7
0,850.14,4
1,1772.77,12
0,1697.15,19
2,614.74,3
7,3207.95,20
