路段编码,路名,区属,类型,段起点,段止点,等级,长度,路段面积,人行道面积
XHS000007989,辛耕路,徐汇,路段,宛平南路,天钥桥路,支路,475,7122,2892
XHS000007580,新乐路,徐汇,路段,襄阳北路,东湖路,支路,305,4380,1891
XHS000007582,新乐路,徐汇,路段,陕西南路,襄阳北路,支路,265,3656,1802
XHS000007576,秀山路,徐汇,路段,秀山支路,番禺路,支路,147,1562,700
XHS000007578,秀山路,徐汇,路段,乐山路,秀山支路,支路,135,1433,510
XHS000007574,秀山支路,徐汇,路段,乐山支路,秀山路,支路,98,575,302
XHS000007868,徐虹北路,徐汇,路段,虹桥路,南丹路,支路,222,2675,756
XHS000007869,徐虹北路,徐汇,路段,广元西路,虹桥路,支路,69,649,279
XHS000007784,徐虹北路,徐汇,路段,南丹路,凯旋路,支路,203,2039,657
XHS000007893,徐虹路,徐汇,路段,宜山路,南丹路,支路,154,755,314
XHS000020447,徐虹路,徐汇,路段,南丹路,虹桥路,支路,301,2147,926
XHS000007915,徐虹中路,徐汇,路段,凯旋路,古宜路,支路,150,2505,1484
XHS000007917,徐虹中路,徐汇,路段,古宜路,中山西路,支路,118,1593,748
XHS000020459,徐梅路,徐汇,路段,长华路,老沪闵路,支路,867,9970.5,0
XHS000008024,徐梅路,徐汇,路段,长华路,龙吴路,支路,744,47294,9960
XHS000020363,雅安路,徐汇,路段,肇嘉浜路,炎虹路,支路,120,1358.9,566.9
XHS000020364,雅安路,徐汇,路段,炎虹路,正阳路,支路,137,1513.6,609.4
XHS000007919,延庆路,徐汇,路段,东湖路,华亭路,支路,359,3959,1350
XHS000007932,延庆路,徐汇,路段,华亭路,常熟路,支路,137,1515,668
XHS000020367,炎虹路,徐汇,路段,瑞金南路,雅安路,支路,255,2956.4,1298.9
XHS000007922,腰勾,徐汇,路段,弄口,弄底,支路,63,126,0
XHS000007912,医学院路,徐汇,路段,大木桥路,小木桥路,支路,421,5407.7,2460.7
XHS000007925,医学院路,徐汇,路段,小木桥路,枫林路,支路,225,2898.8,1351.8
XHS000007927,医学院路,徐汇,路段,枫林路,一医,支路,197,2548.8,1169.8
XHS000007928,宜山北路,徐汇,路段,广元西路,虹桥路,次干路,299,8360,2814
XHS000007929,宜山路,徐汇,路段,虹桥路,南丹路,次干路,311,6947,2282
XHS000007930,宜山路,徐汇,路段,南丹路,徐虹路,次干路,73,690,345
XHS000007931,宜山路,徐汇,路段,钦州路,柳州路,次干路,483.8,13309,3729
XHS000007923,宜山路,徐汇,路段,凯旋路,中山西路,次干路,365.2,7950.4,2216.5
XHS000007895,宜山路,徐汇,路段,柳州路,桂林路,次干路,552,19952,13178
XHS000007897,宜山路,徐汇,路段,桂林路,苍梧路,次干路,434,16521,10988
XHS000007899,宜山路,徐汇,路段,苍梧路,虹漕路,次干路,307,12537,9194
XHS000007901,宜山路,徐汇,路段,虹漕路,桂菁路,次干路,385,14205,9279
XHS000007902,宜山路,徐汇,路段,徐虹路,凯旋路,次干路,391,8278,5520
XHS000007903,宜山路,徐汇,路段,桂菁路,桂平路,次干路,315,8334,2590
XHS000007905,宜山路,徐汇,路段,桂平路,桂果路,次干路,244,5812,1885
XHS000007907,宜山路,徐汇,路段,桂果路,虹梅路,次干路,228,6945,2430
XHS000020448,宜山路,徐汇,路段,虹梅路,古美路,次干路,268,11256,2680
XHS000020449,宜山路,徐汇,路段,古美路,莲花路,次干路,332,13280,3320
XHS000020450,宜山路,徐汇,路段,莲花路,新桥路,次干路,405,16200,4050
XHS000007952,宜山路,徐汇,路段,中山西路,钦州路,次干路,397,13408,8635
XHS000007909,宜山路250弄,徐汇,路段,路口,医院路,支路,120,480,0
XHS000007910,宜山西路,徐汇,路段,虹梅路,莲花路,次干路,630,18033,5743
XHS000007950,宜山西路,徐汇,路段,莲花路,合川路,次干路,697,19763,5961
XHS000020338,银都路,徐汇,路段,规划路,龙吴路,次干路,710,23321.9,4651.9
XHS000020339,银都路,徐汇,路段,龙吴路,规划二路,次干路,250,4393.7,1393.7
XHS000020350,迎博路,徐汇,路段,百色路,上中路,支路,200.7,3311.6,1489.8
XHS000020185,影业街,徐汇,路段,基地,蒲东路,支路,395.6,3712.4,792.5
XHS000020373,永川路,徐汇,路段,罗城路,石龙路,支路,555.7,11113.8,3334
XHS000007957,永福路,徐汇,路段,五原路,复兴西路,支路,181,2115,855
XHS000007955,永福路,徐汇,路段,复兴西路,湖南路,支路,314,4745,2204
XHS000007958,永福路147弄,徐汇,路段,永福路,弄底,支路,260,1092,312
XHS000007959,永嘉路,徐汇,路段,陕西南路,嘉善路,支路,216,3420,1512
XHS000007961,永嘉路,徐汇,路段,嘉善路,襄阳南路,支路,156,2213,1063
XHS000007963,永嘉路,徐汇,路段,襄阳南路,太原路,支路,360,6249,2672
XHS000007965,永嘉路,徐汇,路段,太原路,岳阳路,支路,285,4209,1941
XHS000007967,永嘉路,徐汇,路段,岳阳路,乌鲁木齐,支路,345,5973,2548
XHS000007969,永嘉路,徐汇,路段,乌鲁木齐,安亭路,支路,149,2543,1111
XHS000007971,永嘉路,徐汇,路段,安亭路,衡山路,支路,205,3035,1687
XHS000007972,永嘉路250弄,徐汇,路段,永嘉路,弄底,支路,12.5,30,0
XHS000007973,永嘉路310弄,徐汇,路段,永嘉路,弄底,支路,55.6,726,0
XHS000007966,永嘉路386弄,徐汇,路段,永嘉路,弄底,支路,105,315,0
XHS000007956,永嘉路72弄,徐汇,路段,永嘉路,弄底,支路,40,180,0
XHS000007935,永康路,徐汇,路段,襄阳南路,太原路,支路,364,4482,2030
XHS000007942,永康路,徐汇,路段,嘉善路,襄阳南路,支路,166,2034,1123
XHS000007937,永康路141弄,徐汇,路段,永康路,弄底,支路,104,395,0
XHS000007938,永康路142弄,徐汇,路段,永康路,弄底,支路,163,668.3,195.6
XHS000007939,余庆路,徐汇,路段,淮海中路,康平路,支路,323,4151,1677
XHS000007940,余庆路,徐汇,路段,康平路,广元路,支路,248,3308,1145
XHS000007941,余庆路,徐汇,路段,广元路,衡山路,支路,197,2241,776
XHS000007933,裕德路,徐汇,路段,中漕路,文定路,支路,103,1134,531
XHS000007954,裕德路,徐汇,路段,漕溪北路,中漕路,支路,335,2562,645
XHS000007946,岳阳路,徐汇,路段,桃江路,永嘉路,支路,250,5710.2,2181.2
XHS000007947,岳阳路,徐汇,路段,永嘉路,建国西路,支路,260,4867.4,2094.4
XHS000007948,岳阳路,徐汇,路段,建国西路,肇嘉浜路,支路,315,5182,2708
XHS000020451,云锦路,徐汇,路段,龙水南路,黄石路,次干路,271,6510,1302
XHS000020452,云锦路,徐汇,路段,黄石路,龙耀路,次干路,400,12000,2400
XHS000020453,云锦路,徐汇,路段,龙耀路,丰谷路,次干路,1050,31500,6300
XHS000020454,云锦路,徐汇,路段,丰谷路,后马路,次干路,408,12240,2448
XHS000020455,云锦路,徐汇,路段,后马路,龙恒东路,次干路,400,12000,2400
XHS000020456,云锦路,徐汇,路段,龙恒东路,宛平南路,次干路,708,21240,4248
XHS000007949,张虹路,徐汇,路段,古羊路,吴中路,支路,500,4500,900
XHS000007817,肇嘉浜路（北）,徐汇,路段,东安路,高安路,主干路,244,4261,1772
XHS000007810,肇嘉浜路（北）,徐汇,路段,高安路,宛平路,主干路,333,13975,2147
XHS000007812,肇嘉浜路（北）,徐汇,路段,宛平路,天平路,主干路,395,8847,1761
XHS000007814,肇嘉浜路（北）,徐汇,路段,天平路,衡山路,主干路,313,9671,2494
XHS000007842,肇嘉浜路（北）,徐汇,路段,襄阳南路,太原路,主干路,243,6275,1125
XHS000007844,肇嘉浜路（北）,徐汇,路段,太原路,小木桥路,主干路,74,1993,368
XHS000007845,肇嘉浜路（北）,徐汇,路段,小木桥路,岳阳路,主干路,210,5323,1088
XHS000007847,肇嘉浜路（北）,徐汇,路段,岳阳路,乌鲁木齐中路,主干路,297,7608,1368
XHS000007849,肇嘉浜路（北）,徐汇,路段,陕西南路,大木桥路,主干路,126,3020,688
XHS000007819,肇嘉浜路（北）,徐汇,路段,乌鲁木齐中路,东安路,主干路,54,3224,364
XHS000007829,肇嘉浜路（北）,徐汇,路段,大木桥路,襄阳南路,主干路,229,5875,1012
XHS000007840,肇嘉浜路（南）,徐汇,路段,宛平路,天平路,主干路,374,12980,1544
XHS000007820,肇嘉浜路（南）,徐汇,路段,太原路,小木桥路,主干路,68,1556,388
XHS000007822,肇嘉浜路（南）,徐汇,路段,小木桥路,枫林路,主干路,242,9439,1595
XHS000007824,肇嘉浜路（南）,徐汇,路段,枫林路,乌鲁木齐中路,主干路,281,8063,1324
XHS000007825,肇嘉浜路（南）,徐汇,路段,乌鲁木齐中路,东安路,主干路,49,2153,482
XHS000007851,肇嘉浜路（南）,徐汇,路段,东安路,高安路,主干路,228,11663,972
XHS000007816,肇嘉浜路（南）,徐汇,路段,陕西南路,大木桥路,主干路,126,3331,794
XHS000007818,肇嘉浜路（南）,徐汇,路段,大木桥路,襄阳南路,主干路,216,11072.5,920
XHS000007808,肇嘉浜路（南）,徐汇,路段,襄阳南路,太原路,主干路,237,11139,948
XHS000007809,肇嘉浜路（南）,徐汇,路段,高安路,宛平路,主干路,331,19665,1397
XHS000007913,肇嘉浜路（南）,徐汇,路段,天平路,天钥桥路,主干路,122,4972,633
XHS000007873,肇嘉浜路（南）,徐汇,路段,天钥桥路,漕溪北路,主干路,209,47958,2205
XHS000007875,肇嘉浜路1029弄,徐汇,路段,肇嘉浜路,天钥桥弄堂,支路,200,1320,0
XHS000007876,肇嘉浜路687弄,徐汇,路段,肇嘉浜路,弄底,支路,133.5,734,0
XHS000020365,正阳路,徐汇,路段,炎虹路,合宝路,支路,67,944,374.5
XHS000020366,正阳路,徐汇,路段,合宝路,大木桥路,支路,269,3787.4,1500.9
XHS000007877,中漕路,徐汇,路段,裕德路,凯旋路,支路,755,4939,1164
XHS000007878,中山家里,徐汇,路段,弄口,弄底,支路,183,549,0
XHS000007879,中山南二路,徐汇,路段,瑞金南路,茶陵路,主干路,186,9101,1610
XHS000007880,中山南二路,徐汇,路段,宛平路,双峰路,主干路,323,15413,3821
XHS000007861,中山南二路,徐汇,路段,东安路,宛平路,主干路,580,23795,4486
XHS000007881,中山南二路,徐汇,路段,茶陵路,兆丰路,主干路,93,3942,905
XHS000007883,中山南二路,徐汇,路段,兆丰路,大木桥路,主干路,277,11986,2295
XHS000007885,中山南二路,徐汇,路段,大木桥路,小木桥路,主干路,304,11378,3547
XHS000007887,中山南二路,徐汇,路段,小木桥路,船厂路,主干路,440,16150,5089
XHS000007889,中山南二路,徐汇,路段,船厂路,东安路,主干路,252,8247,2644
XHS000007853,中山南二路,徐汇,路段,双峰路,天钥桥路,主干路,451,18670,4528
XHS000007855,中山南二路,徐汇,路段,天钥桥路,龙华西路,主干路,475,22415,4221
XHS000007857,中山南二路,徐汇,路段,龙华西路,漕溪北路,主干路,553,25898,7268
XHS000007870,中山南二路23弄,徐汇,路段,弄口,弄底,支路,250,375,0
XHS000007860,中山西路,徐汇,路段,徐虹支线铁,吴中路,主干路,202,8963.8,1830
XHS000007862,中山西路,徐汇,路段,吴中路,宜山路,主干路,892,40589,8460
XHS000007864,中山西路,徐汇,路段,宜山路,沪杭铁,主干路,612,28987,5434
XHS000007865,中山西路,徐汇,路段,沪杭铁,漕溪北路,主干路,330,12250,2844
XHS000007867,紫阳路,徐汇,路段,蒲西路,气象台宿舍,支路,112,108,16
YPS000014252,爱国路,杨浦,路段,67弄,8号,支路,50,150,0
YPS000014256,爱国路,杨浦,路段,公助新村,河间路,支路,164,1442,596
YPS000014259,爱国路,杨浦,路段,55弄,18号,支路,48,144,0
YPS000014260,爱国路,杨浦,路段,爱国二村1010,1478号,支路,1065,3195,0
YPS000014261,爱国路,杨浦,路段,爱国二村1号,771号,支路,1490,4470,0
YPS000020175,爱国路,杨浦,路段,河间路,平凉路,支路,215,2848,1138
YPS000014254,安波路,杨浦,路段,沙岗路,营口路,支路,218,4170,2034
YPS000020237,安波路,杨浦,路段,双阳北路,国定东路,支路,349.3,6465.2,1841
YPS000020198,安波路,杨浦,路段,黑山路,双阳北路,支路,206,3928,1456
YPS000014275,安波路,杨浦,路段,包头路,沙岗路,支路,476,9460,4396
YPS000014992,安波路,杨浦,路段,营口路,黑山路,支路,850,16060,6520
YPS000014267,安图路,杨浦,路段,松花江路,靖宇东路,支路,316.6,5346.4,2489.1
YPS000014268,安图路,杨浦,路段,靖宇东路,延吉东路,支路,227.5,3244,1444
YPS000014269,安图路,杨浦,路段,延吉东路,长白路,支路,224,3260,1370
YPS000014270,鞍山路,杨浦,路段,阜新路,鞍山支路,支路,157,2094,1086
YPS000014234,鞍山路,杨浦,路段,本溪路,控江路,支路,212.5,2592,1188
YPS000014241,鞍山路,杨浦,路段,锦西路,本溪路,支路,212.5,2793,1272
YPS000014272,鞍山路,杨浦,路段,鞍山支路,抚顺路,支路,200.5,2553,1176
YPS000014274,鞍山路,杨浦,路段,抚顺路,锦西路,支路,297,3716,1466
YPS000014236,鞍山支路,杨浦,路段,彰武路,鞍山路,支路,286.5,2823,1136
YPS000014237,白城路,杨浦,路段,殷行路,开鲁路,支路,357,6770,2678
YPS000014238,白城路,杨浦,路段,开鲁路,市光路,支路,357.5,6774,2718
YPS000014239,白城路,杨浦,路段,市光路,国和路,支路,225.3,4100,1640
YPS000014240,白城路,杨浦,路段,国和路,嫩江路,支路,540,10440,4200
YPS000014253,白城路,杨浦,路段,嫩江路,民星路,支路,348,6460,2584
YPS000020185,白城路,杨浦,路段,民星路,翔殷路,支路,477.6,7760.2,2755
YPS000014233,包头路,杨浦,路段,嫩江路,民星路,次干路,355,7998,3078
YPS000014265,包头路,杨浦,路段,民星路,翔殷路,次干路,217,5021.5,1498
YPS000014248,包头路,杨浦,路段,殷行路,开鲁路,次干路,385,8803,3376
YPS000014249,包头路,杨浦,路段,开鲁路,市光路,次干路,360,8269,3124
YPS000014250,包头路,杨浦,路段,市光路,国和路,次干路,381,8401,3286
YPS000014277,包头路,杨浦,路段,国和路,嫩江路,次干路,386,8734,3394
YPS000020200,包头南路,杨浦,路段,翔殷路,安波路,次干路,216,3971,1721
YPS000020201,包头南路,杨浦,路段,安波路,国顺东路,次干路,294,6116,2628
YPS000020202,包头南路,杨浦,路段,国顺东路,佳木斯路,次干路,466,14268,3264
YPS000014299,本溪路,杨浦,路段,凤城路,江浦路,支路,584.5,6914,3584
YPS000014301,本溪路,杨浦,路段,江浦路,铁岭路,支路,254,3845.8,1134
YPS000014303,本溪路,杨浦,路段,铁岭路,鞍山路,支路,273,6176,2531
YPS000020165,本溪路,杨浦,路段,鞍山路,控江路,支路,187,3535,1215
YPS000014305,波阳路,杨浦,路段,定海路,内江路,支路,230.1,3285,1512
YPS000014306,波阳路,杨浦,路段,内江路,贵阳路,支路,271.1,4370,2040
YPS000014311,波阳路,杨浦,路段,179弄,28号甲,支路,90,90,0
YPS000014312,波阳路,杨浦,路段,231弄,弄底,支路,90,180,0
YPS000014319,波阳路,杨浦,路段,贵阳路,腾越路,支路,295.6,4785.8,2215.8
YPS000014298,波阳路,杨浦,路段,腾越路,隆昌路,支路,273.2,4378,2048
YPS000013956,沧州路,杨浦,路段,延吉中路,永吉路,支路,190,2577,1155
YPS000013958,沧州路,杨浦,路段,松花江路,靖宇中路,支路,365,4950,1790
YPS000013968,沧州路,杨浦,路段,靖宇中路,延吉中路,支路,230.5,3196,1146
YPS000014313,长白路,杨浦,路段,图门路,安图路,支路,372,5559.1,2523.3
YPS000014314,长白路,杨浦,路段,安图路,敦化路,支路,216.5,3119.1,1468.9
YPS000014315,长浜路,杨浦,路段,控江路桥,周家嘴路桥,支路,484,3519,1122
YPS000020063,长浜路,杨浦,路段,周家嘴路桥,昆明路,支路,481,7810,3320
YPS000014307,长海路,杨浦,路段,中原路,恒仁路,支路,763,18784,4458
YPS000014278,长海路,杨浦,路段,恒仁路,黑山路,支路,125,2605,810
YPS000014280,长海路,杨浦,路段,黑山路,国和路,支路,318,7758,2001
YPS000014289,长岭路,杨浦,路段,中山北二路,抚顺路,支路,416,6295,3064
YPS000014290,长岭路,杨浦,路段,抚顺路,延吉西路,支路,342,3300,1560
YPS000014291,长阳路,杨浦,路段,内江路,隆昌路,次干路,642,16380.4,7710.4
YPS000014293,长阳路,杨浦,路段,隆昌路,宁武路,次干路,393,8616,3514
YPS000014295,长阳路,杨浦,路段,宁武路,双阳路,次干路,177,4517.5,2389.5
YPS000014169,长阳路,杨浦,路段,临青路,宁国路,次干路,332,6837,2665
YPS000014170,长阳路,杨浦,路段,眉州路,兰州路,次干路,345,7615.8,3023.8
YPS000014172,长阳路,杨浦,路段,兰州路,齐齐哈尔路,次干路,188,3686.1,1476.1
YPS000014174,长阳路,杨浦,路段,怀德路,许昌路,次干路,235,5234.3,2448.3
YPS000014177,长阳路,杨浦,路段,宁国路,眉州路,次干路,324.5,7127.5,2675.5
YPS000014179,长阳路,杨浦,路段,许昌路,通北路,次干路,230,4409.4,1913.4
YPS000014181,长阳路,杨浦,路段,通北路,辽阳路,次干路,171,3606.3,1760.3
YPS000014183,长阳路,杨浦,路段,辽阳路,荆州路,次干路,243,5292.7,2380.7
YPS000014185,长阳路,杨浦,路段,荆州路,大连路,次干路,205,4409,1651
YPS000014186,长阳路,杨浦,路段,齐齐哈尔路,江浦路,次干路,191,3527.5,1525.5
YPS000014309,长阳路,杨浦,路段,双阳路,临青路,次干路,249.5,5920.5,2599
YPS000014163,长阳路,杨浦,路段,江浦路,怀德路,次干路,197,4016.9,1671.9
YPS000014148,赤峰路,杨浦,路段,四平路,密云路,支路,880,18255,6489
YPS000014147,春江路,杨浦,路段,码头路,民治路,支路,216,1056,0
YPS000014150,打虎山路,杨浦,路段,锦西路,控江路,支路,196.5,2962,1576
YPS000014145,打虎山路,杨浦,路段,阜新路,锦西路,支路,279,3679,1440
YPS000014156,打虎山路,杨浦,路段,控江路,辽源西路,支路,485,6360,2310
YPS000020180,大学城路,杨浦,路段,国定路,智康路,支路,339.8,6209,2525
YPS000020181,大学城路,杨浦,路段,智康路,智星路,支路,129.2,2042.4,866.4
YPS000014158,丹东路,杨浦,路段,杨树浦路,江边路,支路,284,6286.5,2114
YPS000014160,丹阳路,杨浦,路段,齐齐哈尔路,江浦路,支路,258.5,3314.5,1215
YPS000014157,丹阳路,杨浦,路段,14弄,弄底,支路,60,128,0
YPS000014152,丹阳路,杨浦,路段,兰州路,齐齐哈尔路,支路,238.5,3140,1190
YPS000014154,定海港路,杨浦,路段,黎平路,定海路,支路,490,1519,0
YPS000014209,定海港路,杨浦,路段,443弄,弄底,支路,110,165,0
YPS000014210,定海港路,杨浦,路段,283弄,42号,支路,150,300,0
YPS000014211,定海港路,杨浦,路段,311弄,291号,支路,35,70,0
YPS000014212,定海港路,杨浦,路段,335弄,27号,支路,80,160,0
YPS000014213,定海港路,杨浦,路段,347弄,1号,支路,60,180,0
YPS000014214,定海港路,杨浦,路段,456弄,弄底,支路,36,72,0
YPS000014215,定海港路,杨浦,路段,483弄,2号,支路,50,100,0
YPS000014216,定海港路,杨浦,路段,407弄,14号,支路,140,350,0
YPS000014217,定海港路,杨浦,路段,381弄,27号,支路,70,175,0
YPS000014218,定海港路,杨浦,路段,429弄,55号,支路,230,575,0
YPS000014230,定海港路,杨浦,路段,187弄,弄底,支路,35,70,0
YPS000014231,定海港路,杨浦,路段,621弄,弄底,支路,170,255,0
YPS000014220,定海港路,杨浦,路段,336弄,弄底,支路,65,98,0
YPS000014166,定海港路,杨浦,路段,95弄,弄底,支路,100,200,0
YPS000014221,定海路,杨浦,路段,464弄,弄底,支路,173,554,0
YPS000014222,定海路,杨浦,路段,定海桥,杨树浦路,支路,264,3594,1506
YPS000014223,定海路,杨浦,路段,杨树浦路,凉州路,支路,218,2420.1,820.5
YPS000014224,定海路,杨浦,路段,凉州路,波阳路,支路,225.5,1582.4,0
YPS000014226,定海路,杨浦,路段,波阳路,定海港路,支路,288,3754.8,0
YPS000014228,定海路,杨浦,路段,定海港路,平凉路,支路,306.5,1792,0
YPS000014219,定海路,杨浦,路段,473弄,弄底,支路,70,175,0
YPS000014198,定海路,杨浦,路段,413弄,4号,支路,110,275,0
YPS000014188,敦化路,杨浦,路段,松花江路,靖宇东路,次干路,287,5042,1822
YPS000014189,敦化路,杨浦,路段,靖宇东路,延吉东路,次干路,294.4,5390.8,1997.2
YPS000014190,敦化路,杨浦,路段,延吉东路,长白路,次干路,188.6,3234.4,1210
YPS000014191,敦化路,杨浦,路段,长白路,控江路,次干路,110,1592,640
YPS000014192,飞虹路,杨浦,路段,通北路,许昌路,支路,346.2,6486.4,1947.6
YPS000020177,飞虹路,杨浦,路段,大连路,通北路,支路,601,11134,3210
YPS000014187,汾州路,杨浦,路段,榆林路,平凉路,支路,145,2286,966
YPS000014199,汾州路,杨浦,路段,平凉路,扬州路,支路,216,3631.2,1362
YPS000014200,汾州路,杨浦,路段,30弄,弄底,支路,348,696,0
YPS000014197,汾州路,杨浦,路段,惠民路,榆林路,支路,135,1989.6,786
YPS000014204,凤城路,杨浦,路段,本溪路,控江路,支路,254.5,3327.4,1899.4
YPS000014205,凤城路,杨浦,路段,控江路,周家嘴路,支路,336.5,5151.2,2980.2
YPS000014196,凤城路,杨浦,路段,延吉西路,本溪路,支路,272.5,3859,2151
YPS000014202,福禄街,杨浦,路段,榆林路,平凉路,支路,168,1488,672
YPS000014545,福禄街,杨浦,路段,93弄,弄底,支路,100,130,0
YPS000014546,福禄街,杨浦,路段,44弄,弄底,支路,59,77,0
YPS000014255,福禄街,杨浦,路段,平凉路,杨树浦路,支路,325,2980,1300
YPS000014542,福宁路,杨浦,路段,116弄,弄底,支路,30,45,0
YPS000014544,福宁路,杨浦,路段,齐齐哈尔路,江浦路,支路,235,2828,1010
YPS000014547,抚顺路,杨浦,路段,铁岭路,鞍山路,支路,320,3255,1550
YPS000014540,抚顺路,杨浦,路段,长岭路,江浦路,支路,371,5242,2082
YPS000014541,抚顺路,杨浦,路段,黄兴路,长岭路,支路,270,3262,1398
YPS000014527,抚顺路,杨浦,路段,江浦路,铁岭路,支路,427,6355,2888
YPS000014534,抚顺路,杨浦,路段,鞍山路,苏家屯路,支路,254,2936,1628
YPS000014530,阜新路,杨浦,路段,苏家屯路,打虎山路,支路,316,4157,1493
YPS000014531,阜新路,杨浦,路段,鞍山路,苏家屯路,支路,275,3710,1428
YPS000014532,阜新路,杨浦,路段,彰武路,鞍山路,支路,220.5,3144.6,1254
YPS000014557,阜新路,杨浦,路段,打虎山路,大连路,支路,265,4201,2050
YPS000020191,港水路,杨浦,路段,军工路,共青码头,支路,1033,16080.5,5940
YPS000014536,共青路,杨浦,路段,海安路,定海桥,支路,2369.4,53514.5,15028.5
YPS000020228,关山路,杨浦,路段,国顺东,国权东路,支路,322.4,4554,1584
YPS000014538,广德路,杨浦,路段,杨树浦路,江边路,支路,399.8,5279,1679
YPS000014567,广州路,杨浦,路段,西湖街,眉州路,支路,352.5,6445,3520
YPS000014568,贵阳路,杨浦,路段,97弄,21号,支路,340,850,0
YPS000014552,贵阳路,杨浦,路段,155弄,弄底,支路,60,60,0
YPS000014553,贵阳路,杨浦,路段,235弄,弄底,支路,50,50,0
YPS000014554,贵阳路,杨浦,路段,271弄,弄底,支路,162,405,0
YPS000014555,贵阳路,杨浦,路段,270弄5号,37号,支路,28,70,0
YPS000014556,贵阳路,杨浦,路段,121弄,弄底,支路,460,1280,0
YPS000014560,贵阳路,杨浦,路段,海州路,凉州路,支路,239,2409,0
YPS000014561,贵阳路,杨浦,路段,波阳路,海州路,支路,122.5,900,0
YPS000014562,贵阳路,杨浦,路段,平凉路,波阳路,支路,263,3122,0
YPS000014563,贵阳路,杨浦,路段,河间路,平凉路,支路,241.4,3572,1892
YPS000014548,贵阳路,杨浦,路段,凉州路,杨树浦路,支路,170.1,1050.8,0
YPS000020188,国宾路,杨浦,路段,政通路,邯郸路,支路,368,7637,2229
YPS000014559,国达路,杨浦,路段,邯郸路,政肃路,支路,258,2924,1270
YPS000014528,国达路,杨浦,路段,政肃路,政修路,支路,97,1048,400
YPS000014495,国定路,杨浦,路段,四平路,政法路,次干路,193,3302,409
YPS000014497,国定路,杨浦,路段,政化路,四平路,次干路,98,1680,624
YPS000014499,国定路,杨浦,路段,政修路,政化路,次干路,179.5,3742,1322
YPS000014500,国定路,杨浦,路段,邯郸路,政修路,次干路,292,7166,3256
YPS000014501,国定路,杨浦,路段,政通路,邯郸路,次干路,369,8735,2813
YPS000014503,国定路,杨浦,路段,政民路,政通路,次干路,165,2647.6,862
YPS000014504,国定路,杨浦,路段,政立路,政民路,次干路,734,11497,3262
YPS000014505,国定路,杨浦,路段,政法路,政本路,次干路,167,3417,1274
YPS000014492,国定路,杨浦,路段,政本路,黄兴路,次干路,290,7446,1665
YPS000020178,国定路,杨浦,路段,黄兴路,翔殷路,次干路,543,14684,3227
YPS000014489,国栋路,杨浦,路段,政立路,政德东路,支路,90.7,1036,504
YPS000014490,国栋路,杨浦,路段,政德东路,政府路,支路,90.3,1111,563
YPS000020171,国栋路,杨浦,路段,政治路,三门路,支路,120,10412,612
YPS000020229,国栋路,杨浦,路段,政府路,政治路,支路,91.3,1411.3,511.3
YPS000020211,国帆路,杨浦,路段,国权北路,淞沪路,支路,717.2,15160.6,1816.8
YPS000020212,国帆路,杨浦,路段,淞沪路,政和,支路,649.9,13955.6,1587.4
YPS000020213,国帆路,杨浦,路段,政和,江湾城,支路,257.5,4417.2,460.8
YPS000014488,国福路,杨浦,路段,政肃路,政修路,支路,130,1315.5,629.5
YPS000020209,国浩路,杨浦,路段,淞沪路,政和,支路,490.2,9562.7,2185.4
YPS000020210,国浩路,杨浦,路段,政和,江湾城,支路,450.3,8780,1940
YPS000014487,国和路,杨浦,路段,白城路,包头路,次干路,483,9451,3804
YPS000014506,国和路,杨浦,路段,政衷路,桥,次干路,140,2376,884
YPS000014514,国和路,杨浦,路段,政旦,翔殷路,次干路,104,1441,588
YPS000014516,国和路,杨浦,路段,桥,政通路,次干路,130,1804,726
YPS000014517,国和路,杨浦,路段,包头路,中原路,次干路,623,12458,5354
YPS000014518,国和路,杨浦,路段,政立路,政衷路,次干路,100,1669,624
YPS000014519,国和路,杨浦,路段,政德东路,政立路,次干路,84,1211,186
YPS000014520,国和路,杨浦,路段,长海路,政德东路,次干路,93,1725,508
YPS000014521,国和路,杨浦,路段,政治路,长海路,次干路,100,1908,552
YPS000014522,国和路,杨浦,路段,清源环路,政治路,次干路,520,11332,3600
YPS000014523,国和路,杨浦,路段,民庆路,清源环路,次干路,532,11546,3650
YPS000014524,国和路,杨浦,路段,中原路,世界路,次干路,625,13432,4306
YPS000014526,国和路,杨浦,路段,政通路,政旦,次干路,241,3680,1518
YPS000014508,国济路,杨浦,路段,政旦东路,翔殷路,支路,103,900,480
YPS000014509,国济路,杨浦,路段,政益路,政旦东路,支路,85,1004,549
YPS000014510,国济路,杨浦,路段,政通路,政益路,支路,186,2348,1138
YPS000014511,国济路,杨浦,路段,走马塘,政通路,支路,115,2281.6,901.6
YPS000014507,国京路,杨浦,路段,三门路,政治路,支路,120,1391,668
YPS000014588,国京路,杨浦,路段,政府路,政德东路,支路,90.3,1063,517
YPS000014642,国京路,杨浦,路段,政德东路,政立路,支路,90.7,1046,514
YPS000020230,国京路,杨浦,路段,政治,政府路,支路,91.3,1014,478
YPS000014549,国康路,杨浦,路段,四平路,密云路,支路,723.5,3440,0
YPS000014610,国年路,杨浦,路段,政化路,四平路,支路,98,1672,790
YPS000014623,国年路,杨浦,路段,政熙路,政化路,支路,172.5,63947.4,62464.4
YPS000014625,国年路,杨浦,路段,政修路,政熙路,支路,171.5,2826,1314
