ID,BID,UID,ST,SX,SY,ET,EX,EY,EC,DU,DS
6892,269907,1199,2020/8/21 15:06,121.538,31.293,2020/8/21 15:18,121.544,31.291,3,12,612.800445
6893,64306,5564,2020/8/21 15:09,121.435,31.286,2020/8/21 15:42,121.423,31.249,4,33,4258.553908
6894,253097,7403,2020/8/21 15:11,121.426,31.271,2020/8/21 15:28,121.431,31.292,7,17,2376.540883
6895,81854,11788,2020/8/21 15:14,121.41,31.307,2020/8/21 15:22,121.412,31.298,4,8,1015.874992
6896,217712,16026,2020/8/21 15:16,121.506,31.302,2020/8/21 15:29,121.49,31.312,7,13,1883.96119
6897,276476,11916,2020/8/21 15:20,121.39,31.104,2020/8/21 15:49,121.401,31.07,3,29,3913.00687
6898,272009,1014,2020/8/21 15:23,121.49,31.214,2020/8/21 15:29,121.486,31.211,5,6,505.889469
6899,34897,11504,2020/8/21 15:26,121.491,31.34,2020/8/21 15:46,121.497,31.346,2,20,876.675986
6900,221014,7970,2020/8/21 15:27,121.403,31.238,2020/8/21 15:39,121.411,31.231,3,12,1087.767733
6901,236531,11140,2020/8/21 15:31,121.297,31.188,2020/8/21 15:40,121.288,31.194,2,9,1085.539249
6902,257479,14076,2020/8/21 15:34,121.474,31.215,2020/8/21 15:54,121.475,31.23,0,20,1665.826637
6903,121993,2006,2020/8/21 15:36,121.38,31.126,2020/8/21 15:48,121.367,31.12,5,12,1407.134848
6904,162428,4156,2020/8/21 15:37,121.544,31.287,2020/8/21 15:58,121.515,31.276,5,21,3018.790582
6905,115401,7021,2020/8/21 15:40,121.514,31.303,2020/8/21 15:49,121.509,31.302,7,9,488.749549
6906,203045,7700,2020/8/21 15:42,121.425,31.329,2020/8/21 15:57,121.444,31.321,5,15,2014.217507
6907,215405,7895,2020/8/21 15:45,121.386,31.252,2020/8/21 15:53,121.376,31.246,0,8,1161.853253
6908,122177,9152,2020/8/21 15:48,121.411,31.285,2020/8/21 16:03,121.4,31.288,0,15,1098.940454
6909,281348,12625,2020/8/21 15:51,121.345,31.155,2020/8/21 15:57,121.35,31.151,5,6,651.136988
6910,286686,3268,2020/8/21 15:53,121.324,31.294,2020/8/21 15:57,121.329,31.291,7,4,580.748813
6911,68407,6044,2020/8/21 15:55,121.384,31.166,2020/8/21 16:02,121.386,31.171,3,7,586.236115
6912,286719,14874,2020/8/21 15:58,121.517,31.311,2020/8/21 16:12,121.528,31.324,4,14,1781.536808
6913,175530,14804,2020/8/21 15:59,121.436,31.198,2020/8/21 16:18,121.418,31.196,5,19,1729.804356
6914,6842,5301,2020/8/21 16:03,121.416,31.219,2020/8/21 16:12,121.421,31.223,6,9,650.890769
6915,26168,6316,2020/8/21 16:05,121.427,31.131,2020/8/21 16:11,121.426,31.13,5,6,146.248855
6916,41259,13228,2020/8/21 16:09,121.413,31.236,2020/8/21 16:15,121.405,31.239,5,6,831.555582
6917,34102,4517,2020/8/21 16:12,121.436,31.17,2020/8/21 17:25,121.427,31.158,5,73,1583.166815
6918,270907,3617,2020/8/21 16:14,121.405,31.251,2020/8/21 16:40,121.404,31.245,4,26,672.027694
6919,245657,724,2020/8/21 16:21,121.456,31.331,2020/8/21 16:30,121.459,31.339,3,9,931.818785
6920,260420,11761,2020/8/21 17:11,121.32,31.137,2020/8/21 17:22,121.338,31.133,7,11,1773.011181
6921,119481,3781,2020/8/21 17:16,121.444,31.325,2020/8/21 17:27,121.459,31.333,0,11,1680.736616
6922,284079,6911,2020/8/21 17:17,121.357,31.317,2020/8/21 17:36,121.385,31.315,7,19,2674.469511
6923,287065,4569,2020/8/21 17:17,121.442,31.187,2020/8/21 17:40,121.439,31.18,0,23,827.114773
6924,122879,15718,2020/8/21 17:18,121.447,31.261,2020/8/21 17:43,121.434,31.283,0,25,2735.422536
6925,18762,13962,2020/8/21 17:20,121.491,31.202,2020/8/21 17:27,121.498,31.2,6,7,703.011354
6926,235349,6117,2020/8/21 17:22,121.511,31.305,2020/8/21 17:30,121.517,31.302,5,8,660.992667
6927,159472,15979,2020/8/21 17:23,121.457,31.253,2020/8/21 17:46,121.483,31.261,1,23,2630.483074
6928,97302,10849,2020/8/21 17:26,121.484,31.32,2020/8/21 17:40,121.477,31.316,5,14,800.405635
6929,279011,10540,2020/8/21 17:28,121.316,31.243,2020/8/21 17:57,121.306,31.244,1,29,959.037808
6930,287309,9559,2020/8/21 17:30,121.314,31.136,2020/8/21 17:43,121.316,31.146,7,13,1125.004163
6931,233578,3755,2020/8/21 17:32,121.471,31.336,2020/8/21 17:47,121.489,31.343,7,15,1880.583026
6932,287369,4246,2020/8/21 17:33,121.542,31.276,2020/8/21 17:41,121.538,31.281,4,8,672.617368
6933,182202,9201,2020/8/21 17:35,121.362,31.251,2020/8/21 17:42,121.356,31.241,0,7,1247.383808
6934,24701,3388,2020/8/21 17:39,121.336,31.148,2020/8/21 17:46,121.329,31.149,2,7,676.637015
6935,129801,9931,2020/8/21 17:41,121.583,31.199,2020/8/21 17:59,121.593,31.216,3,18,2112.055093
6936,62291,14140,2020/8/21 17:43,121.49,31.23,2020/8/21 18:01,121.484,31.215,2,18,1758.61596
6937,242615,1674,2020/8/21 17:47,121.471,31.259,2020/8/21 17:58,121.483,31.258,1,11,1148.31316
6938,70761,9431,2020/8/21 17:49,121.527,31.289,2020/8/21 18:04,121.521,31.29,5,15,581.946852
6939,94289,406,2020/8/21 17:51,121.523,31.183,2020/8/21 18:01,121.53,31.182,1,10,676.401993
6940,283457,11351,2020/8/21 17:54,121.389,31.32,2020/8/21 18:02,121.378,31.314,0,8,1240.517007
6941,71711,4524,2020/8/21 17:55,121.452,31.308,2020/8/21 18:06,121.465,31.31,4,11,1257.244272
6942,196628,13286,2020/8/21 17:57,121.517,31.273,2020/8/21 18:21,121.536,31.256,0,24,2612.886071
6943,287754,1337,2020/8/21 17:59,121.41,31.274,2020/8/21 18:25,121.405,31.283,0,26,1105.639653
6944,68120,12945,2020/8/21 17:59,121.328,31.242,2020/8/21 18:09,121.335,31.249,5,10,1023.226635
6945,71974,11136,2020/8/21 18:02,121.464,31.25,2020/8/21 19:07,121.526,31.286,5,65,7127.171622
6946,275234,1013,2020/8/21 18:05,121.538,31.296,2020/8/21 18:13,121.535,31.287,0,8,1037.94707
6947,73847,11002,2020/8/21 18:08,121.372,31.209,2020/8/21 18:11,121.375,31.213,5,3,527.648432
6948,3908,13350,2020/8/21 18:10,121.448,31.255,2020/8/21 18:30,121.468,31.252,7,20,1933.834087
6949,119911,10321,2020/8/21 18:10,121.437,31.294,2020/8/21 18:45,121.391,31.269,7,35,5183.597109
6950,287977,3603,2020/8/21 18:13,121.476,31.216,2020/8/21 18:17,121.474,31.221,0,4,586.207603
6951,135399,13492,2020/8/21 18:15,121.543,31.274,2020/8/21 18:23,121.546,31.267,7,8,827.034146
6952,278226,12219,2020/8/21 18:17,121.497,31.118,2020/8/21 18:33,121.506,31.127,5,16,1316.285721
6953,73637,13950,2020/8/21 18:19,121.397,31.26,2020/8/21 18:46,121.403,31.284,7,27,2721.635923
6954,121832,9747,2020/8/21 18:21,121.447,31.305,2020/8/21 18:28,121.441,31.308,5,7,660.977105
6955,90322,1467,2020/8/21 18:23,121.402,31.311,2020/8/21 18:40,121.387,31.315,7,17,1495.154101
6956,274473,9022,2020/8/21 18:26,121.497,31.3,2020/8/21 18:52,121.504,31.299,4,26,675.591489
6957,10248,14021,2020/8/21 18:29,121.45,31.148,2020/8/21 18:51,121.444,31.175,4,22,3047.71964
6958,98247,12813,2020/8/21 18:30,121.436,31.339,2020/8/21 18:35,121.43,31.34,3,5,581.65082
6959,222085,11946,2020/8/21 18:31,121.443,31.369,2020/8/21 18:43,121.434,31.365,7,12,964.273311
6960,192714,9511,2020/8/21 18:33,121.549,31.269,2020/8/21 18:38,121.543,31.274,7,5,796.128054
6961,40293,7339,2020/8/21 18:34,121.462,31.318,2020/8/21 18:41,121.471,31.32,7,7,884.898765
6962,72559,142,2020/8/21 18:37,121.478,31.27,2020/8/21 19:09,121.497,31.264,4,32,1927.915988
6963,179729,8816,2020/8/21 18:38,121.358,31.211,2020/8/21 19:12,121.391,31.205,3,34,3214.370473
6964,188322,3606,2020/8/21 18:40,121.518,31.197,2020/8/21 18:52,121.52,31.207,5,12,1124.993819
6965,193789,8997,2020/8/21 18:41,121.406,31.282,2020/8/21 18:48,121.404,31.279,3,7,383.285925
6966,116935,8572,2020/8/21 18:42,121.532,31.307,2020/8/21 21:02,121.524,31.309,5,140,793.194659
6967,230880,7969,2020/8/21 18:43,121.532,31.295,2020/8/21 19:03,121.549,31.271,0,20,3114.677192
6968,193083,11678,2020/8/21 18:46,121.481,31.3,2020/8/21 19:02,121.472,31.308,5,16,1233.235671
6969,220389,5213,2020/8/21 18:47,121.445,31.224,2020/8/21 19:36,121.479,31.27,1,49,6041.640347
6970,106063,12326,2020/8/21 18:48,121.398,31.321,2020/8/21 18:52,121.397,31.325,0,4,453.598674
6971,288559,1592,2020/8/21 18:49,121.389,31.13,2020/8/21 18:54,121.396,31.133,7,5,745.879944
6972,31249,6595,2020/8/21 18:52,121.404,31.211,2020/8/21 19:01,121.413,31.217,4,9,1085.376729
6973,287153,11940,2020/8/21 18:53,121.45,31.127,2020/8/21 19:06,121.438,31.135,3,13,1447.950365
6974,287202,2860,2020/8/21 18:55,121.49,31.279,2020/8/21 19:54,121.487,31.283,4,59,527.538319
6975,171070,13013,2020/8/21 18:58,121.32,31.238,2020/8/21 19:19,121.322,31.258,2,21,2225.643538
6976,173021,5503,2020/8/21 19:00,121.44,31.331,2020/8/21 19:09,121.434,31.327,5,9,723.041822
6977,99394,2252,2020/8/21 19:01,121.393,31.327,2020/8/21 19:29,121.382,31.35,2,28,2756.628364
6978,16393,14284,2020/8/21 19:03,121.47,31.227,2020/8/21 19:40,121.474,31.193,1,37,3788.907388
6979,172658,2427,2020/8/21 19:04,121.405,31.27,2020/8/21 19:33,121.418,31.275,3,29,1356.465209
6980,89381,15583,2020/8/21 19:05,121.448,31.174,2020/8/21 19:33,121.432,31.183,5,28,1822.632537
6981,141432,379,2020/8/21 19:07,121.498,31.217,2020/8/21 19:14,121.499,31.225,0,7,892.089324
6982,155392,14278,2020/8/21 19:09,121.403,31.189,2020/8/21 19:16,121.41,31.185,3,7,801.16717
6983,128335,5422,2020/8/21 19:12,121.481,31.287,2020/8/21 20:07,121.489,31.242,4,55,5047.171596
6984,270222,13904,2020/8/21 19:13,121.538,31.177,2020/8/21 19:39,121.561,31.196,5,26,3040.380238
6985,237044,10726,2020/8/21 19:15,121.37,31.178,2020/8/21 19:22,121.364,31.174,7,7,723.76346
6986,88133,10171,2020/8/21 19:18,121.433,31.251,2020/8/21 19:37,121.453,31.235,1,19,2603.244084
6987,8198,1310,2020/8/21 19:19,121.506,31.218,2020/8/21 19:27,121.498,31.217,2,8,770.315354
6988,214053,7657,2020/8/21 19:21,121.495,31.327,2020/8/21 19:53,121.499,31.308,5,32,2140.754771
6989,101330,10516,2020/8/21 19:22,121.461,31.193,2020/8/21 19:25,121.459,31.192,5,3,220.522531
6990,232238,2062,2020/8/21 19:24,121.51,31.28,2020/8/21 19:30,121.511,31.275,4,6,562.4905
6991,259847,2024,2020/8/21 19:26,121.486,31.212,2020/8/21 19:32,121.483,31.211,3,6,306.625752
6992,214170,100,2020/8/21 19:28,121.444,31.179,2020/8/21 19:47,121.439,31.194,3,19,1730.030712
6993,136513,6383,2020/8/21 19:31,121.427,31.183,2020/8/21 19:49,121.441,31.178,6,18,1445.095408
6994,252471,14708,2020/8/21 19:32,121.435,31.246,2020/8/21 19:48,121.421,31.247,5,16,1338.208957
6995,247938,13542,2020/8/21 19:34,121.461,31.3,2020/8/21 19:40,121.458,31.298,7,6,361.591768
6996,203580,11417,2020/8/21 19:36,121.526,31.26,2020/8/21 19:45,121.537,31.264,5,9,1137.667683
6997,230976,1826,2020/8/21 19:37,121.486,31.321,2020/8/21 19:51,121.494,31.324,3,14,830.931196
6998,21084,4748,2020/8/21 19:39,121.44,31.17,2020/8/21 19:51,121.429,31.157,0,12,1782.508587
6999,281851,14931,2020/8/21 19:41,121.478,31.297,2020/8/21 19:45,121.475,31.294,1,4,438.429492
7000,174648,6673,2020/8/21 19:42,121.481,31.337,2020/8/21 19:47,121.488,31.338,5,5,675.327664
7001,223153,9467,2020/8/21 19:43,121.415,31.272,2020/8/21 20:13,121.41,31.268,7,30,650.713097
7002,276937,10585,2020/8/21 19:45,121.525,31.317,2020/8/21 20:19,121.521,31.321,2,34,584.512315
7003,47986,8423,2020/8/21 19:47,121.377,31.272,2020/8/21 20:00,121.366,31.256,7,13,2060.236099
7004,141356,8934,2020/8/21 19:48,121.505,31.305,2020/8/21 20:00,121.498,31.303,4,12,702.325613
7005,11972,9647,2020/8/21 19:50,121.483,31.217,2020/8/21 20:01,121.47,31.215,5,11,1258.438825
7006,288365,2136,2020/8/21 19:52,121.313,31.292,2020/8/21 20:07,121.307,31.297,5,15,796.029919
7007,180864,6124,2020/8/21 19:53,121.485,31.4,2020/8/21 20:26,121.502,31.394,5,33,1748.323207
7008,289304,2766,2020/8/21 19:55,121.448,31.254,2020/8/21 21:43,121.411,31.288,1,108,5160.109114
7009,123763,692,2020/8/21 19:57,121.375,31.316,2020/8/21 20:06,121.386,31.315,5,9,1052.926137
7010,84974,9337,2020/8/21 20:00,121.442,31.188,2020/8/21 20:11,121.436,31.197,0,11,1150.109273
7011,185367,2783,2020/8/21 20:03,121.438,31.187,2020/8/21 20:11,121.436,31.193,4,8,692.010701
7012,71,9352,2020/8/21 20:04,121.456,31.186,2020/8/21 20:12,121.459,31.192,5,8,724.08877
7013,9348,10640,2020/8/21 20:06,121.436,31.235,2020/8/21 22:26,121.437,31.23,0,140,562.494321
7014,46722,14316,2020/8/21 20:07,121.459,31.206,2020/8/21 20:53,121.404,31.211,0,46,5270.506749
7015,220487,9873,2020/8/21 20:08,121.457,31.244,2020/8/21 21:09,121.464,31.243,7,61,675.979761
7016,240945,2137,2020/8/21 20:10,121.364,31.344,2020/8/21 20:55,121.361,31.339,3,45,623.567342
7017,224559,11818,2020/8/21 20:12,121.391,31.154,2020/8/21 20:19,121.386,31.152,0,7,525.802161
7018,140095,12607,2020/8/21 20:14,121.443,31.27,2020/8/21 20:41,121.445,31.289,2,27,2115.202632
7019,242308,1249,2020/8/21 20:16,121.426,31.284,2020/8/21 20:24,121.429,31.289,7,8,623.639109
7020,217961,14108,2020/8/21 20:18,121.446,31.173,2020/8/21 20:39,121.426,31.188,3,21,2529.925266
7021,168275,1136,2020/8/21 20:21,121.518,31.304,2020/8/21 20:38,121.525,31.32,3,17,1895.014632
7022,46693,331,2020/8/21 20:22,121.464,31.207,2020/8/21 21:04,121.468,31.187,6,42,2249.989334
7023,30505,12174,2020/8/21 20:24,121.379,31.232,2020/8/21 21:17,121.382,31.237,0,53,623.706888
7024,282274,3541,2020/8/21 20:25,121.638,31.264,2020/8/21 20:37,121.655,31.257,4,12,1795.544478
7025,94427,3121,2020/8/21 20:27,121.474,31.208,2020/8/21 20:45,121.475,31.202,4,18,672.029402
7026,127030,6066,2020/8/21 20:29,121.439,31.199,2020/8/21 21:12,121.443,31.193,0,43,766.732853
7027,197111,2915,2020/8/21 20:32,121.532,31.312,2020/8/21 20:44,121.54,31.321,5,12,1255.242536
7028,289988,560,2020/8/21 20:34,121.417,31.189,2020/8/21 20:40,121.416,31.187,7,6,241.363287
7029,99821,5954,2020/8/21 20:35,121.488,31.337,2020/8/21 20:39,121.483,31.336,5,4,488.583139
7030,290135,8663,2020/8/21 20:37,121.291,31.207,2020/8/21 21:50,121.29,31.194,4,73,1444.49529
7031,276062,12391,2020/8/21 20:39,121.434,31.239,2020/8/21 20:53,121.431,31.249,6,14,1144.974935
7032,247548,3030,2020/8/21 20:40,121.488,31.261,2020/8/21 21:21,121.524,31.286,5,41,4408.676477
7033,46717,5313,2020/8/21 20:42,121.549,31.288,2020/8/21 20:48,121.542,31.289,5,6,675.667806
7034,290077,6052,2020/8/21 20:43,121.288,31.22,2020/8/21 21:18,121.314,31.193,7,35,3885.959979
7035,290192,14720,2020/8/21 20:45,121.463,31.193,2020/8/21 20:56,121.455,31.19,7,11,831.892883
7036,259258,10978,2020/8/21 20:47,121.406,31.146,2020/8/21 21:09,121.426,31.131,5,22,2530.551984
7037,256422,7448,2020/8/21 20:49,121.386,31.138,2020/8/21 21:05,121.372,31.133,5,16,1445.676446
7038,98056,110,2020/8/21 20:51,121.455,31.155,2020/8/21 20:58,121.459,31.159,0,7,584.927628
7039,247764,5973,2020/8/21 20:53,121.343,31.261,2020/8/21 20:58,121.338,31.267,5,5,818.117838
7040,89199,14881,2020/8/21 20:55,121.398,31.287,2020/8/21 21:05,121.406,31.294,5,10,1087.457383
7041,260575,12329,2020/8/21 20:57,121.479,31.311,2020/8/21 21:04,121.485,31.306,5,7,795.970158
7042,245869,1997,2020/8/21 20:59,121.545,31.232,2020/8/21 21:45,121.604,31.234,5,46,5625.376559
7043,9965,7528,2020/8/21 21:03,121.436,31.246,2020/8/21 21:24,121.449,31.252,5,21,1405.694912
7044,283118,3713,2020/8/21 21:05,121.388,31.105,2020/8/21 21:41,121.372,31.11,3,36,1623.902573
7045,176506,9662,2020/8/21 21:07,121.532,31.253,2020/8/21 21:18,121.535,31.258,1,11,623.679524
7046,139625,6897,2020/8/21 21:08,121.43,31.114,2020/8/21 22:00,121.432,31.115,4,52,220.656865
7047,258138,11740,2020/8/21 21:11,121.467,31.224,2020/8/21 21:30,121.475,31.201,0,19,2661.5919
7048,220002,2536,2020/8/21 21:13,121.537,31.229,2020/8/21 23:01,121.534,31.241,2,108,1360.833867
7049,147453,15450,2020/8/21 21:15,121.483,31.268,2020/8/21 21:42,121.512,31.274,0,27,2840.751684
7050,290464,16184,2020/8/21 21:18,121.449,31.208,2020/8/21 21:40,121.446,31.219,0,22,1252.660499
7051,283188,10277,2020/8/21 21:20,121.381,31.245,2020/8/21 21:48,121.362,31.243,0,28,1823.477431
7052,44716,14576,2020/8/21 21:22,121.392,31.242,2020/8/21 21:27,121.393,31.241,3,5,146.177798
7053,196745,6233,2020/8/21 21:24,121.43,31.263,2020/8/21 21:31,121.435,31.274,7,7,1309.277026
7054,283857,8223,2020/8/21 21:26,121.468,31.255,2020/8/21 22:48,121.467,31.256,3,82,146.168823
7055,221871,10834,2020/8/21 21:28,121.463,31.17,2020/8/21 21:44,121.45,31.156,5,16,1986.345721
7056,21084,5685,2020/8/21 21:30,121.428,31.157,2020/8/21 21:40,121.44,31.17,1,10,1840.218569
7057,45985,4133,2020/8/21 21:32,121.553,31.325,2020/8/21 21:45,121.54,31.324,5,13,1242.289006
7058,199322,596,2020/8/21 21:34,121.542,31.267,2020/8/21 21:44,121.537,31.258,7,10,1105.672016
7059,288752,5587,2020/8/21 21:36,121.518,31.273,2020/8/21 21:55,121.531,31.256,0,19,2255.132051
7060,58404,8821,2020/8/21 21:38,121.451,31.156,2020/8/21 21:52,121.463,31.169,5,14,1840.225864
7061,94596,7672,2020/8/21 21:41,121.491,31.259,2020/8/21 21:46,121.495,31.262,7,5,505.74595
7062,288836,5398,2020/8/21 21:44,121.387,31.205,2020/8/21 22:19,121.405,31.217,3,35,2170.795861
7063,73608,6820,2020/8/21 21:46,121.52,31.289,2020/8/21 22:17,121.48,31.269,2,31,4407.464674
7064,101600,4317,2020/8/21 21:48,121.385,31.19,2020/8/21 21:55,121.383,31.188,3,7,292.422856
7065,212930,2000,2020/8/21 21:50,121.436,31.174,2020/8/21 22:10,121.416,31.149,7,20,3364.374921
7066,195217,12621,2020/8/21 21:52,121.425,31.219,2020/8/21 23:21,121.515,31.276,5,89,10650.72746
7067,240544,3909,2020/8/21 21:55,121.539,31.266,2020/8/21 22:18,121.535,31.287,0,23,2359.31079
7068,251375,13737,2020/8/21 21:57,121.426,31.225,2020/8/21 22:10,121.406,31.245,7,13,2923.639256
7069,159103,14753,2020/8/21 22:01,121.506,31.261,2020/8/21 22:12,121.511,31.268,7,11,910.562522
7070,220985,11789,2020/8/21 22:07,121.462,31.172,2020/8/21 22:25,121.45,31.157,5,18,2018.605168
7071,123620,12807,2020/8/21 22:11,121.546,31.179,2020/8/21 22:39,121.543,31.166,0,28,1469.441827
7072,3699,10632,2020/8/21 22:16,121.439,31.24,2020/8/21 22:43,121.405,31.242,4,27,3246.531741
7073,97872,7753,2020/8/21 22:22,121.406,31.313,2020/8/21 22:39,121.398,31.308,7,17,941.958011
7074,43356,15850,2020/8/21 22:30,121.369,31.184,2020/8/21 22:45,121.35,31.171,4,15,2314.725658
7075,85704,3780,2020/8/21 22:34,121.479,31.193,2020/8/21 22:38,121.473,31.194,7,4,582.514054
7076,85997,13972,2020/8/21 22:37,121.378,31.155,2020/8/21 22:54,121.363,31.143,7,17,1953.454372
7077,110035,14927,2020/8/21 22:41,121.484,31.308,2020/8/21 22:47,121.48,31.312,7,6,584.535429
7078,137794,13630,2020/8/21 22:43,121.501,31.251,2020/8/21 23:25,121.514,31.265,5,42,1985.591173
7079,142455,9188,2020/8/21 22:46,121.479,31.32,2020/8/21 22:53,121.467,31.319,4,7,1147.581029
7080,62120,13347,2020/8/21 22:51,121.309,31.204,2020/8/21 23:00,121.316,31.194,5,9,1293.967641
7081,81794,10518,2020/8/21 22:57,121.384,31.314,2020/8/21 23:20,121.398,31.308,7,23,1489.512456
7082,63613,9055,2020/8/21 23:07,121.54,31.298,2020/8/21 23:26,121.543,31.293,3,19,623.627371
7083,168,15973,2020/8/21 23:11,121.461,31.211,2020/8/21 23:21,121.463,31.193,0,10,2004.794353
7084,211224,9182,2020/8/21 23:18,121.473,31.278,2020/8/21 23:26,121.478,31.269,0,8,1105.649768
7085,136151,1115,2020/8/21 23:22,121.501,31.275,2020/8/21 23:29,121.492,31.274,0,7,864.208209
7086,233345,15759,2020/8/21 23:27,121.538,31.316,2020/8/21 23:31,121.534,31.318,4,4,440.615086
7087,271571,2691,2020/8/21 23:37,121.413,31.262,2020/8/21 23:44,121.402,31.264,0,7,1070.863277
7088,2413,15430,2020/8/21 23:43,121.444,31.215,2020/8/22 0:08,121.441,31.188,0,25,3007.19144
7089,13934,9019,2020/8/21 23:50,121.448,31.182,2020/8/21 23:54,121.455,31.184,5,4,703.13099
7090,90657,3051,2020/8/21 23:54,121.477,31.301,2020/8/22 0:24,121.455,31.263,1,30,4705.295228
7091,3438,13905,2020/8/22 0:02,121.459,31.253,2020/8/22 0:23,121.467,31.206,7,21,5266.497358
7092,190710,887,2020/8/22 0:14,121.382,31.043,2020/8/22 0:31,121.388,31.026,5,17,1969.913404
7093,291773,5802,2020/8/22 0:23,121.464,31.181,2020/8/22 0:56,121.488,31.204,4,33,3425.706403
7094,97610,12104,2020/8/22 0:32,121.438,31.135,2020/8/22 0:36,121.432,31.131,1,4,723.965778
7095,77231,11115,2020/8/22 0:43,121.387,31.109,2020/8/22 0:47,121.392,31.107,5,4,526.005613
7096,109932,14838,2020/8/22 1:01,121.414,31.274,2020/8/22 1:22,121.427,31.277,2,21,1281.878189
7097,290266,8894,2020/8/22 1:32,121.586,31.201,2020/8/22 2:11,121.553,31.245,0,39,5803.925144
7098,293635,9115,2020/8/22 2:04,121.483,31.307,2020/8/22 2:07,121.485,31.306,5,3,220.325702
7099,203914,6261,2020/8/22 2:32,121.534,31.26,2020/8/22 2:42,121.547,31.268,7,10,1523.056364
7100,227306,13475,2020/8/22 3:09,121.511,31.276,2020/8/22 3:14,121.504,31.273,3,5,744.985166
7101,236783,6176,2020/8/22 3:56,121.366,31.251,2020/8/22 4:19,121.308,31.238,0,23,5709.977314
7102,257804,6397,2020/8/22 4:38,121.441,31.331,2020/8/22 4:46,121.445,31.338,2,8,864.457957
7103,186621,3548,2020/8/22 5:06,121.335,31.249,2020/8/22 5:11,121.336,31.254,3,5,562.492708
7104,132227,1964,2020/8/22 5:29,121.437,31.19,2020/8/22 5:35,121.443,31.197,3,6,964.041447
7105,186214,10477,2020/8/22 5:38,121.489,31.337,2020/8/22 5:40,121.491,31.331,7,2,691.945432
7106,279739,12754,2020/8/22 5:49,121.386,31.336,2020/8/22 6:00,121.397,31.342,5,11,1240.312722
7107,292175,12076,2020/8/22 6:03,121.437,31.313,2020/8/22 6:20,121.414,31.302,7,17,2506.285528
7108,159090,2920,2020/8/22 6:15,121.499,31.273,2020/8/22 6:22,121.49,31.262,2,7,1490.681552
7109,260423,965,2020/8/22 6:19,121.567,31.258,2020/8/22 7:08,121.59,31.279,1,49,3196.744883
7110,110553,9308,2020/8/22 6:25,121.383,31.254,2020/8/22 6:35,121.381,31.259,0,10,586.185915
7111,104419,13250,2020/8/22 6:28,121.406,31.269,2020/8/22 6:33,121.402,31.264,0,5,672.64382
7112,265971,5756,2020/8/22 6:33,121.49,31.313,2020/8/22 6:52,121.515,31.303,4,19,2625.497395
7113,262810,5022,2020/8/22 6:38,121.486,31.285,2020/8/22 6:43,121.478,31.286,5,5,769.775077
7114,162189,3319,2020/8/22 6:43,121.334,31.268,2020/8/22 7:00,121.35,31.281,7,17,2097.406179
7115,261467,6867,2020/8/22 6:45,121.379,31.326,2020/8/22 6:50,121.374,31.322,5,5,650.517054
7116,255461,12859,2020/8/22 6:47,121.518,31.168,2020/8/22 7:04,121.522,31.146,4,17,2468.824537
7117,50189,10814,2020/8/22 6:49,121.533,31.328,2020/8/22 6:56,121.529,31.333,5,7,672.502661
7118,23381,3396,2020/8/22 6:51,121.465,31.285,2020/8/22 6:59,121.452,31.28,0,8,1356.346359
7119,197945,10581,2020/8/22 6:55,121.396,31.139,2020/8/22 7:04,121.4,31.13,5,9,1068.280632
7120,249058,795,2020/8/22 6:59,121.54,31.263,2020/8/22 7:17,121.529,31.273,5,18,1525.374199
7121,292426,10893,2020/8/22 7:01,121.524,31.138,2020/8/22 7:09,121.53,31.143,4,8,796.685977
7122,97485,14898,2020/8/22 7:04,121.472,31.319,2020/8/22 7:10,121.484,31.32,7,6,1147.581029
7123,280657,3486,2020/8/22 7:08,121.474,31.313,2020/8/22 7:19,121.483,31.32,7,11,1155.976088
7124,256512,9806,2020/8/22 7:10,121.447,31.319,2020/8/22 7:25,121.428,31.32,5,15,1811.898373
7125,235688,11105,2020/8/22 7:12,121.452,31.347,2020/8/22 7:21,121.437,31.339,3,9,1680.558129
7126,210141,13535,2020/8/22 7:15,121.469,31.324,2020/8/22 7:26,121.484,31.319,0,11,1531.587248
7127,181588,298,2020/8/22 7:17,121.355,31.123,2020/8/22 7:25,121.362,31.13,0,8,1023.759884
7128,32106,12258,2020/8/22 7:19,121.396,31.332,2020/8/22 7:26,121.397,31.321,3,7,1223.334114
7129,9478,2347,2020/8/22 7:21,121.424,31.206,2020/8/22 7:35,121.431,31.192,5,14,1689.514976
7130,95130,5197,2020/8/22 7:23,121.448,31.325,2020/8/22 7:29,121.447,31.319,0,6,672.024751
7131,290580,752,2020/8/22 7:25,121.606,31.261,2020/8/22 7:46,121.629,31.247,0,21,2684.927118
7132,124443,2780,2020/8/22 7:26,121.475,31.304,2020/8/22 7:33,121.484,31.306,4,7,885.021317
7133,190783,10743,2020/8/22 7:27,121.554,31.292,2020/8/22 7:40,121.532,31.281,4,13,2423.963025
7134,258801,8418,2020/8/22 7:29,121.391,31.154,2020/8/22 7:44,121.41,31.168,7,15,2385.578191
7135,152471,2710,2020/8/22 7:31,121.535,31.159,2020/8/22 7:36,121.538,31.151,0,5,931.961338
7136,256209,9962,2020/8/22 7:33,121.46,31.315,2020/8/22 7:48,121.448,31.306,3,15,1516.788819
7137,11465,13077,2020/8/22 7:35,121.484,31.171,2020/8/22 7:47,121.495,31.178,0,12,1304.59392
7138,80399,7267,2020/8/22 7:36,121.444,31.155,2020/8/22 8:12,121.473,31.203,5,36,5997.044206
