ID,BID,UID,ST,SX,SY,ET,EX,EY,EC,DU,DS
53,53162,5875,2020/8/1 9:08,121.41,31.219,2020/8/1 9:12,121.414,31.218,4,4,396.942103
54,58801,5677,2020/8/1 9:12,121.333,31.241,2020/8/1 9:18,121.328,31.249,7,6,1006.781158
55,8697,1314,2020/8/1 9:18,121.513,31.307,2020/8/1 9:34,121.485,31.306,5,16,2667.833092
56,50020,5297,2020/8/1 9:20,121.438,31.34,2020/8/1 9:24,121.432,31.338,7,4,612.536632
57,37070,7849,2020/8/1 9:24,121.421,31.206,2020/8/1 9:29,121.423,31.199,4,5,799.173026
58,11281,4222,2020/8/1 9:28,121.608,31.213,2020/8/1 9:39,121.6,31.202,7,11,1438.279413
59,26374,5140,2020/8/1 9:31,121.416,31.285,2020/8/1 9:46,121.425,31.293,5,15,1233.328466
60,57654,3254,2020/8/1 9:38,121.455,31.271,2020/8/1 9:44,121.446,31.266,5,6,1020.775354
61,43682,1820,2020/8/1 9:48,121.404,31.279,2020/8/1 10:08,121.422,31.274,7,20,1801.514456
62,80140,6919,2020/8/1 9:56,121.382,31.155,2020/8/1 10:17,121.412,31.156,7,21,2862.615993
63,22849,3539,2020/8/1 10:02,121.467,31.263,2020/8/1 10:14,121.458,31.267,5,12,965.090031
64,113839,1922,2020/8/1 10:06,121.443,31.157,2020/8/1 10:09,121.439,31.155,3,3,441.170854
65,101556,425,2020/8/1 10:15,121.484,31.232,2020/8/1 10:23,121.488,31.229,4,8,505.835669
66,105509,2859,2020/8/1 10:25,121.362,31.254,2020/8/1 10:28,121.366,31.256,7,3,440.829386
67,12388,4745,2020/8/1 10:35,121.462,31.193,2020/8/1 10:39,121.459,31.195,5,4,361.839352
68,44061,7502,2020/8/1 10:47,121.468,31.304,2020/8/1 10:53,121.466,31.297,4,6,799.137623
69,55900,7212,2020/8/1 10:55,121.452,31.289,2020/8/1 11:19,121.473,31.294,5,24,2074.892808
70,84828,6480,2020/8/1 11:09,121.438,31.326,2020/8/1 11:17,121.431,31.336,2,8,1293.508978
71,87366,1798,2020/8/1 11:21,121.491,31.266,2020/8/1 11:25,121.488,31.267,5,4,306.471718
72,6560,2256,2020/8/1 11:26,121.415,31.175,2020/8/1 11:32,121.424,31.179,4,6,965.792872
73,41466,943,2020/8/1 11:34,121.526,31.256,2020/8/1 11:46,121.537,31.264,5,12,1372.73429
74,16696,5781,2020/8/1 11:52,121.504,31.284,2020/8/1 11:59,121.505,31.283,4,7,146.150864
75,73767,7053,2020/8/1 12:03,121.385,31.166,2020/8/1 12:06,121.38,31.165,5,3,489.41846
76,4693,3985,2020/8/1 12:09,121.478,31.221,2020/8/1 12:16,121.479,31.212,5,7,1002.398036
77,4969,822,2020/8/1 12:13,121.467,31.204,2020/8/1 12:19,121.471,31.199,1,6,672.786986
78,122618,5534,2020/8/1 12:23,121.447,31.187,2020/8/1 12:39,121.438,31.192,5,16,1021.370691
79,46590,5781,2020/8/1 12:33,121.517,31.274,2020/8/1 12:45,121.507,31.279,4,12,1101.887779
80,99366,7861,2020/8/1 12:45,121.45,31.216,2020/8/1 13:00,121.439,31.214,3,15,1071.381337
81,32720,5718,2020/8/1 12:50,121.532,31.323,2020/8/1 12:56,121.537,31.328,3,6,730.619525
82,35032,3964,2020/8/1 13:00,121.532,31.304,2020/8/1 13:07,121.526,31.309,4,7,795.978697
83,61687,6101,2020/8/1 13:05,121.543,31.311,2020/8/1 13:35,121.518,31.275,0,30,4647.326309
84,108085,7704,2020/8/1 13:11,121.4,31.13,2020/8/1 13:29,121.412,31.124,7,18,1323.812132
85,106245,4529,2020/8/1 13:15,121.404,31.154,2020/8/1 13:27,121.397,31.166,2,12,1488.482076
86,25403,5197,2020/8/1 13:20,121.446,31.212,2020/8/1 13:35,121.429,31.209,3,15,1653.789505
87,25127,5842,2020/8/1 13:31,121.6,31.206,2020/8/1 13:34,121.599,31.213,2,3,781.940005
88,112722,5116,2020/8/1 13:37,121.522,31.312,2020/8/1 13:46,121.516,31.309,5,9,660.956354
89,71642,593,2020/8/1 13:43,121.402,31.264,2020/8/1 13:51,121.407,31.274,4,8,1206.668881
90,125098,7430,2020/8/1 13:53,121.434,31.167,2020/8/1 14:01,121.431,31.166,7,8,306.751607
91,115605,3878,2020/8/1 14:01,121.459,31.332,2020/8/1 14:12,121.448,31.33,3,11,1070.128148
92,29665,924,2020/8/1 14:09,121.466,31.267,2020/8/1 14:18,121.459,31.272,4,9,867.028652
93,90833,2484,2020/8/1 14:17,121.385,31.212,2020/8/1 14:22,121.387,31.208,7,5,482.710553
94,117793,6625,2020/8/1 14:21,121.432,31.199,2020/8/1 15:21,121.404,31.225,4,60,3927.999055
95,42089,6414,2020/8/1 14:32,121.446,31.32,2020/8/1 14:42,121.431,31.323,0,10,1465.969722
96,94419,6911,2020/8/1 14:45,121.476,31.296,2020/8/1 14:55,121.465,31.285,1,10,1607.610097
97,1175,7392,2020/8/1 14:54,121.534,31.289,2020/8/1 14:56,121.531,31.288,7,2,306.410039
98,93404,1124,2020/8/1 15:01,121.541,31.307,2020/8/1 15:07,121.545,31.313,3,6,766.515575
99,126628,4762,2020/8/1 15:04,121.313,31.271,2020/8/1 15:27,121.314,31.269,7,23,241.333412
100,115283,8114,2020/8/1 15:13,121.486,31.233,2020/8/1 15:25,121.488,31.223,3,12,1124.989406
101,114991,976,2020/8/1 15:18,121.542,31.267,2020/8/1 15:26,121.541,31.259,7,8,892.09059
102,17112,1581,2020/8/1 15:26,121.514,31.222,2020/8/1 16:14,121.488,31.235,4,48,2865.985681
103,31271,1123,2020/8/1 15:28,121.418,31.195,2020/8/1 15:43,121.407,31.206,5,15,1608.244712
104,103632,4038,2020/8/1 15:35,121.455,31.223,2020/8/1 15:39,121.45,31.221,4,4,525.489719
105,32312,822,2020/8/1 15:45,121.471,31.199,2020/8/1 15:55,121.46,31.203,4,10,1138.286056
106,20035,3013,2020/8/1 15:52,121.366,31.251,2020/8/1 16:20,121.365,31.239,3,28,1333.890014
107,71105,5550,2020/8/1 15:57,121.527,31.328,2020/8/1 16:07,121.542,31.324,6,10,1494.967046
108,7147,7706,2020/8/1 16:05,121.473,31.218,2020/8/1 16:16,121.482,31.212,3,11,1085.369661
109,49080,2859,2020/8/1 16:15,121.418,31.236,2020/8/1 17:00,121.431,31.219,2,45,2255.388086
110,49964,5390,2020/8/1 16:19,121.421,31.284,2020/8/1 16:33,121.427,31.291,1,14,963.714934
111,87122,6762,2020/8/1 16:23,121.424,31.151,2020/8/1 16:27,121.426,31.154,7,4,383.407813
112,99409,7268,2020/8/1 16:31,121.431,31.184,2020/8/1 16:54,121.426,31.155,3,23,3250.441021
113,127164,7622,2020/8/1 16:34,121.423,31.249,2020/8/1 16:51,121.418,31.253,5,17,650.782015
114,7018,4343,2020/8/1 16:42,121.418,31.173,2020/8/1 16:48,121.413,31.17,2,6,581.242935
115,25409,2098,2020/8/1 16:47,121.477,31.224,2020/8/1 17:15,121.48,31.248,3,28,2676.269327
116,90462,733,2020/8/1 16:55,121.511,31.192,2020/8/1 17:01,121.517,31.193,0,6,582.519954
117,21539,6337,2020/8/1 17:02,121.415,31.244,2020/8/1 17:28,121.442,31.23,7,26,3004.28199
118,71292,6256,2020/8/1 17:06,121.438,31.304,2020/8/1 17:13,121.443,31.314,3,7,1206.595926
119,56158,3660,2020/8/1 17:11,121.454,31.232,2020/8/1 18:28,121.522,31.309,7,77,10715.53558
120,83700,5390,2020/8/1 17:13,121.427,31.291,2020/8/1 17:21,121.421,31.284,5,8,963.714934
121,63302,3829,2020/8/1 17:17,121.369,31.266,2020/8/1 17:31,121.348,31.265,1,14,2003.08223
122,88573,7172,2020/8/1 17:19,121.471,31.27,2020/8/1 17:33,121.465,31.257,3,14,1550.507226
123,57068,5376,2020/8/1 17:23,121.531,31.318,2020/8/1 17:33,121.519,31.32,4,10,1163.544488
124,122667,2882,2020/8/1 17:26,121.492,31.303,2020/8/1 17:40,121.484,31.304,0,14,769.631886
125,115283,3855,2020/8/1 17:28,121.494,31.216,2020/8/1 17:36,121.489,31.222,0,8,818.245511
126,99550,778,2020/8/1 17:31,121.531,31.323,2020/8/1 17:37,121.535,31.328,7,6,672.513696
127,69449,2444,2020/8/1 17:33,121.442,31.282,2020/8/1 17:55,121.418,31.275,3,22,2413.602784
128,126549,4364,2020/8/1 17:34,121.489,31.244,2020/8/1 18:05,121.501,31.275,5,31,3622.140777
129,119860,5781,2020/8/1 17:37,121.498,31.281,2020/8/1 17:47,121.509,31.279,4,10,1070.679628
130,32763,5593,2020/8/1 17:39,121.504,31.286,2020/8/1 17:53,121.528,31.287,5,14,2287.909032
131,35290,3312,2020/8/1 17:41,121.393,31.231,2020/8/1 18:00,121.395,31.213,5,19,2004.796723
132,54679,6548,2020/8/1 17:43,121.533,31.268,2020/8/1 18:12,121.51,31.306,1,29,4748.405045
133,40268,7774,2020/8/1 17:44,121.443,31.186,2020/8/1 17:57,121.462,31.196,4,13,2123.400985
134,106194,7830,2020/8/1 17:47,121.473,31.211,2020/8/1 18:45,121.447,31.261,3,58,6071.881974
135,35661,6036,2020/8/1 17:52,121.431,31.136,2020/8/1 18:01,121.422,31.141,4,9,1021.754378
136,127573,2023,2020/8/1 17:53,121.484,31.208,2020/8/1 17:58,121.486,31.21,0,5,292.397243
137,19541,7527,2020/8/1 17:57,121.487,31.26,2020/8/1 18:02,121.491,31.262,2,5,440.808663
138,27971,4426,2020/8/1 18:00,121.432,31.15,2020/8/1 18:19,121.433,31.123,7,19,2995.057686
139,94745,4452,2020/8/1 18:03,121.373,31.322,2020/8/1 18:07,121.37,31.323,0,4,306.314643
140,14475,6637,2020/8/1 18:05,121.412,31.191,2020/8/1 18:28,121.401,31.214,3,23,2757.149385
141,107766,5228,2020/8/1 18:07,121.406,31.269,2020/8/1 18:54,121.377,31.314,0,47,5702.425143
142,93080,7046,2020/8/1 18:08,121.483,31.29,2020/8/1 18:16,121.474,31.287,5,8,919.230115
143,63513,5489,2020/8/1 18:10,121.441,31.241,2020/8/1 18:27,121.429,31.252,5,17,1671.559486
144,105058,7518,2020/8/1 18:11,121.488,31.262,2020/8/1 19:14,121.446,31.327,7,63,8241.905418
145,20238,821,2020/8/1 18:13,121.394,31.221,2020/8/1 18:34,121.366,31.235,4,21,3086.458195
146,119359,2405,2020/8/1 18:16,121.531,31.323,2020/8/1 18:27,121.529,31.333,5,11,1124.972415
147,124784,2400,2020/8/1 18:18,121.403,31.199,2020/8/1 18:48,121.362,31.218,5,30,4438.848014
148,31745,265,2020/8/1 18:19,121.537,31.301,2020/8/1 18:38,121.512,31.311,2,19,2625.542823
149,127725,2616,2020/8/1 18:20,121.422,31.215,2020/8/1 19:59,121.333,31.223,5,99,8526.65185
150,127806,4885,2020/8/1 18:22,121.535,31.288,2020/8/1 18:43,121.545,31.289,1,21,958.588973
151,91220,4512,2020/8/1 18:26,121.483,31.238,2020/8/1 19:07,121.506,31.21,5,41,3800.008802
152,43354,8088,2020/8/1 18:29,121.467,31.205,2020/8/1 18:34,121.469,31.197,0,5,907.232315
153,33610,6714,2020/8/1 18:31,121.49,31.317,2020/8/1 18:50,121.514,31.307,4,19,2539.438136
154,44464,4514,2020/8/1 18:32,121.503,31.319,2020/8/1 19:13,121.547,31.277,1,41,6263.658026
155,62758,5868,2020/8/1 18:36,121.397,31.145,2020/8/1 19:38,121.453,31.157,4,62,5503.046607
156,127862,7180,2020/8/1 18:39,121.44,31.247,2020/8/1 19:40,121.437,31.248,0,61,306.524956
157,71195,1982,2020/8/1 18:41,121.421,31.124,2020/8/1 18:48,121.426,31.121,5,7,581.442602
158,83767,2778,2020/8/1 18:44,121.469,31.293,2020/8/1 19:38,121.47,31.295,2,54,241.324658
159,127869,4203,2020/8/1 18:47,121.397,31.329,2020/8/1 19:08,121.422,31.328,1,21,2381.96451
160,25364,1959,2020/8/1 18:49,121.434,31.256,2020/8/1 18:53,121.439,31.254,5,4,525.340084
161,2463,2347,2020/8/1 18:51,121.508,31.312,2020/8/1 19:06,121.522,31.317,7,15,1443.360956
162,56277,4877,2020/8/1 18:53,121.335,31.155,2020/8/1 19:20,121.336,31.125,7,27,3327.523027
163,9247,2043,2020/8/1 18:57,121.434,31.174,2020/8/1 19:03,121.436,31.18,0,6,692.016584
164,11663,5211,2020/8/1 19:01,121.404,31.22,2020/8/1 19:10,121.401,31.231,2,9,1252.654477
165,77726,324,2020/8/1 19:03,121.453,31.236,2020/8/1 19:22,121.435,31.254,4,19,2631.159963
166,45715,3947,2020/8/1 19:06,121.48,31.227,2020/8/1 19:17,121.477,31.232,7,11,623.713401
167,81575,7064,2020/8/1 19:08,121.453,31.17,2020/8/1 19:17,121.447,31.162,7,9,1055.438262
168,33956,6389,2020/8/1 19:11,121.486,31.3,2020/8/1 19:26,121.482,31.301,6,15,396.626254
169,85446,1577,2020/8/1 19:14,121.471,31.321,2020/8/1 19:25,121.49,31.317,3,11,1862.098047
170,112788,8097,2020/8/1 19:18,121.446,31.183,2020/8/1 19:30,121.456,31.19,7,12,1229.184574
171,75939,5827,2020/8/1 19:20,121.515,31.301,2020/8/1 19:52,121.529,31.328,7,32,3276.84786
172,117659,5390,2020/8/1 19:23,121.405,31.283,2020/8/1 20:55,121.437,31.198,4,92,9905.02864
173,127963,5241,2020/8/1 19:26,121.511,31.347,2020/8/1 19:38,121.499,31.344,5,12,1189.357841
174,107050,3117,2020/8/1 19:28,121.454,31.153,2020/8/1 19:53,121.462,31.174,7,25,2450.064715
175,49771,1091,2020/8/1 19:34,121.411,31.28,2020/8/1 19:55,121.432,31.282,7,21,2011.941843
176,22034,4218,2020/8/1 19:35,121.427,31.222,2020/8/1 19:41,121.417,31.216,5,6,1162.098285
177,11374,7248,2020/8/1 19:40,121.434,31.229,2020/8/1 19:49,121.424,31.237,7,9,1301.694552
178,100237,6320,2020/8/1 19:42,121.492,31.221,2020/8/1 19:49,121.49,31.215,0,7,691.998023
179,110021,2073,2020/8/1 19:44,121.5,31.261,2020/8/1 19:48,121.503,31.267,6,4,724.006798
180,26039,5895,2020/8/1 19:48,121.505,31.297,2020/8/1 19:54,121.498,31.294,2,6,744.853476
181,4521,1305,2020/8/1 19:52,121.515,31.307,2020/8/1 19:58,121.513,31.304,7,6,383.262081
182,94937,3018,2020/8/1 19:56,121.527,31.318,2020/8/1 20:06,121.523,31.325,7,10,864.479585
183,123917,5161,2020/8/1 19:57,121.455,31.186,2020/8/1 20:24,121.448,31.184,5,27,703.1177
184,121511,7455,2020/8/1 19:59,121.523,31.213,2020/8/1 20:05,121.525,31.211,5,6,292.3934
185,42418,7360,2020/8/1 20:01,121.429,31.193,2020/8/1 20:30,121.475,31.2,5,29,4452.327604
186,8060,3804,2020/8/1 20:07,121.459,31.226,2020/8/1 20:19,121.471,31.232,5,12,1322.75745
187,13374,7008,2020/8/1 20:11,121.414,31.153,2020/8/1 20:18,121.421,31.154,5,7,676.602468
188,125394,874,2020/8/1 20:13,121.48,31.297,2020/8/1 20:42,121.448,31.296,5,29,3048.656408
189,107699,7823,2020/8/1 20:17,121.494,31.251,2020/8/1 20:35,121.498,31.267,5,18,1814.431402
190,7528,2989,2020/8/1 20:19,121.454,31.217,2020/8/1 20:58,121.42,31.211,1,39,3307.462178
191,43850,7507,2020/8/1 20:21,121.522,31.329,2020/8/1 21:01,121.525,31.331,3,40,361.518548
192,127681,6157,2020/8/1 20:23,121.478,31.265,2020/8/1 20:38,121.49,31.252,4,15,1839.524779
193,50944,6278,2020/8/1 20:28,121.45,31.251,2020/8/1 20:45,121.459,31.247,3,17,965.217943
194,109298,7345,2020/8/1 20:32,121.41,31.233,2020/8/1 21:01,121.422,31.215,2,29,2300.038598
195,123746,7366,2020/8/1 20:36,121.498,31.216,2020/8/1 21:39,121.464,31.183,0,63,4887.414946
196,73893,4435,2020/8/1 20:37,121.495,31.279,2020/8/1 20:41,121.49,31.276,7,4,580.81015
197,17564,6015,2020/8/1 20:41,121.488,31.325,2020/8/1 21:12,121.534,31.321,5,31,4400.723292
198,124116,1985,2020/8/1 20:44,121.448,31.331,2020/8/1 20:52,121.455,31.329,4,8,702.152202
199,77863,8040,2020/8/1 20:47,121.463,31.254,2020/8/1 21:09,121.465,31.247,0,22,799.155694
200,74336,3935,2020/8/1 20:48,121.33,31.226,2020/8/1 21:24,121.324,31.244,7,36,2075.970969
201,87706,6220,2020/8/1 20:51,121.376,31.31,2020/8/1 21:23,121.374,31.308,3,32,292.268998
202,69103,4012,2020/8/1 20:56,121.49,31.312,2020/8/1 21:01,121.493,31.315,5,5,438.394831
203,27300,4828,2020/8/1 20:57,121.464,31.182,2020/8/1 21:22,121.444,31.173,1,25,2151.8823
204,101368,3271,2020/8/1 21:01,121.534,31.331,2020/8/1 21:24,121.522,31.315,3,23,2109.888685
205,57613,6343,2020/8/1 21:04,121.414,31.271,2020/8/1 21:12,121.421,31.27,0,8,675.792636
206,24621,6602,2020/8/1 21:07,121.466,31.204,2020/8/1 21:16,121.464,31.2,3,9,482.71638
207,96934,5668,2020/8/1 21:12,121.426,31.295,2020/8/1 21:28,121.41,31.308,5,16,2097.094974
208,49183,2860,2020/8/1 21:16,121.422,31.266,2020/8/1 21:21,121.418,31.264,4,5,440.794845
209,125253,2935,2020/8/1 21:20,121.553,31.28,2020/8/1 21:28,121.551,31.29,7,8,1124.979725
210,123900,5960,2020/8/1 21:24,121.435,31.168,2020/8/1 21:53,121.438,31.167,5,29,306.748812
211,129115,2355,2020/8/1 21:29,121.406,31.291,2020/8/1 21:41,121.403,31.285,0,12,723.980541
212,25416,2792,2020/8/1 21:38,121.367,31.228,2020/8/1 21:57,121.363,31.247,0,19,2140.786135
213,72413,2741,2020/8/1 21:43,121.459,31.254,2020/8/1 21:49,121.462,31.257,7,6,438.506468
214,49013,7776,2020/8/1 21:46,121.484,31.21,2020/8/1 22:22,121.483,31.208,3,36,241.355641
215,104950,1567,2020/8/1 21:53,121.514,31.307,2020/8/1 22:05,121.532,31.308,5,12,1717.119043
216,118716,2915,2020/8/1 21:56,121.389,31.174,2020/8/1 22:32,121.412,31.164,2,36,2457.0848
217,533,6059,2020/8/1 22:01,121.457,31.183,2020/8/1 22:13,121.445,31.179,7,12,1226.844283
218,108102,7285,2020/8/1 22:03,121.543,31.268,2020/8/1 22:22,121.548,31.288,5,19,2268.025636
219,81897,2188,2020/8/1 22:09,121.476,31.282,2020/8/1 22:33,121.49,31.316,5,24,3998.431989
220,82995,7570,2020/8/1 22:13,121.479,31.302,2020/8/1 22:15,121.478,31.299,3,2,345.980316
221,129422,1183,2020/8/1 22:23,121.404,31.109,2020/8/1 23:24,121.4,31.111,5,61,441.329213
222,12434,8524,2020/8/1 22:30,121.433,31.202,2020/8/1 22:33,121.43,31.203,1,3,306.650936
223,129402,5697,2020/8/1 22:38,121.355,31.295,2020/8/1 22:50,121.349,31.31,2,12,1758.47892
224,129444,7812,2020/8/1 22:44,121.467,31.258,2020/8/1 23:04,121.463,31.254,2,20,584.674008
225,96490,4617,2020/8/1 22:53,121.499,31.308,2020/8/1 23:03,121.49,31.318,3,10,1401.174257
226,36261,5945,2020/8/1 23:06,121.421,31.26,2020/8/1 23:11,121.417,31.261,4,5,396.780418
227,129460,2943,2020/8/1 23:23,121.49,31.244,2020/8/1 23:49,121.527,31.255,3,26,3729.479301
228,128094,2411,2020/8/1 23:43,121.411,31.265,2020/8/1 23:51,121.397,31.268,5,8,1374.189927
229,105845,5510,2020/8/2 0:25,121.421,31.218,2020/8/2 0:34,121.409,31.216,3,9,1164.750702
230,62385,7634,2020/8/2 1:11,121.439,31.187,2020/8/2 2:12,121.448,31.192,7,61,1021.370691
231,108833,8552,2020/8/2 1:45,121.372,31.177,2020/8/2 1:56,121.382,31.172,7,11,1102.767778
232,83357,5350,2020/8/2 6:18,121.392,31.215,2020/8/2 6:31,121.391,31.203,4,13,1333.885156
233,14198,4609,2020/8/2 7:01,121.429,31.144,2020/8/2 7:07,121.431,31.151,4,6,799.192866
234,120954,7400,2020/8/2 7:23,121.362,31.175,2020/8/2 7:27,121.37,31.176,7,4,770.648527
235,74558,6603,2020/8/2 7:33,121.54,31.303,2020/8/2 7:38,121.546,31.306,5,5,660.98748
236,72397,4697,2020/8/2 7:46,121.438,31.304,2020/8/2 8:01,121.437,31.294,0,15,1112.826162
237,77629,5737,2020/8/2 7:55,121.433,31.124,2020/8/2 8:04,121.437,31.134,0,9,1172.517239
238,72753,2387,2020/8/2 8:08,121.399,31.221,2020/8/2 8:18,121.415,31.218,4,10,1560.419662
239,126752,4026,2020/8/2 8:16,121.463,31.28,2020/8/2 8:28,121.452,31.279,0,12,1053.321944
240,79226,734,2020/8/2 8:17,121.49,31.288,2020/8/2 8:27,121.489,31.294,4,10,672.025984
241,93862,836,2020/8/2 8:18,121.438,31.304,2020/8/2 8:32,121.439,31.297,3,14,781.939794
242,54566,4198,2020/8/2 8:19,121.489,31.32,2020/8/2 8:38,121.504,31.34,2,19,2637.305703
243,24088,6197,2020/8/2 8:20,121.342,31.259,2020/8/2 8:27,121.339,31.255,5,7,527.57609
244,125411,7919,2020/8/2 8:22,121.534,31.331,2020/8/2 8:29,121.531,31.323,0,7,931.825131
245,14460,8602,2020/8/2 8:25,121.45,31.251,2020/8/2 8:37,121.452,31.235,7,12,1784.179973
246,122425,5903,2020/8/2 8:29,121.54,31.297,2020/8/2 8:44,121.521,31.308,4,15,2181.589773
247,105256,3089,2020/8/2 8:32,121.419,31.175,2020/8/2 8:43,121.413,31.186,1,11,1347.04834
248,22937,6135,2020/8/2 8:36,121.413,31.223,2020/8/2 8:39,121.416,31.219,5,3,527.632711
249,104457,8251,2020/8/2 8:37,121.434,31.201,2020/8/2 8:47,121.43,31.208,5,10,864.673984
250,105830,6525,2020/8/2 8:41,121.478,31.27,2020/8/2 8:50,121.469,31.271,2,9,864.244064
251,82270,4833,2020/8/2 8:43,121.383,31.158,2020/8/2 8:57,121.391,31.156,0,14,794.357025
252,60476,966,2020/8/2 8:45,121.531,31.315,2020/8/2 8:51,121.524,31.314,5,6,675.487381
253,26311,6963,2020/8/2 8:49,121.572,31.25,2020/8/2 8:59,121.578,31.242,0,10,1055.186791
254,112484,307,2020/8/2 8:53,121.382,31.283,2020/8/2 9:04,121.377,31.272,0,11,1309.262179
255,127315,5197,2020/8/2 8:56,121.382,31.23,2020/8/2 9:05,121.38,31.222,7,9,907.225156
256,35307,5547,2020/8/2 8:58,121.367,31.255,2020/8/2 9:17,121.376,31.232,3,19,2690.357451
257,129459,2331,2020/8/2 9:01,121.537,31.311,2020/8/2 9:08,121.532,31.313,5,7,525.081308
258,104011,975,2020/8/2 9:04,121.452,31.28,2020/8/2 9:23,121.467,31.262,4,19,2454.293894
259,103232,5226,2020/8/2 9:05,121.395,31.325,2020/8/2 9:07,121.397,31.321,3,2,482.628152
260,66729,4570,2020/8/2 9:08,121.531,31.323,2020/8/2 9:37,121.533,31.275,2,29,5325.386797
261,94392,4804,2020/8/2 9:13,121.408,31.246,2020/8/2 9:19,121.415,31.244,2,6,702.718656
262,128027,5335,2020/8/2 9:17,121.521,31.288,2020/8/2 9:26,121.509,31.289,5,9,1147.953256
263,9535,4978,2020/8/2 9:21,121.379,31.312,2020/8/2 9:30,121.389,31.32,0,9,1301.092226
264,46796,7409,2020/8/2 9:26,121.535,31.261,2020/8/2 9:51,121.523,31.293,5,25,3727.45908
265,71332,5617,2020/8/2 9:28,121.43,31.194,2020/8/2 9:36,121.436,31.195,0,8,582.508153
266,45304,5361,2020/8/2 9:37,121.361,31.216,2020/8/2 9:44,121.349,31.221,3,7,1270.729419
267,63284,1725,2020/8/2 9:45,121.39,31.268,2020/8/2 9:52,121.397,31.266,2,7,702.572173
268,62181,137,2020/8/2 9:47,121.502,31.286,2020/8/2 9:52,121.503,31.285,0,5,146.149581
269,2452,2911,2020/8/2 9:51,121.655,31.268,2020/8/2 10:06,121.638,31.263,0,15,1711.336097
270,30016,5754,2020/8/2 9:59,121.481,31.306,2020/8/2 10:12,121.485,31.291,2,13,1706.162528
271,127460,6358,2020/8/2 10:08,121.536,31.333,2020/8/2 10:20,121.531,31.323,0,12,1206.561253
272,17143,979,2020/8/2 10:15,121.456,31.185,2020/8/2 10:18,121.453,31.186,4,3,306.698488
273,15250,4607,2020/8/2 10:23,121.482,31.203,2020/8/2 10:30,121.488,31.202,0,7,582.460944
274,24337,2786,2020/8/2 10:34,121.44,31.256,2020/8/2 11:16,121.394,31.249,7,42,4449.78427
275,1265,7706,2020/8/2 10:45,121.477,31.199,2020/8/2 10:49,121.474,31.198,3,4,306.662126
276,107272,2015,2020/8/2 10:54,121.479,31.297,2020/8/2 11:03,121.475,31.304,3,9,864.514511
277,16415,6643,2020/8/2 11:00,121.434,31.217,2020/8/2 11:06,121.439,31.214,3,6,581.063431
278,126216,4420,2020/8/2 11:10,121.432,31.151,2020/8/2 11:27,121.455,31.153,3,17,2204.287856
279,118937,2990,2020/8/2 11:18,121.539,31.261,2020/8/2 11:32,121.517,31.252,5,14,2320.913646
280,118178,6678,2020/8/2 11:27,121.438,31.31,2020/8/2 12:00,121.452,31.275,5,33,4103.157465
281,49010,2806,2020/8/2 11:35,121.487,31.288,2020/8/2 11:40,121.483,31.29,2,5,440.71191
282,22356,2939,2020/8/2 11:41,121.443,31.28,2020/8/2 11:45,121.451,31.278,1,4,793.418277
283,26721,2841,2020/8/2 11:47,121.545,31.289,2020/8/2 11:49,121.549,31.288,0,2,396.672521
284,105795,8460,2020/8/2 12:00,121.478,31.225,2020/8/2 12:09,121.491,31.231,4,9,1405.935237
285,54396,7808,2020/8/2 12:06,121.428,31.153,2020/8/2 12:12,121.419,31.156,4,6,920.355426
286,108085,6338,2020/8/2 12:13,121.412,31.124,2020/8/2 12:28,121.401,31.133,0,15,1447.888167
287,117812,7695,2020/8/2 12:19,121.52,31.32,2020/8/2 12:28,121.508,31.312,3,9,1446.206488
288,72305,5044,2020/8/2 12:29,121.425,31.221,2020/8/2 12:32,121.421,31.219,5,3,440.950208
289,58794,636,2020/8/2 12:37,121.479,31.289,2020/8/2 12:46,121.485,31.302,5,9,1550.44282
290,126083,5834,2020/8/2 12:42,121.562,31.213,2020/8/2 12:46,121.574,31.215,0,4,1164.786125
291,117314,6590,2020/8/2 12:50,121.489,31.27,2020/8/2 12:56,121.484,31.265,5,6,730.805637
292,78387,7636,2020/8/2 12:59,121.446,31.187,2020/8/2 13:08,121.44,31.193,5,9,877.264728
293,131369,8631,2020/8/2 13:11,121.437,31.205,2020/8/2 13:21,121.443,31.214,1,10,1150.060724
294,127466,8092,2020/8/2 13:19,121.47,31.205,2020/8/2 14:40,121.442,31.199,0,81,2750.136568
295,46589,5912,2020/8/2 13:25,121.465,31.198,2020/8/2 13:29,121.467,31.195,5,4,383.365951
296,81393,3658,2020/8/2 13:32,121.444,31.182,2020/8/2 13:41,121.435,31.177,7,9,1021.445964
297,17193,7891,2020/8/2 13:37,121.457,31.208,2020/8/2 13:41,121.463,31.21,4,4,613.265497
298,41210,2923,2020/8/2 13:47,121.497,31.249,2020/8/2 13:51,121.491,31.248,7,4,582.189285
299,49882,7652,2020/8/2 13:54,121.422,31.274,2020/8/2 14:02,121.411,31.28,3,8,1240.888136
300,130805,3241,2020/8/2 14:01,121.518,31.284,2020/8/2 14:23,121.525,31.309,0,22,2850.857909
301,131795,226,2020/8/2 14:13,121.49,31.263,2020/8/2 14:36,121.508,31.252,7,23,2103.98676
302,17674,7244,2020/8/2 14:23,121.413,31.17,2020/8/2 14:26,121.416,31.174,3,3,527.709709
303,96756,5325,2020/8/2 14:31,121.485,31.211,2020/8/2 14:40,121.482,31.201,0,9,1144.997133
