UID,ST,BID
2402,2020/8/20 15:28,148017
9476,2020/8/20 15:30,50076
15591,2020/8/20 15:32,276281
1616,2020/8/20 15:34,276289
10251,2020/8/20 15:36,265448
3873,2020/8/20 15:37,8978
10620,2020/8/20 15:39,187579
10270,2020/8/20 15:42,234138
4475,2020/8/20 15:44,63336
6587,2020/8/20 15:46,2013
14861,2020/8/20 15:47,100141
13670,2020/8/20 15:49,276435
3472,2020/8/20 15:51,151272
7589,2020/8/20 15:53,9162
14542,2020/8/20 15:57,99587
293,2020/8/20 15:58,93816
12082,2020/8/20 16:00,14419
14659,2020/8/20 16:02,203874
11231,2020/8/20 16:07,270478
10534,2020/8/20 16:09,113401
7662,2020/8/20 16:12,89013
10207,2020/8/20 16:13,268788
13034,2020/8/20 16:15,82095
2785,2020/8/20 16:17,148723
660,2020/8/20 16:20,207545
5476,2020/8/20 16:21,275009
8421,2020/8/20 16:23,2846
10509,2020/8/20 16:24,41689
4059,2020/8/20 16:26,244065
1506,2020/8/20 16:28,276588
9118,2020/8/20 16:30,153520
11496,2020/8/20 16:32,153808
6818,2020/8/20 16:33,60331
4345,2020/8/20 16:35,32431
13188,2020/8/20 16:37,94014
11419,2020/8/20 16:39,275624
6149,2020/8/20 16:42,75912
4311,2020/8/20 16:44,36541
12797,2020/8/20 16:46,155537
3069,2020/8/20 16:48,135746
15024,2020/8/20 16:51,194323
38,2020/8/20 16:53,220560
6896,2020/8/20 16:55,138142
1624,2020/8/20 16:57,277265
3534,2020/8/20 16:59,145299
471,2020/8/20 17:01,277363
11994,2020/8/20 17:03,46843
8875,2020/8/20 17:05,277411
6400,2020/8/20 17:06,57265
5472,2020/8/20 17:07,260485
2350,2020/8/20 17:09,1185
1468,2020/8/20 17:11,79189
3828,2020/8/20 17:13,247924
6132,2020/8/20 17:15,277534
740,2020/8/20 17:17,188228
5413,2020/8/20 17:19,3652
15574,2020/8/20 17:21,116032
10227,2020/8/20 17:23,103811
9344,2020/8/20 17:24,199447
722,2020/8/20 17:25,198054
14097,2020/8/20 17:26,15820
13710,2020/8/20 17:27,7182
14559,2020/8/20 17:29,273728
156,2020/8/20 17:31,55949
9738,2020/8/20 17:33,180254
11453,2020/8/20 17:34,228950
2648,2020/8/20 17:35,170591
12508,2020/8/20 17:37,41312
3686,2020/8/20 17:39,120804
11394,2020/8/20 17:40,226303
7320,2020/8/20 17:41,170523
4431,2020/8/20 17:42,86810
14723,2020/8/20 17:45,277930
14173,2020/8/20 17:46,252517
7347,2020/8/20 17:48,52637
13467,2020/8/20 17:50,251759
424,2020/8/20 17:51,256591
7096,2020/8/20 17:53,269810
8309,2020/8/20 17:56,60305
11722,2020/8/20 17:57,237901
11296,2020/8/20 17:58,277421
13773,2020/8/20 17:59,223950
9876,2020/8/20 18:01,91936
5116,2020/8/20 18:03,214492
2483,2020/8/20 18:04,223141
7837,2020/8/20 18:06,145485
11775,2020/8/20 18:08,118393
5087,2020/8/20 18:10,32943
13966,2020/8/20 18:11,221156
6397,2020/8/20 18:12,275611
1831,2020/8/20 18:15,23283
15070,2020/8/20 18:17,179301
13808,2020/8/20 18:19,278114
12905,2020/8/20 18:20,265602
9928,2020/8/20 18:21,113238
11615,2020/8/20 18:23,155161
8881,2020/8/20 18:25,98449
5399,2020/8/20 18:27,266262
4162,2020/8/20 18:28,66924
1400,2020/8/20 18:29,278618
14426,2020/8/20 18:30,152644
8727,2020/8/20 18:32,254001
9992,2020/8/20 18:34,187654
5972,2020/8/20 18:35,228769
14859,2020/8/20 18:37,74829
5092,2020/8/20 18:38,205924
11758,2020/8/20 18:41,278768
10273,2020/8/20 18:43,183966
13825,2020/8/20 18:44,155205
11233,2020/8/20 18:46,180226
408,2020/8/20 18:48,78173
13894,2020/8/20 18:49,278928
5213,2020/8/20 18:50,164207
9914,2020/8/20 18:52,8938
10980,2020/8/20 18:54,114629
6273,2020/8/20 18:56,254946
6595,2020/8/20 18:57,252848
7411,2020/8/20 18:59,272162
6754,2020/8/20 19:00,160929
425,2020/8/20 19:02,207938
8453,2020/8/20 19:02,110853
740,2020/8/20 19:04,188228
10774,2020/8/20 19:06,67362
3540,2020/8/20 19:08,274011
4731,2020/8/20 19:10,233396
4594,2020/8/20 19:12,230131
1809,2020/8/20 19:12,86370
349,2020/8/20 19:14,1770
4863,2020/8/20 19:15,264463
10678,2020/8/20 19:17,260990
9954,2020/8/20 19:18,210963
3882,2020/8/20 19:19,99913
13706,2020/8/20 19:21,17051
10007,2020/8/20 19:22,162322
11986,2020/8/20 19:23,101288
13926,2020/8/20 19:25,136156
11131,2020/8/20 19:26,97394
852,2020/8/20 19:27,278846
2974,2020/8/20 19:28,241913
13514,2020/8/20 19:30,271666
257,2020/8/20 19:31,203582
10234,2020/8/20 19:32,240434
603,2020/8/20 19:34,231835
233,2020/8/20 19:35,238448
4445,2020/8/20 19:37,279568
4406,2020/8/20 19:38,141370
2701,2020/8/20 19:40,195672
2102,2020/8/20 19:41,208545
7094,2020/8/20 19:42,130734
14939,2020/8/20 19:43,56205
8281,2020/8/20 19:45,51858
13909,2020/8/20 19:46,119565
7555,2020/8/20 19:47,80368
8309,2020/8/20 19:48,238387
997,2020/8/20 19:50,251658
9800,2020/8/20 19:51,26998
13149,2020/8/20 19:53,144959
13698,2020/8/20 19:54,278545
14868,2020/8/20 19:56,219145
7793,2020/8/20 19:57,279611
5988,2020/8/20 19:59,194688
2195,2020/8/20 20:01,2967
11895,2020/8/20 20:04,244131
7199,2020/8/20 20:05,148929
6334,2020/8/20 20:06,264216
14866,2020/8/20 20:07,246141
10287,2020/8/20 20:09,126552
14733,2020/8/20 20:10,176824
11000,2020/8/20 20:13,103734
14907,2020/8/20 20:14,7382
7512,2020/8/20 20:16,254869
1001,2020/8/20 20:17,229892
6850,2020/8/20 20:19,108853
11956,2020/8/20 20:21,278274
4958,2020/8/20 20:23,190118
7722,2020/8/20 20:25,109257
13910,2020/8/20 20:27,276100
3396,2020/8/20 20:30,188230
1055,2020/8/20 20:31,34414
6380,2020/8/20 20:33,280267
3466,2020/8/20 20:35,278051
2572,2020/8/20 20:38,50574
5525,2020/8/20 20:39,278601
14364,2020/8/20 20:41,44082
2879,2020/8/20 20:42,176747
3718,2020/8/20 20:44,111369
7277,2020/8/20 20:45,253484
13562,2020/8/20 20:47,206161
11804,2020/8/20 20:49,32841
8120,2020/8/20 20:52,11569
13616,2020/8/20 20:55,280530
10643,2020/8/20 20:56,269764
16045,2020/8/20 20:57,197115
15377,2020/8/20 20:59,38926
11643,2020/8/20 21:01,239708
13083,2020/8/20 21:03,67273
12313,2020/8/20 21:05,246038
11133,2020/8/20 21:06,41799
9262,2020/8/20 21:07,278571
6704,2020/8/20 21:08,280709
4345,2020/8/20 21:09,158326
1740,2020/8/20 21:11,126233
9197,2020/8/20 21:12,125960
15742,2020/8/20 21:14,143171
14457,2020/8/20 21:15,105540
14123,2020/8/20 21:17,77050
9572,2020/8/20 21:18,232347
12539,2020/8/20 21:20,32542
11361,2020/8/20 21:21,29789
1004,2020/8/20 21:23,27924
6074,2020/8/20 21:25,47535
4690,2020/8/20 21:27,90765
5088,2020/8/20 21:29,209358
5112,2020/8/20 21:32,214963
1718,2020/8/20 21:33,84896
2536,2020/8/20 21:36,2058
179,2020/8/20 21:38,281063
3891,2020/8/20 21:39,281096
1640,2020/8/20 21:41,142254
10943,2020/8/20 21:44,188399
9621,2020/8/20 21:46,245056
5256,2020/8/20 21:48,239541
10910,2020/8/20 21:50,280823
11657,2020/8/20 21:52,62942
4003,2020/8/20 21:53,175858
10379,2020/8/20 21:55,195136
11458,2020/8/20 21:59,44359
13010,2020/8/20 22:01,183459
4001,2020/8/20 22:03,268988
10169,2020/8/20 22:05,86113
14556,2020/8/20 22:08,187095
15035,2020/8/20 22:09,98088
13051,2020/8/20 22:12,5840
4317,2020/8/20 22:15,277524
15094,2020/8/20 22:18,64928
8614,2020/8/20 22:19,27303
9178,2020/8/20 22:23,209366
4548,2020/8/20 22:25,280293
5222,2020/8/20 22:29,218703
1970,2020/8/20 22:33,238365
5191,2020/8/20 22:36,279330
10072,2020/8/20 22:38,64921
1409,2020/8/20 22:41,88066
211,2020/8/20 22:44,53997
10493,2020/8/20 22:48,101219
15033,2020/8/20 22:51,122511
5290,2020/8/20 22:56,241561
1275,2020/8/20 23:03,276292
1403,2020/8/20 23:07,36804
14201,2020/8/20 23:12,281915
13556,2020/8/20 23:17,282012
9121,2020/8/20 23:21,100113
5400,2020/8/20 23:29,102446
1577,2020/8/20 23:32,122324
14901,2020/8/20 23:39,101337
7642,2020/8/20 23:44,84150
11161,2020/8/20 23:51,86418
14723,2020/8/20 23:55,278718
14190,2020/8/21 0:15,74314
1183,2020/8/21 0:26,282328
7181,2020/8/21 0:30,269389
14033,2020/8/21 0:35,252523
11202,2020/8/21 0:45,192332
3169,2020/8/21 0:57,27406
10446,2020/8/21 1:05,191469
6500,2020/8/21 1:19,68508
1866,2020/8/21 1:44,28235
5253,2020/8/21 2:02,196973
14137,2020/8/21 2:29,224772
14133,2020/8/21 3:04,241734
8102,2020/8/21 3:35,158022
7762,2020/8/21 5:10,206343
11103,2020/8/21 5:31,243119
7546,2020/8/21 5:52,233903
3603,2020/8/21 6:07,189619
2873,2020/8/21 6:16,226163
12616,2020/8/21 6:31,219065
5771,2020/8/21 6:42,142683
14785,2020/8/21 6:52,216309
12790,2020/8/21 6:57,282788
13242,2020/8/21 7:02,153036
2798,2020/8/21 7:07,165765
12736,2020/8/21 7:14,206817
7801,2020/8/21 7:22,262857
9797,2020/8/21 7:30,56969
10712,2020/8/21 7:32,98039
8751,2020/8/21 7:41,283036
11092,2020/8/21 7:44,282892
6733,2020/8/21 7:49,204802
8414,2020/8/21 7:53,51740
12880,2020/8/21 7:58,255892
13709,2020/8/21 8:01,275531
3019,2020/8/21 8:05,282980
12941,2020/8/21 8:09,242415
10346,2020/8/21 8:13,212651
3266,2020/8/21 8:16,254034
1442,2020/8/21 8:20,211047
12007,2020/8/21 8:23,98869
13882,2020/8/21 8:27,190677
13582,2020/8/21 8:28,269779
1468,2020/8/21 8:30,214229
11055,2020/8/21 8:33,269276
7063,2020/8/21 8:35,251892
12393,2020/8/21 8:37,244657
11351,2020/8/21 8:39,130676
3373,2020/8/21 8:41,100840
13652,2020/8/21 8:44,283366
2422,2020/8/21 8:46,268284
13683,2020/8/21 8:47,6970
6830,2020/8/21 8:49,227641
2281,2020/8/21 8:51,283422
10872,2020/8/21 8:52,199901
2704,2020/8/21 8:55,145088
6904,2020/8/21 8:59,271601
15735,2020/8/21 9:03,113925
7577,2020/8/21 9:06,173219
13576,2020/8/21 9:09,97893
7737,2020/8/21 9:12,118558
1617,2020/8/21 9:15,233802
13060,2020/8/21 9:17,207315
11736,2020/8/21 9:20,203558
14548,2020/8/21 9:24,20050
395,2020/8/21 9:26,65355
5366,2020/8/21 9:30,197154
4291,2020/8/21 9:33,281574
6849,2020/8/21 9:36,283723
13004,2020/8/21 9:38,44986
10084,2020/8/21 9:41,250605
8697,2020/8/21 9:46,114417
660,2020/8/21 9:48,254818
5998,2020/8/21 9:51,283821
3754,2020/8/21 9:55,206985
7228,2020/8/21 10:00,242333
12336,2020/8/21 10:03,283582
1580,2020/8/21 10:07,69362
1758,2020/8/21 10:10,271443
1110,2020/8/21 10:12,97340
2866,2020/8/21 10:15,283581
7302,2020/8/21 10:17,273589
9096,2020/8/21 10:20,111230
14823,2020/8/21 10:22,63119
10593,2020/8/21 10:25,284126
12842,2020/8/21 10:28,81944
3847,2020/8/21 10:30,171858
10155,2020/8/21 10:32,227465
6325,2020/8/21 10:36,262249
13897,2020/8/21 10:38,141248
11591,2020/8/21 10:40,182032
9936,2020/8/21 10:43,143070
938,2020/8/21 10:45,97228
12938,2020/8/21 10:48,224209
9748,2020/8/21 10:51,92621
4202,2020/8/21 10:54,263945
14792,2020/8/21 10:57,105042
11393,2020/8/21 11:01,97596
14130,2020/8/21 11:04,10659
5462,2020/8/21 11:06,47939
14046,2020/8/21 11:10,13457
2396,2020/8/21 11:13,159478
6810,2020/8/21 11:18,204016
4411,2020/8/21 11:21,242232
12656,2020/8/21 11:23,158951
14371,2020/8/21 11:25,164076
13004,2020/8/21 11:28,121892
3184,2020/8/21 11:32,280148
5706,2020/8/21 11:35,282983
8528,2020/8/21 11:40,75252
12514,2020/8/21 11:45,219907
10322,2020/8/21 11:47,127922
3853,2020/8/21 11:49,207623
8811,2020/8/21 11:53,273759
3767,2020/8/21 11:54,138236
581,2020/8/21 11:58,269544
5525,2020/8/21 11:59,106177
4554,2020/8/21 12:01,34947
9409,2020/8/21 12:03,162353
5467,2020/8/21 12:06,38389
7761,2020/8/21 12:09,86707
15716,2020/8/21 12:11,205000
3706,2020/8/21 12:14,186768
13977,2020/8/21 12:19,223476
10953,2020/8/21 12:20,29176
14234,2020/8/21 12:25,250286
7525,2020/8/21 12:27,268112
8905,2020/8/21 12:30,81708
3386,2020/8/21 12:33,144986
11733,2020/8/21 12:36,215519
4493,2020/8/21 12:41,30155
7311,2020/8/21 12:43,178929
13579,2020/8/21 12:46,122877
13906,2020/8/21 12:50,54683
14079,2020/8/21 12:53,988
12910,2020/8/21 12:56,12956
13245,2020/8/21 12:59,211409
11562,2020/8/21 13:02,209511
14815,2020/8/21 13:05,163994
14213,2020/8/21 13:06,9519
2515,2020/8/21 13:09,1809
1355,2020/8/21 13:11,121182
12236,2020/8/21 13:14,197655
11499,2020/8/21 13:17,263186
4355,2020/8/21 13:21,62461
13880,2020/8/21 13:24,285371
8803,2020/8/21 13:26,64753
9699,2020/8/21 13:27,110582
3836,2020/8/21 13:29,117328
10137,2020/8/21 13:33,203444
13007,2020/8/21 13:39,99546
38,2020/8/21 13:43,123815
8235,2020/8/21 13:46,273299
6761,2020/8/21 13:49,283047
5399,2020/8/21 13:51,134819
13033,2020/8/21 13:53,29863
10504,2020/8/21 13:56,272787
241,2020/8/21 13:58,248132
2226,2020/8/21 13:59,75177
11303,2020/8/21 14:00,285720
14899,2020/8/21 14:04,285700
6817,2020/8/21 14:06,189303
12902,2020/8/21 14:08,245505
7043,2020/8/21 14:11,222100
7196,2020/8/21 14:15,85240
8889,2020/8/21 14:18,180442
6810,2020/8/21 14:20,285260
692,2020/8/21 14:24,284770
11540,2020/8/21 14:27,106124
1105,2020/8/21 14:28,34700
14348,2020/8/21 14:34,59182
13911,2020/8/21 14:36,162444
12196,2020/8/21 14:39,137645
6316,2020/8/21 14:42,33521
3586,2020/8/21 14:48,120988
6663,2020/8/21 14:52,33952
2896,2020/8/21 14:55,243919
14834,2020/8/21 14:57,285313
5343,2020/8/21 14:59,257054
732,2020/8/21 15:01,281542
13298,2020/8/21 15:04,142608
1199,2020/8/21 15:06,269907
5564,2020/8/21 15:09,64306
7403,2020/8/21 15:11,253097
11788,2020/8/21 15:14,81854
16026,2020/8/21 15:16,217712
11916,2020/8/21 15:20,276476
1014,2020/8/21 15:23,272009
11504,2020/8/21 15:26,34897
7970,2020/8/21 15:27,221014
11140,2020/8/21 15:31,236531
14076,2020/8/21 15:34,257479
2006,2020/8/21 15:36,121993
4156,2020/8/21 15:37,162428
7021,2020/8/21 15:40,115401
7700,2020/8/21 15:42,203045
7895,2020/8/21 15:45,215405
9152,2020/8/21 15:48,122177
12625,2020/8/21 15:51,281348
3268,2020/8/21 15:53,286686
6044,2020/8/21 15:55,68407
14874,2020/8/21 15:58,286719
14804,2020/8/21 15:59,175530
5301,2020/8/21 16:03,6842
6316,2020/8/21 16:05,26168
13228,2020/8/21 16:09,41259
4517,2020/8/21 16:12,34102
3617,2020/8/21 16:14,270907
724,2020/8/21 16:21,245657
11761,2020/8/21 17:11,260420
3781,2020/8/21 17:16,119481
6911,2020/8/21 17:17,284079
4569,2020/8/21 17:17,287065
15718,2020/8/21 17:18,122879
13962,2020/8/21 17:20,18762
6117,2020/8/21 17:22,235349
15979,2020/8/21 17:23,159472
10849,2020/8/21 17:26,97302
10540,2020/8/21 17:28,279011
9559,2020/8/21 17:30,287309
3755,2020/8/21 17:32,233578
4246,2020/8/21 17:33,287369
9201,2020/8/21 17:35,182202
3388,2020/8/21 17:39,24701
9931,2020/8/21 17:41,129801
14140,2020/8/21 17:43,62291
1674,2020/8/21 17:47,242615
9431,2020/8/21 17:49,70761
406,2020/8/21 17:51,94289
11351,2020/8/21 17:54,283457
4524,2020/8/21 17:55,71711
13286,2020/8/21 17:57,196628
1337,2020/8/21 17:59,287754
12945,2020/8/21 17:59,68120
11136,2020/8/21 18:02,71974
1013,2020/8/21 18:05,275234
11002,2020/8/21 18:08,73847
13350,2020/8/21 18:10,3908
10321,2020/8/21 18:10,119911
3603,2020/8/21 18:13,287977
13492,2020/8/21 18:15,135399
12219,2020/8/21 18:17,278226
13950,2020/8/21 18:19,73637
9747,2020/8/21 18:21,121832
1467,2020/8/21 18:23,90322
9022,2020/8/21 18:26,274473
14021,2020/8/21 18:29,10248
12813,2020/8/21 18:30,98247
11946,2020/8/21 18:31,222085
9511,2020/8/21 18:33,192714
7339,2020/8/21 18:34,40293
142,2020/8/21 18:37,72559
8816,2020/8/21 18:38,179729
3606,2020/8/21 18:40,188322
8997,2020/8/21 18:41,193789
8572,2020/8/21 18:42,116935
7969,2020/8/21 18:43,230880
11678,2020/8/21 18:46,193083
5213,2020/8/21 18:47,220389
12326,2020/8/21 18:48,106063
1592,2020/8/21 18:49,288559
6595,2020/8/21 18:52,31249
11940,2020/8/21 18:53,287153
2860,2020/8/21 18:55,287202
13013,2020/8/21 18:58,171070
5503,2020/8/21 19:00,173021
2252,2020/8/21 19:01,99394
14284,2020/8/21 19:03,16393
2427,2020/8/21 19:04,172658
15583,2020/8/21 19:05,89381
379,2020/8/21 19:07,141432
14278,2020/8/21 19:09,155392
5422,2020/8/21 19:12,128335
13904,2020/8/21 19:13,270222
10726,2020/8/21 19:15,237044
10171,2020/8/21 19:18,88133
1310,2020/8/21 19:19,8198
7657,2020/8/21 19:21,214053
10516,2020/8/21 19:22,101330
2062,2020/8/21 19:24,232238
2024,2020/8/21 19:26,259847
100,2020/8/21 19:28,214170
6383,2020/8/21 19:31,136513
14708,2020/8/21 19:32,252471
13542,2020/8/21 19:34,247938
11417,2020/8/21 19:36,203580
1826,2020/8/21 19:37,230976
4748,2020/8/21 19:39,21084
14931,2020/8/21 19:41,281851
6673,2020/8/21 19:42,174648
9467,2020/8/21 19:43,223153
10585,2020/8/21 19:45,276937
8423,2020/8/21 19:47,47986
8934,2020/8/21 19:48,141356
9647,2020/8/21 19:50,11972
2136,2020/8/21 19:52,288365
6124,2020/8/21 19:53,180864
2766,2020/8/21 19:55,289304
692,2020/8/21 19:57,123763
9337,2020/8/21 20:00,84974
2783,2020/8/21 20:03,185367
9352,2020/8/21 20:04,71
10640,2020/8/21 20:06,9348
14316,2020/8/21 20:07,46722
9873,2020/8/21 20:08,220487
2137,2020/8/21 20:10,240945
11818,2020/8/21 20:12,224559
12607,2020/8/21 20:14,140095
1249,2020/8/21 20:16,242308
14108,2020/8/21 20:18,217961
1136,2020/8/21 20:21,168275
331,2020/8/21 20:22,46693
12174,2020/8/21 20:24,30505
3541,2020/8/21 20:25,282274
3121,2020/8/21 20:27,94427
6066,2020/8/21 20:29,127030
2915,2020/8/21 20:32,197111
560,2020/8/21 20:34,289988
5954,2020/8/21 20:35,99821
8663,2020/8/21 20:37,290135
12391,2020/8/21 20:39,276062
3030,2020/8/21 20:40,247548
5313,2020/8/21 20:42,46717
6052,2020/8/21 20:43,290077
14720,2020/8/21 20:45,290192
10978,2020/8/21 20:47,259258
7448,2020/8/21 20:49,256422
110,2020/8/21 20:51,98056
5973,2020/8/21 20:53,247764
14881,2020/8/21 20:55,89199
12329,2020/8/21 20:57,260575
1997,2020/8/21 20:59,245869
7528,2020/8/21 21:03,9965
3713,2020/8/21 21:05,283118
9662,2020/8/21 21:07,176506
6897,2020/8/21 21:08,139625
11740,2020/8/21 21:11,258138
2536,2020/8/21 21:13,220002
15450,2020/8/21 21:15,147453
16184,2020/8/21 21:18,290464
10277,2020/8/21 21:20,283188
14576,2020/8/21 21:22,44716
6233,2020/8/21 21:24,196745
8223,2020/8/21 21:26,283857
10834,2020/8/21 21:28,221871
5685,2020/8/21 21:30,21084
4133,2020/8/21 21:32,45985
596,2020/8/21 21:34,199322
5587,2020/8/21 21:36,288752
8821,2020/8/21 21:38,58404
7672,2020/8/21 21:41,94596
5398,2020/8/21 21:44,288836
6820,2020/8/21 21:46,73608
4317,2020/8/21 21:48,101600
2000,2020/8/21 21:50,212930
12621,2020/8/21 21:52,195217
3909,2020/8/21 21:55,240544
13737,2020/8/21 21:57,251375
14753,2020/8/21 22:01,159103
11789,2020/8/21 22:07,220985
12807,2020/8/21 22:11,123620
10632,2020/8/21 22:16,3699
7753,2020/8/21 22:22,97872
15850,2020/8/21 22:30,43356
3780,2020/8/21 22:34,85704
13972,2020/8/21 22:37,85997
14927,2020/8/21 22:41,110035
13630,2020/8/21 22:43,137794
9188,2020/8/21 22:46,142455
13347,2020/8/21 22:51,62120
10518,2020/8/21 22:57,81794
9055,2020/8/21 23:07,63613
15973,2020/8/21 23:11,168
9182,2020/8/21 23:18,211224
1115,2020/8/21 23:22,136151
15759,2020/8/21 23:27,233345
2691,2020/8/21 23:37,271571
15430,2020/8/21 23:43,2413
9019,2020/8/21 23:50,13934
3051,2020/8/21 23:54,90657
13905,2020/8/22 0:02,3438
887,2020/8/22 0:14,190710
5802,2020/8/22 0:23,291773
12104,2020/8/22 0:32,97610
11115,2020/8/22 0:43,77231
14838,2020/8/22 1:01,109932
8894,2020/8/22 1:32,290266
9115,2020/8/22 2:04,293635
6261,2020/8/22 2:32,203914
13475,2020/8/22 3:09,227306
6176,2020/8/22 3:56,236783
6397,2020/8/22 4:38,257804
3548,2020/8/22 5:06,186621
1964,2020/8/22 5:29,132227
10477,2020/8/22 5:38,186214
12754,2020/8/22 5:49,279739
12076,2020/8/22 6:03,292175
2920,2020/8/22 6:15,159090
965,2020/8/22 6:19,260423
9308,2020/8/22 6:25,110553
13250,2020/8/22 6:28,104419
5756,2020/8/22 6:33,265971
5022,2020/8/22 6:38,262810
3319,2020/8/22 6:43,162189
6867,2020/8/22 6:45,261467
12859,2020/8/22 6:47,255461
10814,2020/8/22 6:49,50189
3396,2020/8/22 6:51,23381
10581,2020/8/22 6:55,197945
795,2020/8/22 6:59,249058
10893,2020/8/22 7:01,292426
14898,2020/8/22 7:04,97485
3486,2020/8/22 7:08,280657
9806,2020/8/22 7:10,256512
11105,2020/8/22 7:12,235688
13535,2020/8/22 7:15,210141
298,2020/8/22 7:17,181588
12258,2020/8/22 7:19,32106
2347,2020/8/22 7:21,9478
5197,2020/8/22 7:23,95130
752,2020/8/22 7:25,290580
2780,2020/8/22 7:26,124443
10743,2020/8/22 7:27,190783
8418,2020/8/22 7:29,258801
2710,2020/8/22 7:31,152471
9962,2020/8/22 7:33,256209
13077,2020/8/22 7:35,11465
7267,2020/8/22 7:36,80399
12839,2020/8/22 7:38,132086
1965,2020/8/22 7:39,108444
12689,2020/8/22 7:40,266152
5042,2020/8/22 7:41,135317
1612,2020/8/22 7:42,93110
2556,2020/8/22 7:45,136027
14971,2020/8/22 7:46,259546
10922,2020/8/22 7:48,7493
7729,2020/8/22 7:49,283973
8096,2020/8/22 7:51,651
12040,2020/8/22 7:52,116566
8639,2020/8/22 7:54,93801
3796,2020/8/22 7:55,134522
3624,2020/8/22 7:56,142262
4968,2020/8/22 7:58,65853
13893,2020/8/22 7:59,2486
9333,2020/8/22 8:00,64505
11789,2020/8/22 8:02,134090
14956,2020/8/22 8:03,3116
4333,2020/8/22 8:05,238180
1454,2020/8/22 8:06,203094
12536,2020/8/22 8:07,11776
1413,2020/8/22 8:08,256762
10134,2020/8/22 8:09,170527
14536,2020/8/22 8:11,7778
9467,2020/8/22 8:11,72683
709,2020/8/22 8:13,38093
13645,2020/8/22 8:14,85947
1670,2020/8/22 8:15,130760
6475,2020/8/22 8:16,26740
15391,2020/8/22 8:18,81548
16042,2020/8/22 8:19,110262
10155,2020/8/22 8:19,26179
12113,2020/8/22 8:20,235029
9705,2020/8/22 8:22,198921
171,2020/8/22 8:23,32397
9201,2020/8/22 8:24,167932
12627,2020/8/22 8:25,13460
2191,2020/8/22 8:26,45142
14531,2020/8/22 8:28,400
2632,2020/8/22 8:29,292601
6875,2020/8/22 8:31,156062
8446,2020/8/22 8:32,223329
2297,2020/8/22 8:34,141142
6945,2020/8/22 8:35,156420
14002,2020/8/22 8:36,242127
14069,2020/8/22 8:37,265481
5345,2020/8/22 8:39,183662
15970,2020/8/22 8:40,19510
14199,2020/8/22 8:42,256467
4234,2020/8/22 8:44,293055
4249,2020/8/22 8:46,241581
2920,2020/8/22 8:47,168896
3794,2020/8/22 8:49,101886
651,2020/8/22 8:50,290713
11914,2020/8/22 8:52,21137
10878,2020/8/22 8:54,116856
11547,2020/8/22 8:55,292949
6536,2020/8/22 8:57,288583
10063,2020/8/22 8:58,49258
5163,2020/8/22 9:02,45736
1846,2020/8/22 9:04,190351
1983,2020/8/22 9:08,231417
14306,2020/8/22 9:09,121248
1478,2020/8/22 9:11,79256
5718,2020/8/22 9:13,89923
1807,2020/8/22 9:15,251776
1929,2020/8/22 9:17,128621
3962,2020/8/22 9:19,223238
7873,2020/8/22 9:20,81081
4075,2020/8/22 9:24,174558
14336,2020/8/22 9:25,226361
2971,2020/8/22 9:28,10499
14629,2020/8/22 9:32,97062
11943,2020/8/22 9:33,170527
9953,2020/8/22 9:36,62935
13299,2020/8/22 9:40,79199
4759,2020/8/22 9:44,98416
15634,2020/8/22 9:47,212556
2583,2020/8/22 9:51,228072
11443,2020/8/22 9:54,181817
5998,2020/8/22 9:55,271296
2633,2020/8/22 9:58,227600
14432,2020/8/22 10:01,199416
8739,2020/8/22 10:07,227041
1824,2020/8/22 10:13,64736
14453,2020/8/22 10:15,263950
6973,2020/8/22 10:19,241773
14617,2020/8/22 10:23,169424
15984,2020/8/22 10:29,291301
7185,2020/8/22 10:36,121158
507,2020/8/22 10:40,21813
6720,2020/8/22 10:45,279061
15966,2020/8/22 10:51,136514
5883,2020/8/22 10:54,146797
14839,2020/8/22 10:58,252667
1559,2020/8/22 11:04,258308
7667,2020/8/22 11:07,60505
9586,2020/8/22 11:12,289217
11035,2020/8/22 11:17,253513
8121,2020/8/22 11:19,48605
15696,2020/8/22 11:23,59727
10514,2020/8/22 11:30,262137
5214,2020/8/22 11:36,41284
1638,2020/8/22 11:38,34670
2486,2020/8/22 11:42,125672
12805,2020/8/22 11:45,178626
11336,2020/8/22 11:48,54647
3564,2020/8/22 11:53,39131
2839,2020/8/22 11:55,109009
8454,2020/8/22 11:58,282464
10631,2020/8/22 12:03,146633
10556,2020/8/22 12:05,22534
14745,2020/8/22 12:08,244690
13088,2020/8/22 12:10,257565
11455,2020/8/22 12:13,216200
14079,2020/8/22 12:16,169418
15419,2020/8/22 12:21,271861
14864,2020/8/22 12:23,191188
7554,2020/8/22 12:26,293268
4282,2020/8/22 12:28,272351
4103,2020/8/22 12:33,167893
3573,2020/8/22 12:36,231385
13079,2020/8/22 12:42,10574
329,2020/8/22 12:47,118256
1083,2020/8/22 12:50,300023
2487,2020/8/22 12:57,234562
14008,2020/8/22 13:01,8670
10395,2020/8/22 13:05,245829
4622,2020/8/22 13:09,96859
11366,2020/8/22 13:13,270193
12559,2020/8/22 13:17,295180
2197,2020/8/22 13:22,294888
11587,2020/8/22 13:24,274563
6278,2020/8/22 13:28,236868
14231,2020/8/22 13:30,97306
7651,2020/8/22 13:33,206152
4571,2020/8/22 13:35,15912
11350,2020/8/22 13:38,256742
14555,2020/8/22 13:41,30851
7668,2020/8/22 13:44,179388
