UID,ST,BID
3666,2020/8/14 12:24,217739
7769,2020/8/14 12:30,199843
6586,2020/8/14 12:36,215763
4455,2020/8/14 12:40,105245
2403,2020/8/14 12:45,31403
5896,2020/8/14 12:52,214655
9487,2020/8/14 12:56,61463
9160,2020/8/14 12:59,86171
12095,2020/8/14 13:03,82219
98,2020/8/14 13:09,198320
546,2020/8/14 13:12,110064
5921,2020/8/14 13:16,180472
8651,2020/8/14 13:18,49619
12583,2020/8/14 13:22,138241
7776,2020/8/14 13:27,203821
9824,2020/8/14 13:31,190640
969,2020/8/14 13:36,188188
2826,2020/8/14 13:39,202236
6087,2020/8/14 13:41,75508
11541,2020/8/14 13:47,169651
844,2020/8/14 13:50,192844
9236,2020/8/14 13:53,60909
2495,2020/8/14 13:59,136256
12575,2020/8/14 14:04,217837
6442,2020/8/14 14:08,53519
7903,2020/8/14 14:13,139278
5335,2020/8/14 14:17,218921
10784,2020/8/14 14:22,218948
11283,2020/8/14 14:25,218542
12465,2020/8/14 14:27,72737
145,2020/8/14 14:31,213504
1456,2020/8/14 14:34,160075
5652,2020/8/14 14:36,98628
9300,2020/8/14 14:38,199476
10464,2020/8/14 14:42,139054
7102,2020/8/14 14:46,73016
11494,2020/8/14 14:50,215722
6304,2020/8/14 14:55,9647
10588,2020/8/14 14:56,152453
11096,2020/8/14 15:01,123469
5513,2020/8/14 15:04,151818
3369,2020/8/14 15:08,203072
5979,2020/8/14 15:12,210832
4217,2020/8/14 15:15,205837
12289,2020/8/14 15:19,189504
5761,2020/8/14 15:22,59841
4954,2020/8/14 15:26,190650
1231,2020/8/14 15:28,219160
3222,2020/8/14 15:31,218281
8990,2020/8/14 15:35,213924
10681,2020/8/14 15:37,77350
12844,2020/8/14 15:39,201470
6511,2020/8/14 15:44,189851
5913,2020/8/14 15:48,13253
8229,2020/8/14 15:51,123343
10506,2020/8/14 15:55,43914
4284,2020/8/14 15:58,218993
857,2020/8/14 16:01,210615
2846,2020/8/14 16:05,99057
5970,2020/8/14 16:10,111763
6579,2020/8/14 16:15,85536
11003,2020/8/14 16:18,219857
12032,2020/8/14 16:21,6280
11957,2020/8/14 16:26,54376
3335,2020/8/14 16:29,172622
11186,2020/8/14 16:31,204050
8241,2020/8/14 16:34,186175
3872,2020/8/14 16:36,162506
6410,2020/8/14 16:38,187374
12938,2020/8/14 16:39,109492
6188,2020/8/14 16:40,140224
559,2020/8/14 16:42,172350
10976,2020/8/14 16:44,52797
6131,2020/8/14 16:47,209799
728,2020/8/14 16:49,91477
8629,2020/8/14 16:51,202824
8293,2020/8/14 16:52,38973
9053,2020/8/14 16:55,219540
3358,2020/8/14 16:57,100323
7261,2020/8/14 17:00,150955
8187,2020/8/14 17:02,124128
13340,2020/8/14 17:05,161449
11888,2020/8/14 17:07,179050
11011,2020/8/14 17:10,167817
5639,2020/8/14 17:14,52366
12804,2020/8/14 17:15,128069
11042,2020/8/14 17:18,15165
8771,2020/8/14 17:19,17801
9708,2020/8/14 17:21,30196
2695,2020/8/14 17:23,207678
2681,2020/8/14 17:26,213270
10314,2020/8/14 17:27,148026
6472,2020/8/14 17:29,54806
10952,2020/8/14 17:30,112959
7503,2020/8/14 17:32,11306
11622,2020/8/14 17:33,39073
11966,2020/8/14 17:35,654
6884,2020/8/14 17:38,213557
5731,2020/8/14 17:39,113912
9041,2020/8/14 17:41,124114
9524,2020/8/14 17:42,163490
12673,2020/8/14 17:45,26046
136,2020/8/14 17:46,220783
11055,2020/8/14 17:48,24709
7958,2020/8/14 17:50,8069
9285,2020/8/14 17:52,144789
4543,2020/8/14 17:54,220205
7819,2020/8/14 17:56,60864
2283,2020/8/14 17:58,171172
5622,2020/8/14 17:59,205158
11822,2020/8/14 18:01,200577
4025,2020/8/14 18:02,147229
12906,2020/8/14 18:04,139501
6667,2020/8/14 18:07,153436
12456,2020/8/14 18:08,72073
11445,2020/8/14 18:10,109342
9033,2020/8/14 18:12,186724
5912,2020/8/14 18:13,210666
3752,2020/8/14 18:14,10777
13354,2020/8/14 18:15,194442
10380,2020/8/14 18:17,219265
7814,2020/8/14 18:19,14070
6358,2020/8/14 18:20,130634
5241,2020/8/14 18:22,117802
788,2020/8/14 18:23,18148
4182,2020/8/14 18:26,221280
5768,2020/8/14 18:28,211938
9477,2020/8/14 18:29,221211
8275,2020/8/14 18:32,196456
9352,2020/8/14 18:33,190090
12359,2020/8/14 18:36,215912
11482,2020/8/14 18:38,221044
11651,2020/8/14 18:39,121101
1855,2020/8/14 18:40,211045
2129,2020/8/14 18:43,98759
11041,2020/8/14 18:46,106014
3618,2020/8/14 18:49,171535
10637,2020/8/14 18:52,200381
2201,2020/8/14 18:55,217539
4365,2020/8/14 18:57,169539
1699,2020/8/14 18:59,217205
8466,2020/8/14 19:00,23920
2589,2020/8/14 19:01,98100
1428,2020/8/14 19:04,88336
8045,2020/8/14 19:06,106221
7666,2020/8/14 19:08,92177
7112,2020/8/14 19:09,221874
7842,2020/8/14 19:13,1220
9869,2020/8/14 19:16,31729
10728,2020/8/14 19:19,161688
10979,2020/8/14 19:20,64722
7241,2020/8/14 19:23,151950
9688,2020/8/14 19:24,83158
6769,2020/8/14 19:25,222042
11994,2020/8/14 19:27,201862
8957,2020/8/14 19:28,77971
11149,2020/8/14 19:30,221523
859,2020/8/14 19:32,198943
5946,2020/8/14 19:35,89723
5335,2020/8/14 19:36,222159
7559,2020/8/14 19:38,199982
12156,2020/8/14 19:40,164537
7163,2020/8/14 19:42,124107
2844,2020/8/14 19:44,189240
10119,2020/8/14 19:44,217527
9341,2020/8/14 19:47,54273
5371,2020/8/14 19:49,121986
6215,2020/8/14 19:50,132912
9790,2020/8/14 19:52,90915
12147,2020/8/14 19:53,2492
8412,2020/8/14 19:55,94932
8224,2020/8/14 19:56,219422
12899,2020/8/14 19:58,22372
5307,2020/8/14 19:59,221853
9018,2020/8/14 20:01,114803
11359,2020/8/14 20:03,221261
12015,2020/8/14 20:04,139052
11294,2020/8/14 20:06,69620
5490,2020/8/14 20:07,218991
1288,2020/8/14 20:10,187495
1964,2020/8/14 20:11,27732
12373,2020/8/14 20:12,212737
6071,2020/8/14 20:15,222648
13527,2020/8/14 20:16,207846
13522,2020/8/14 20:18,98121
1303,2020/8/14 20:19,24712
6646,2020/8/14 20:20,104887
9475,2020/8/14 20:21,222520
6671,2020/8/14 20:23,146628
786,2020/8/14 20:24,222727
3767,2020/8/14 20:26,68888
12129,2020/8/14 20:26,121707
117,2020/8/14 20:29,77741
8353,2020/8/14 20:31,191451
9070,2020/8/14 20:32,68969
285,2020/8/14 20:35,165857
6619,2020/8/14 20:36,214703
12558,2020/8/14 20:37,179419
4620,2020/8/14 20:38,131051
6905,2020/8/14 20:39,185478
9296,2020/8/14 20:41,199497
12424,2020/8/14 20:42,158917
4336,2020/8/14 20:45,94242
3703,2020/8/14 20:47,157385
8344,2020/8/14 20:48,174173
9750,2020/8/14 20:49,84512
1303,2020/8/14 20:51,175325
12257,2020/8/14 20:55,167038
2538,2020/8/14 20:58,191198
4619,2020/8/14 21:02,33882
5420,2020/8/14 21:05,90790
5119,2020/8/14 21:07,55522
11694,2020/8/14 21:09,188855
4748,2020/8/14 21:11,223143
9265,2020/8/14 21:14,195731
13459,2020/8/14 21:17,36738
4440,2020/8/14 21:20,71748
7359,2020/8/14 21:22,73513
11509,2020/8/14 21:24,46452
6198,2020/8/14 21:25,199112
5777,2020/8/14 21:28,41457
13552,2020/8/14 21:30,223552
3889,2020/8/14 21:33,115467
12182,2020/8/14 21:35,7082
9658,2020/8/14 21:38,223226
1323,2020/8/14 21:39,223038
1179,2020/8/14 21:41,88003
11269,2020/8/14 21:44,15732
12372,2020/8/14 21:46,157828
1840,2020/8/14 21:51,221148
5161,2020/8/14 21:55,207314
7957,2020/8/14 21:58,110049
5471,2020/8/14 22:00,218122
7513,2020/8/14 22:03,223865
11282,2020/8/14 22:06,222053
12511,2020/8/14 22:10,41391
5944,2020/8/14 22:12,74555
11542,2020/8/14 22:18,144951
7518,2020/8/14 22:22,161325
9889,2020/8/14 22:28,24922
13198,2020/8/14 22:31,33061
6931,2020/8/14 22:36,200103
12261,2020/8/14 22:39,224186
3624,2020/8/14 22:44,35055
11456,2020/8/14 22:48,210485
3198,2020/8/14 22:52,128485
9627,2020/8/14 22:56,196647
4761,2020/8/14 23:01,224353
4987,2020/8/14 23:10,55728
9241,2020/8/14 23:18,224103
12775,2020/8/14 23:23,224535
12573,2020/8/14 23:34,86441
10394,2020/8/14 23:46,64889
2577,2020/8/14 23:55,24266
8425,2020/8/15 0:00,66239
5338,2020/8/15 0:12,928
13018,2020/8/15 0:24,224525
6200,2020/8/15 0:31,224848
4591,2020/8/15 0:41,23948
1008,2020/8/15 0:55,108449
3873,2020/8/15 1:08,149333
9086,2020/8/15 1:22,71710
12707,2020/8/15 1:44,55659
12684,2020/8/15 2:22,2975
3549,2020/8/15 3:44,159722
955,2020/8/15 5:25,215034
1961,2020/8/15 5:44,223793
4429,2020/8/15 6:12,222921
130,2020/8/15 6:22,115881
6837,2020/8/15 6:29,213776
955,2020/8/15 6:34,159704
838,2020/8/15 6:40,112238
7481,2020/8/15 6:47,69738
12143,2020/8/15 6:51,158239
12373,2020/8/15 6:54,205124
4093,2020/8/15 6:58,184373
8862,2020/8/15 7:00,157777
11173,2020/8/15 7:02,13264
8584,2020/8/15 7:07,45405
5866,2020/8/15 7:10,16181
5388,2020/8/15 7:12,207366
2112,2020/8/15 7:15,5504
9285,2020/8/15 7:17,190724
11996,2020/8/15 7:19,198680
4581,2020/8/15 7:21,189912
7938,2020/8/15 7:23,105051
8826,2020/8/15 7:25,58298
11339,2020/8/15 7:28,222507
9379,2020/8/15 7:30,14221
12299,2020/8/15 7:33,190123
9234,2020/8/15 7:35,203759
5347,2020/8/15 7:37,191853
11307,2020/8/15 7:38,80372
11728,2020/8/15 7:40,78164
12189,2020/8/15 7:42,19726
3060,2020/8/15 7:44,98258
8561,2020/8/15 7:45,163649
13350,2020/8/15 7:47,207378
11808,2020/8/15 7:49,207352
6248,2020/8/15 7:50,132624
829,2020/8/15 7:52,225402
4792,2020/8/15 7:54,220718
11203,2020/8/15 7:56,128038
6082,2020/8/15 7:57,178140
11962,2020/8/15 7:58,147637
5465,2020/8/15 7:59,107743
9857,2020/8/15 8:01,20650
10939,2020/8/15 8:02,183753
9113,2020/8/15 8:04,209889
1780,2020/8/15 8:04,114145
11753,2020/8/15 8:06,185118
11930,2020/8/15 8:07,120596
12467,2020/8/15 8:08,94743
11293,2020/8/15 8:09,164797
12166,2020/8/15 8:10,23281
5435,2020/8/15 8:12,78229
12027,2020/8/15 8:13,214894
8029,2020/8/15 8:14,181616
1798,2020/8/15 8:15,225679
11823,2020/8/15 8:16,162571
3365,2020/8/15 8:19,106641
7446,2020/8/15 8:19,179039
3493,2020/8/15 8:20,64498
5248,2020/8/15 8:21,44727
10061,2020/8/15 8:22,120169
12727,2020/8/15 8:24,21940
10904,2020/8/15 8:25,38783
5527,2020/8/15 8:25,52722
12690,2020/8/15 8:27,6969
5372,2020/8/15 8:29,204783
11366,2020/8/15 8:31,136132
12424,2020/8/15 8:32,138723
7537,2020/8/15 8:33,159967
13109,2020/8/15 8:33,202556
10069,2020/8/15 8:35,117070
10464,2020/8/15 8:36,19582
5470,2020/8/15 8:37,113562
8498,2020/8/15 8:39,46376
10693,2020/8/15 8:39,32524
3911,2020/8/15 8:40,73516
4215,2020/8/15 8:42,104758
4488,2020/8/15 8:43,103823
9578,2020/8/15 8:45,186902
4278,2020/8/15 8:46,180644
8021,2020/8/15 8:48,102858
10587,2020/8/15 8:50,216160
5511,2020/8/15 8:52,139890
9634,2020/8/15 8:53,127785
13007,2020/8/15 8:55,220606
11281,2020/8/15 8:56,96034
5924,2020/8/15 8:59,125499
12743,2020/8/15 9:01,191939
12414,2020/8/15 9:04,189106
7666,2020/8/15 9:06,207439
8471,2020/8/15 9:07,19079
2833,2020/8/15 9:09,224202
5320,2020/8/15 9:11,114056
9351,2020/8/15 9:13,190798
12740,2020/8/15 9:17,226140
10055,2020/8/15 9:18,78976
7095,2020/8/15 9:20,115159
200,2020/8/15 9:22,141651
8258,2020/8/15 9:23,14117
5615,2020/8/15 9:26,210677
11909,2020/8/15 9:30,20924
12444,2020/8/15 9:34,33893
5490,2020/8/15 9:38,188063
12428,2020/8/15 9:42,225843
13103,2020/8/15 9:43,109217
9811,2020/8/15 9:45,35319
1163,2020/8/15 9:47,43146
1576,2020/8/15 9:52,25969
1784,2020/8/15 9:57,189385
11412,2020/8/15 10:01,67070
11829,2020/8/15 10:05,205993
7613,2020/8/15 10:09,224801
10306,2020/8/15 10:15,43543
9115,2020/8/15 10:21,199646
805,2020/8/15 10:26,223004
7839,2020/8/15 10:30,123002
12394,2020/8/15 10:34,180645
12380,2020/8/15 10:39,189606
13068,2020/8/15 10:43,146650
5779,2020/8/15 10:48,160926
7940,2020/8/15 10:56,210463
5098,2020/8/15 11:02,86387
12559,2020/8/15 11:08,194123
691,2020/8/15 11:11,215839
11420,2020/8/15 11:18,131850
11300,2020/8/15 11:23,163423
8408,2020/8/15 11:29,87637
3382,2020/8/15 11:33,200686
13055,2020/8/15 11:38,148892
6913,2020/8/15 11:41,168019
3257,2020/8/15 11:44,4686
1107,2020/8/15 11:51,189775
2975,2020/8/15 11:55,155054
9684,2020/8/15 11:58,207574
11673,2020/8/15 12:01,94335
1462,2020/8/15 12:07,16805
11269,2020/8/15 12:10,227193
9680,2020/8/15 12:13,227135
13484,2020/8/15 12:17,17569
9069,2020/8/15 12:21,108358
6738,2020/8/15 12:27,154899
4820,2020/8/15 12:31,192838
13529,2020/8/15 12:36,88433
2366,2020/8/15 12:39,200531
13046,2020/8/15 12:49,28501
3767,2020/8/15 12:54,148341
12617,2020/8/15 12:59,36986
5704,2020/8/15 13:06,19775
13328,2020/8/15 13:12,131808
5584,2020/8/15 13:14,151740
3366,2020/8/15 13:19,115002
8738,2020/8/15 13:22,76820
10509,2020/8/15 13:26,105918
13033,2020/8/15 13:27,42457
10913,2020/8/15 13:31,227691
11437,2020/8/15 13:33,188215
8284,2020/8/15 13:39,227526
9117,2020/8/15 13:42,170553
13017,2020/8/15 13:47,19623
9348,2020/8/15 13:49,157010
13019,2020/8/15 13:52,113752
8486,2020/8/15 13:56,227925
8429,2020/8/15 13:59,67476
12936,2020/8/15 14:05,29287
9702,2020/8/15 14:08,45257
5682,2020/8/15 14:13,212538
10581,2020/8/15 14:17,10432
1219,2020/8/15 14:21,222558
3855,2020/8/15 14:29,105576
11789,2020/8/15 14:33,69968
6728,2020/8/15 14:35,39049
8814,2020/8/15 14:42,228221
11553,2020/8/15 14:44,4435
5645,2020/8/15 14:48,4226
11785,2020/8/15 14:56,21023
8691,2020/8/15 15:02,224267
5176,2020/8/15 15:04,170211
10607,2020/8/15 15:09,9279
11514,2020/8/15 15:12,87299
3880,2020/8/15 15:14,202305
1595,2020/8/15 15:16,138546
9602,2020/8/15 15:22,90409
6372,2020/8/15 15:27,228468
12147,2020/8/15 15:30,10790
912,2020/8/15 15:33,64349
11246,2020/8/15 15:36,46870
10698,2020/8/15 15:40,87319
5210,2020/8/15 15:42,215547
8302,2020/8/15 15:46,171172
10901,2020/8/15 15:51,80265
8334,2020/8/15 15:53,172143
7368,2020/8/15 16:00,30984
11686,2020/8/15 16:03,104560
8483,2020/8/15 16:07,117842
10631,2020/8/15 16:10,93712
12837,2020/8/15 16:11,109653
5099,2020/8/15 16:15,174239
6085,2020/8/15 16:18,214930
5127,2020/8/15 16:24,89780
7578,2020/8/15 16:27,26526
10842,2020/8/15 16:32,197492
12002,2020/8/15 16:36,75325
9656,2020/8/15 16:39,61539
10872,2020/8/15 16:42,198132
9928,2020/8/15 16:44,8221
10129,2020/8/15 16:47,58781
12884,2020/8/15 16:50,28486
10381,2020/8/15 16:55,104800
12758,2020/8/15 16:56,214593
11261,2020/8/15 16:59,122753
4906,2020/8/15 17:03,77270
905,2020/8/15 17:04,102926
5603,2020/8/15 17:05,92398
10774,2020/8/15 17:07,59313
12903,2020/8/15 17:08,100803
9914,2020/8/15 17:09,84478
6076,2020/8/15 17:10,201060
5080,2020/8/15 17:11,49660
4296,2020/8/15 17:12,41820
12088,2020/8/15 17:15,228701
11663,2020/8/15 17:16,56837
6703,2020/8/15 17:19,78493
6743,2020/8/15 17:21,52421
3734,2020/8/15 17:24,47972
2798,2020/8/15 17:26,124655
741,2020/8/15 17:29,198466
6646,2020/8/15 17:30,225717
13315,2020/8/15 17:32,93466
10697,2020/8/15 17:33,48789
508,2020/8/15 17:35,220046
10067,2020/8/15 17:36,205094
13295,2020/8/15 17:38,46364
11413,2020/8/15 17:38,173129
5087,2020/8/15 17:40,76783
891,2020/8/15 17:41,185705
9796,2020/8/15 17:42,191546
12195,2020/8/15 17:43,58331
5718,2020/8/15 17:44,32424
1817,2020/8/15 17:46,167222
9331,2020/8/15 17:47,116829
12823,2020/8/15 17:48,100018
11684,2020/8/15 17:49,19385
10899,2020/8/15 17:50,98092
4812,2020/8/15 17:51,156065
4498,2020/8/15 17:52,103388
8289,2020/8/15 17:54,197741
3662,2020/8/15 17:55,116438
4929,2020/8/15 17:57,203965
9434,2020/8/15 17:58,205017
12765,2020/8/15 17:59,175488
207,2020/8/15 18:00,196428
3932,2020/8/15 18:01,190040
958,2020/8/15 18:03,10827
924,2020/8/15 18:04,229716
3894,2020/8/15 18:05,154658
4783,2020/8/15 18:06,94386
2271,2020/8/15 18:07,184084
11588,2020/8/15 18:08,110574
4037,2020/8/15 18:09,16733
12256,2020/8/15 18:11,9428
8402,2020/8/15 18:12,229780
691,2020/8/15 18:13,189406
4304,2020/8/15 18:14,196000
11918,2020/8/15 18:15,116515
3487,2020/8/15 18:15,137213
12331,2020/8/15 18:16,148606
7532,2020/8/15 18:18,80916
9290,2020/8/15 18:20,143017
11693,2020/8/15 18:21,140967
11128,2020/8/15 18:22,21195
11535,2020/8/15 18:22,25477
11076,2020/8/15 18:23,106289
5398,2020/8/15 18:25,170683
7970,2020/8/15 18:26,60611
8869,2020/8/15 18:27,147591
7162,2020/8/15 18:28,8943
11783,2020/8/15 18:29,27125
5522,2020/8/15 18:30,114976
4154,2020/8/15 18:32,223374
12775,2020/8/15 18:32,46347
869,2020/8/15 18:33,67882
3815,2020/8/15 18:34,128430
4663,2020/8/15 18:35,203830
8392,2020/8/15 18:36,145971
8885,2020/8/15 18:38,212735
5590,2020/8/15 18:39,169254
3257,2020/8/15 18:40,172501
10615,2020/8/15 18:41,181749
5141,2020/8/15 18:42,75837
10117,2020/8/15 18:43,31378
9275,2020/8/15 18:43,78221
1711,2020/8/15 18:45,96264
2846,2020/8/15 18:45,173113
8268,2020/8/15 18:46,200805
8920,2020/8/15 18:48,230269
3260,2020/8/15 18:49,229211
5345,2020/8/15 18:50,62774
12199,2020/8/15 18:52,109190
1841,2020/8/15 18:53,88526
7394,2020/8/15 18:53,185813
5409,2020/8/15 18:54,90918
928,2020/8/15 18:56,203466
13109,2020/8/15 18:57,70477
1604,2020/8/15 18:59,111668
7480,2020/8/15 19:00,175772
12963,2020/8/15 19:01,189976
13019,2020/8/15 19:02,104656
184,2020/8/15 19:04,67454
10067,2020/8/15 19:06,186136
1032,2020/8/15 19:07,91900
3418,2020/8/15 19:08,11024
7250,2020/8/15 19:10,166844
13466,2020/8/15 19:12,219223
3582,2020/8/15 19:12,230698
2640,2020/8/15 19:14,155054
12361,2020/8/15 19:16,91157
5686,2020/8/15 19:17,90134
6984,2020/8/15 19:18,72631
1190,2020/8/15 19:19,85014
12194,2020/8/15 19:21,163218
4258,2020/8/15 19:22,211721
4100,2020/8/15 19:23,138314
4527,2020/8/15 19:24,185275
7289,2020/8/15 19:26,20159
13122,2020/8/15 19:28,162731
11490,2020/8/15 19:29,211477
7453,2020/8/15 19:31,230260
3407,2020/8/15 19:32,42548
3048,2020/8/15 19:33,15670
2110,2020/8/15 19:36,184448
3935,2020/8/15 19:37,87444
4922,2020/8/15 19:38,230530
8688,2020/8/15 19:39,93445
2341,2020/8/15 19:40,166833
8216,2020/8/15 19:42,154079
4131,2020/8/15 19:45,222076
11339,2020/8/15 19:48,38220
12002,2020/8/15 19:50,194469
2059,2020/8/15 19:51,167103
11947,2020/8/15 19:53,191241
11758,2020/8/15 19:54,212691
9412,2020/8/15 19:56,217971
2573,2020/8/15 19:59,231327
1268,2020/8/15 19:59,70575
5218,2020/8/15 20:02,231117
2076,2020/8/15 20:04,231366
4973,2020/8/15 20:05,24033
6031,2020/8/15 20:07,50377
9245,2020/8/15 20:09,226757
9576,2020/8/15 20:10,157202
13044,2020/8/15 20:13,155892
10827,2020/8/15 20:15,161308
3684,2020/8/15 20:17,225831
2284,2020/8/15 20:21,173525
1248,2020/8/15 20:22,110161
8549,2020/8/15 20:24,65981
3060,2020/8/15 20:25,93135
1132,2020/8/15 20:27,119284
12548,2020/8/15 20:29,105396
5500,2020/8/15 20:31,30005
11099,2020/8/15 20:33,231698
8998,2020/8/15 20:35,95419
12133,2020/8/15 20:37,218010
11785,2020/8/15 20:39,210032
7801,2020/8/15 20:41,129218
1683,2020/8/15 20:43,63726
9292,2020/8/15 20:46,212568
6359,2020/8/15 20:48,26948
1108,2020/8/15 20:50,142448
699,2020/8/15 20:52,215829
3691,2020/8/15 20:54,66092
9488,2020/8/15 20:56,26416
12089,2020/8/15 20:57,152960
9294,2020/8/15 20:59,155539
2988,2020/8/15 21:01,37708
5282,2020/8/15 21:04,181492
5191,2020/8/15 21:05,13858
12709,2020/8/15 21:07,16841
8001,2020/8/15 21:09,17884
4596,2020/8/15 21:11,139344
301,2020/8/15 21:13,232181
7456,2020/8/15 21:16,158389
3648,2020/8/15 21:19,111616
12227,2020/8/15 21:22,52933
8530,2020/8/15 21:24,87057
3038,2020/8/15 21:26,92536
7904,2020/8/15 21:29,161237
2820,2020/8/15 21:32,196536
2545,2020/8/15 21:35,99213
6903,2020/8/15 21:38,121534
12239,2020/8/15 21:41,128881
12815,2020/8/15 21:43,225101
816,2020/8/15 21:46,215128
10385,2020/8/15 21:47,232518
11494,2020/8/15 21:49,136602
1310,2020/8/15 21:53,40212
5522,2020/8/15 21:55,158735
4415,2020/8/15 21:59,215359
5518,2020/8/15 22:01,125444
9370,2020/8/15 22:06,197562
9812,2020/8/15 22:08,197243
11390,2020/8/15 22:12,141643
2108,2020/8/15 22:18,192507
925,2020/8/15 22:20,231583
6865,2020/8/15 22:23,90733
1263,2020/8/15 22:26,232822
7568,2020/8/15 22:30,14105
2958,2020/8/15 22:33,113626
6876,2020/8/15 22:40,88530
10395,2020/8/15 22:44,225383
8192,2020/8/15 22:50,24422
12501,2020/8/15 22:54,107360
1881,2020/8/15 22:58,102141
2795,2020/8/15 23:02,174211
1833,2020/8/15 23:11,84755
11923,2020/8/15 23:19,91188
7676,2020/8/15 23:25,111149
4793,2020/8/15 23:30,113123
10435,2020/8/15 23:42,13689
1202,2020/8/15 23:55,124948
9179,2020/8/16 0:03,14927
3331,2020/8/16 0:12,160470
9154,2020/8/16 0:23,159268
12989,2020/8/16 0:35,142088
10481,2020/8/16 1:04,213671
11497,2020/8/16 1:22,54445
10683,2020/8/16 1:44,73570
1151,2020/8/16 2:12,108526
5107,2020/8/16 2:42,98089
10783,2020/8/16 4:22,164971
10922,2020/8/16 5:35,230833
2434,2020/8/16 5:54,179246
5702,2020/8/16 6:12,232067
895,2020/8/16 6:22,137219
9604,2020/8/16 6:29,2542
10901,2020/8/16 6:35,216242
12946,2020/8/16 6:44,231575
8996,2020/8/16 6:47,106144
7791,2020/8/16 6:52,53974
10435,2020/8/16 6:58,74994
13371,2020/8/16 7:03,68851
8137,2020/8/16 7:06,162955
9014,2020/8/16 7:08,79916
4871,2020/8/16 7:10,146072
13541,2020/8/16 7:13,90396
12959,2020/8/16 7:16,102665
7183,2020/8/16 7:17,225642
5582,2020/8/16 7:21,74766
11294,2020/8/16 7:23,204887
256,2020/8/16 7:24,17861
6151,2020/8/16 7:26,183806
4003,2020/8/16 7:28,107061
12618,2020/8/16 7:28,65030
7744,2020/8/16 7:31,167600
8503,2020/8/16 7:32,140210
9667,2020/8/16 7:34,174240
12566,2020/8/16 7:35,196828
8905,2020/8/16 7:37,229354
4288,2020/8/16 7:39,38773
10966,2020/8/16 7:41,180083
3859,2020/8/16 7:42,140764
1718,2020/8/16 7:43,71202
5811,2020/8/16 7:44,225540
3043,2020/8/16 7:45,44730
5080,2020/8/16 7:46,125248
5095,2020/8/16 7:48,90089
597,2020/8/16 7:49,173721
6578,2020/8/16 7:51,113930
11076,2020/8/16 7:52,234321
10184,2020/8/16 7:54,1331
2913,2020/8/16 7:55,77572
12482,2020/8/16 7:57,152138
7717,2020/8/16 7:58,113532
718,2020/8/16 7:59,22359
8613,2020/8/16 8:01,66062
9293,2020/8/16 8:02,47280
6552,2020/8/16 8:03,166797
12678,2020/8/16 8:04,66559
11723,2020/8/16 8:05,176099
6443,2020/8/16 8:07,87367
12139,2020/8/16 8:08,24349
12159,2020/8/16 8:10,234447
751,2020/8/16 8:12,230966
11075,2020/8/16 8:13,168707
1583,2020/8/16 8:15,161642
10544,2020/8/16 8:16,97200
13081,2020/8/16 8:17,61708
7080,2020/8/16 8:18,79938
9854,2020/8/16 8:20,124360
13076,2020/8/16 8:21,117159
2193,2020/8/16 8:22,192642
1436,2020/8/16 8:24,136617
5737,2020/8/16 8:25,212629
98,2020/8/16 8:27,49913
4892,2020/8/16 8:29,167859
10130,2020/8/16 8:31,98390
1940,2020/8/16 8:33,188320
10083,2020/8/16 8:34,168848
5685,2020/8/16 8:36,5345
8613,2020/8/16 8:37,175094
2516,2020/8/16 8:39,140627
1445,2020/8/16 8:39,216401
4884,2020/8/16 8:40,118077
11940,2020/8/16 8:42,8027
1904,2020/8/16 8:44,217624
5095,2020/8/16 8:45,107375
3648,2020/8/16 8:46,218830
2489,2020/8/16 8:48,190037
12365,2020/8/16 8:49,75325
1914,2020/8/16 8:51,13204
11576,2020/8/16 8:51,75710
11341,2020/8/16 8:52,18694
12824,2020/8/16 8:54,79992
12814,2020/8/16 8:55,78003
806,2020/8/16 8:57,175181
3045,2020/8/16 8:58,114307
11049,2020/8/16 8:59,103898
4270,2020/8/16 9:01,166658
8661,2020/8/16 9:02,153882
12447,2020/8/16 9:04,109157
1313,2020/8/16 9:07,224341
9444,2020/8/16 9:09,79233
2014,2020/8/16 9:11,223238
11921,2020/8/16 9:12,155989
4442,2020/8/16 9:14,49953
6367,2020/8/16 9:16,227031
7250,2020/8/16 9:19,171682
8284,2020/8/16 9:21,17617
5098,2020/8/16 9:23,150256
11746,2020/8/16 9:25,169598
11020,2020/8/16 9:27,74841
10271,2020/8/16 9:30,10226
95,2020/8/16 9:33,150900
13514,2020/8/16 9:36,107988
11771,2020/8/16 9:37,4458
2652,2020/8/16 9:41,109632
10405,2020/8/16 9:43,230728
8441,2020/8/16 9:47,135599
9319,2020/8/16 9:50,218393
4619,2020/8/16 9:53,130910
1901,2020/8/16 9:57,107814
2721,2020/8/16 10:01,226799
4287,2020/8/16 10:04,29112
8312,2020/8/16 10:08,184410
